actor_id,identifier,namespace,datasource_id
IT RGO,Q952,Wikidata,OEF:WD:city-population:20240320
IT QPO,Q3543,Wikidata,OEF:WD:city-population:20240320
IT GRS,Q6716,Wikidata,OEF:WD:city-population:20240320
NO OSL,Q585,Wikidata,OEF:WD:city-population:20240320
US CHI,Q1297,Wikidata,OEF:WD:city-population:20240320
DE MHG,Q2119,Wikidata,OEF:WD:city-population:20240320
DE DUS,Q1718,Wikidata,OEF:WD:city-population:20240320
PT LIS,Q597,Wikidata,OEF:WD:city-population:20240320
CA EDM,Q2096,Wikidata,OEF:WD:city-population:20240320
CA VIC,Q2132,Wikidata,OEF:WD:city-population:20240320
IT ZLC,Q3592,Wikidata,OEF:WD:city-population:20240320
DE ASC,Q3942,Wikidata,OEF:WD:city-population:20240320
IT SNA,Q2751,Wikidata,OEF:WD:city-population:20240320
DE GEA,Q3750,Wikidata,OEF:WD:city-population:20240320
DE PAS,Q4190,Wikidata,OEF:WD:city-population:20240320
IT PMF,Q2683,Wikidata,OEF:WD:city-population:20240320
IT GZA,Q6596,Wikidata,OEF:WD:city-population:20240320
IT PAV,Q6259,Wikidata,OEF:WD:city-population:20240320
IT BZD,Q9101,Wikidata,OEF:WD:city-population:20240320
IT BTR,Q9057,Wikidata,OEF:WD:city-population:20240320
IT SPE,Q8611,Wikidata,OEF:WD:city-population:20240320
IT PZE,Q17644,Wikidata,OEF:WD:city-population:20240320
IT RC2,Q17651,Wikidata,OEF:WD:city-population:20240320
IT SZD,Q17670,Wikidata,OEF:WD:city-population:20240320
IT SPU,Q17863,Wikidata,OEF:WD:city-population:20240320
IT RCZ,Q17853,Wikidata,OEF:WD:city-population:20240320
IT ZHM,Q17785,Wikidata,OEF:WD:city-population:20240320
IT OSR,Q18093,Wikidata,OEF:WD:city-population:20240320
IT TVS,Q18801,Wikidata,OEF:WD:city-population:20240320
IT ZNR,Q20132,Wikidata,OEF:WD:city-population:20240320
IT VGX,Q20254,Wikidata,OEF:WD:city-population:20240320
IT ZMD,Q20268,Wikidata,OEF:WD:city-population:20240320
IT RBR,Q20412,Wikidata,OEF:WD:city-population:20240320
IT RBI,Q20407,Wikidata,OEF:WD:city-population:20240320
IT OOI,Q20507,Wikidata,OEF:WD:city-population:20240320
IT TR5,Q20519,Wikidata,OEF:WD:city-population:20240320
IT TRF,Q20517,Wikidata,OEF:WD:city-population:20240320
IT RAC,Q20376,Wikidata,OEF:WD:city-population:20240320
IT UBT,Q20685,Wikidata,OEF:WD:city-population:20240320
IT TYB,Q20623,Wikidata,OEF:WD:city-population:20240320
IT REV,Q20604,Wikidata,OEF:WD:city-population:20240320
IT SLT,Q20571,Wikidata,OEF:WD:city-population:20240320
IT VUO,Q22648,Wikidata,OEF:WD:city-population:20240320
IT TYO,Q23269,Wikidata,OEF:WD:city-population:20240320
IT QVC,Q25179,Wikidata,OEF:WD:city-population:20240320
IT ZTC,Q25210,Wikidata,OEF:WD:city-population:20240320
IT AAD,Q29393,Wikidata,OEF:WD:city-population:20240320
IT AIV,Q29357,Wikidata,OEF:WD:city-population:20240320
IT LRE,Q34377,Wikidata,OEF:WD:city-population:20240320
IT CSD,Q34354,Wikidata,OEF:WD:city-population:20240320
IT CPD,Q34443,Wikidata,OEF:WD:city-population:20240320
IT LRG,Q34373,Wikidata,OEF:WD:city-population:20240320
IT NOP,Q34330,Wikidata,OEF:WD:city-population:20240320
IT CLV,Q34385,Wikidata,OEF:WD:city-population:20240320
JP UKY,Q34600,Wikidata,OEF:WD:city-population:20240320
ZA JNB,Q34647,Wikidata,OEF:WD:city-population:20240320
US AUG,Q28206,Wikidata,OEF:WD:city-population:20240320
US ANP,Q28271,Wikidata,OEF:WD:city-population:20240320
IT SIB,Q34451,Wikidata,OEF:WD:city-population:20240320
IT TOM,Q34496,Wikidata,OEF:WD:city-population:20240320
IT VCV,Q34666,Wikidata,OEF:WD:city-population:20240320
IT TSA,Q34570,Wikidata,OEF:WD:city-population:20240320
IT TLL,Q34455,Wikidata,OEF:WD:city-population:20240320
IT TOG,Q34703,Wikidata,OEF:WD:city-population:20240320
IT RRP,Q35418,Wikidata,OEF:WD:city-population:20240320
IT VTC,Q39143,Wikidata,OEF:WD:city-population:20240320
IT VA8,Q39321,Wikidata,OEF:WD:city-population:20240320
IT VNA,Q39688,Wikidata,OEF:WD:city-population:20240320
IT RE5,Q39857,Wikidata,OEF:WD:city-population:20240320
IT THA,Q40468,Wikidata,OEF:WD:city-population:20240320
IT RCL,Q40533,Wikidata,OEF:WD:city-population:20240320
IT VGT,Q40303,Wikidata,OEF:WD:city-population:20240320
IT ZXN,Q40668,Wikidata,OEF:WD:city-population:20240320
IT RPV,Q40731,Wikidata,OEF:WD:city-population:20240320
IT ZVY,Q40897,Wikidata,OEF:WD:city-population:20240320
IT RQI,Q40985,Wikidata,OEF:WD:city-population:20240320
IT SBU,Q41023,Wikidata,OEF:WD:city-population:20240320
IT SRN,Q40862,Wikidata,OEF:WD:city-population:20240320
IT SGO,Q40813,Wikidata,OEF:WD:city-population:20240320
IT TPR,Q42318,Wikidata,OEF:WD:city-population:20240320
IT RPC,Q42379,Wikidata,OEF:WD:city-population:20240320
IT ZSX,Q42472,Wikidata,OEF:WD:city-population:20240320
IT RSC,Q42518,Wikidata,OEF:WD:city-population:20240320
KR ADG,Q42116,Wikidata,OEF:WD:city-population:20240320
IT SDA,Q42744,Wikidata,OEF:WD:city-population:20240320
IT VDN,Q42336,Wikidata,OEF:WD:city-population:20240320
IT VZH,Q42825,Wikidata,OEF:WD:city-population:20240320
IT SAB,Q43014,Wikidata,OEF:WD:city-population:20240320
IT SGE,Q42902,Wikidata,OEF:WD:city-population:20240320
IT RHO,Q42784,Wikidata,OEF:WD:city-population:20240320
KR YOS,Q42125,Wikidata,OEF:WD:city-population:20240320
IT BVA,Q46200,Wikidata,OEF:WD:city-population:20240320
IT CSB,Q46290,Wikidata,OEF:WD:city-population:20240320
IT FOZ,Q46304,Wikidata,OEF:WD:city-population:20240320
IT GRM,Q46634,Wikidata,OEF:WD:city-population:20240320
IT AZZ,Q46282,Wikidata,OEF:WD:city-population:20240320
IT INA,Q46860,Wikidata,OEF:WD:city-population:20240320
IT FXO,Q46958,Wikidata,OEF:WD:city-population:20240320
IT CGP,Q47036,Wikidata,OEF:WD:city-population:20240320
IT LON,Q47010,Wikidata,OEF:WD:city-population:20240320
IT LDV,Q47422,Wikidata,OEF:WD:city-population:20240320
IT ESE,Q47498,Wikidata,OEF:WD:city-population:20240320
IT DGO,Q47609,Wikidata,OEF:WD:city-population:20240320
CA TRR,Q44012,Wikidata,OEF:WD:city-population:20240320
DE AAH,Q1017,Wikidata,OEF:WD:city-population:20240320
IT ZKG,Q46189,Wikidata,OEF:WD:city-population:20240320
IT ROZ,Q46277,Wikidata,OEF:WD:city-population:20240320
IT TGN,Q46235,Wikidata,OEF:WD:city-population:20240320
IT ZBH,Q46562,Wikidata,OEF:WD:city-population:20240320
IT ZSN,Q46718,Wikidata,OEF:WD:city-population:20240320
IT VAZ,Q46631,Wikidata,OEF:WD:city-population:20240320
IT SOS,Q46931,Wikidata,OEF:WD:city-population:20240320
IT MGI,Q46799,Wikidata,OEF:WD:city-population:20240320
IT SRB,Q47145,Wikidata,OEF:WD:city-population:20240320
IT NOE,Q47236,Wikidata,OEF:WD:city-population:20240320
IT SEA,Q47046,Wikidata,OEF:WD:city-population:20240320
IT RFC,Q47362,Wikidata,OEF:WD:city-population:20240320
IT PSI,Q47419,Wikidata,OEF:WD:city-population:20240320
IT UUC,Q47354,Wikidata,OEF:WD:city-population:20240320
IT TRO,Q47238,Wikidata,OEF:WD:city-population:20240320
IT PMB,Q47402,Wikidata,OEF:WD:city-population:20240320
IT SXD,Q47215,Wikidata,OEF:WD:city-population:20240320
IT OVE,Q47661,Wikidata,OEF:WD:city-population:20240320
IT VLV,Q47428,Wikidata,OEF:WD:city-population:20240320
IT PVG,Q47733,Wikidata,OEF:WD:city-population:20240320
IT ZNE,Q47658,Wikidata,OEF:WD:city-population:20240320
IT ZHY,Q47868,Wikidata,OEF:WD:city-population:20240320
IT ONC,Q47862,Wikidata,OEF:WD:city-population:20240320
IT NOR,Q47745,Wikidata,OEF:WD:city-population:20240320
IT SGL,Q47853,Wikidata,OEF:WD:city-population:20240320
IT MIA,Q48144,Wikidata,OEF:WD:city-population:20240320
US DUR,Q49229,Wikidata,OEF:WD:city-population:20240320
US LOE,Q49162,Wikidata,OEF:WD:city-population:20240320
US UFG,Q49222,Wikidata,OEF:WD:city-population:20240320
JP GIF,Q45798,Wikidata,OEF:WD:city-population:20240320
IT ZPG,Q105367,Wikidata,OEF:WD:city-population:20240320
IT FBC,Q111195,Wikidata,OEF:WD:city-population:20240320
IT CVI,Q111169,Wikidata,OEF:WD:city-population:20240320
