emissions_id,actor_id,year,total_emissions,datasource_id
EIA:US-AK:1970,US-AK,1970,11348909,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1971,US-AK,1971,12636422,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1972,US-AK,1972,13420588,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1973,US-AK,1973,12490564,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1974,US-AK,1974,12779109,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1975,US-AK,1975,14524476,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1976,US-AK,1976,15969357,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1977,US-AK,1977,17950301,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1978,US-AK,1978,19482874,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1979,US-AK,1979,17473269,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1980,US-AK,1980,17382719,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1981,US-AK,1981,17044339,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1982,US-AK,1982,23916105,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1983,US-AK,1983,25921467,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1984,US-AK,1984,28630906,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1985,US-AK,1985,28984220,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1986,US-AK,1986,31397269,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1987,US-AK,1987,29749660,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1988,US-AK,1988,30230217,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1989,US-AK,1989,33303295,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1990,US-AK,1990,33928237,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1991,US-AK,1991,34450250,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1992,US-AK,1992,35822717,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1993,US-AK,1993,35684884,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1994,US-AK,1994,35545520,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1995,US-AK,1995,40038119,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1996,US-AK,1996,41115701,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1997,US-AK,1997,41226671,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1998,US-AK,1998,42241037,EIA:state_energy_co2_emissions:2023
EIA:US-AK:1999,US-AK,1999,42863388,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2000,US-AK,2000,43579298,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2001,US-AK,2001,42552854,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2002,US-AK,2002,42735736,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2003,US-AK,2003,42895486,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2004,US-AK,2004,46202564,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2005,US-AK,2005,47490383,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2006,US-AK,2006,45422102,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2007,US-AK,2007,43653346,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2008,US-AK,2008,39079025,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2009,US-AK,2009,37286706,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2010,US-AK,2010,37137255,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2011,US-AK,2011,37085337,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2012,US-AK,2012,36155344,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2013,US-AK,2013,34049264,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2014,US-AK,2014,33919437,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2015,US-AK,2015,35027902,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2016,US-AK,2016,33405683,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2017,US-AK,2017,33731094,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2018,US-AK,2018,34515444,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2019,US-AK,2019,34276830,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2020,US-AK,2020,35977743,EIA:state_energy_co2_emissions:2023
EIA:US-AK:2021,US-AK,2021,38872526,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1970,US-AL,1970,102646851,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1971,US-AL,1971,98461114,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1972,US-AL,1972,104932503,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1973,US-AL,1973,109563135,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1974,US-AL,1974,108777542,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1975,US-AL,1975,107779346,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1976,US-AL,1976,108089154,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1977,US-AL,1977,111683851,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1978,US-AL,1978,106629516,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1979,US-AL,1979,111552209,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1980,US-AL,1980,107147223,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1981,US-AL,1981,103751059,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1982,US-AL,1982,90927271,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1983,US-AL,1983,89913992,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1984,US-AL,1984,95325634,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1985,US-AL,1985,101632199,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1986,US-AL,1986,101680109,EIA:state_energy_co2_emissions:2023
EIA:US-AL:1987,US-AL,1987,103675810,EIA:state_energy_co2_emissions:2023
