datasource_id,name,publisher,published,URL
CDP_full_states_regions:2020,2020 Full States and Regions Dataset,CDP,2021-07-15,https://data.cdp.net/Governance/2020-Full-States-and-Regions-Dataset/d4kx-9jfn
