datasource_id,tag_id
esosedi:3166:2.3.10,geo
esosedi:3166:2.3.10,id
esosedi:3166:2.3.10,name
esosedi:3166:2.3.10,geonames
esosedi:3166:2.3.10,CC-BY-4.0
esosedi:3166:2.3.10,MIT
esosedi:3166:2.3.10,extract
esosedi:3166:2.3.10,evanp
