"actor_id","identifier","namespace","datasource_id"
"SZ","748","ISO-3166-1 numeric","ISO 3166-1:2020"
"ET","231","ISO-3166-1 numeric","ISO 3166-1:2020"
"FK","238","ISO-3166-1 numeric","ISO 3166-1:2020"
"FO","234","ISO-3166-1 numeric","ISO 3166-1:2020"
"FJ","242","ISO-3166-1 numeric","ISO 3166-1:2020"
"FI","246","ISO-3166-1 numeric","ISO 3166-1:2020"
"FR","250","ISO-3166-1 numeric","ISO 3166-1:2020"
"GF","254","ISO-3166-1 numeric","ISO 3166-1:2020"
"PF","258","ISO-3166-1 numeric","ISO 3166-1:2020"
"TF","260","ISO-3166-1 numeric","ISO 3166-1:2020"
"GA","266","ISO-3166-1 numeric","ISO 3166-1:2020"
"GM","270","ISO-3166-1 numeric","ISO 3166-1:2020"
"GE","268","ISO-3166-1 numeric","ISO 3166-1:2020"
"DE","276","ISO-3166-1 numeric","ISO 3166-1:2020"
"GH","288","ISO-3166-1 numeric","ISO 3166-1:2020"
"GI","292","ISO-3166-1 numeric","ISO 3166-1:2020"
"GR","300","ISO-3166-1 numeric","ISO 3166-1:2020"
"GL","304","ISO-3166-1 numeric","ISO 3166-1:2020"
"GD","308","ISO-3166-1 numeric","ISO 3166-1:2020"
"GP","312","ISO-3166-1 numeric","ISO 3166-1:2020"
"GU","316","ISO-3166-1 numeric","ISO 3166-1:2020"
"GT","320","ISO-3166-1 numeric","ISO 3166-1:2020"
"GG","831","ISO-3166-1 numeric","ISO 3166-1:2020"
"GN","324","ISO-3166-1 numeric","ISO 3166-1:2020"
"GW","624","ISO-3166-1 numeric","ISO 3166-1:2020"
"GY","328","ISO-3166-1 numeric","ISO 3166-1:2020"
"HT","332","ISO-3166-1 numeric","ISO 3166-1:2020"
"HM","334","ISO-3166-1 numeric","ISO 3166-1:2020"
"VA","336","ISO-3166-1 numeric","ISO 3166-1:2020"
"HN","340","ISO-3166-1 numeric","ISO 3166-1:2020"
"HK","344","ISO-3166-1 numeric","ISO 3166-1:2020"
"HU","348","ISO-3166-1 numeric","ISO 3166-1:2020"
"IS","352","ISO-3166-1 numeric","ISO 3166-1:2020"
"IN","356","ISO-3166-1 numeric","ISO 3166-1:2020"
"ID","360","ISO-3166-1 numeric","ISO 3166-1:2020"
"IR","364","ISO-3166-1 numeric","ISO 3166-1:2020"
"IQ","368","ISO-3166-1 numeric","ISO 3166-1:2020"
"IE","372","ISO-3166-1 numeric","ISO 3166-1:2020"
"IM","833","ISO-3166-1 numeric","ISO 3166-1:2020"
"IL","376","ISO-3166-1 numeric","ISO 3166-1:2020"
"IT","380","ISO-3166-1 numeric","ISO 3166-1:2020"
"JM","388","ISO-3166-1 numeric","ISO 3166-1:2020"
"JP","392","ISO-3166-1 numeric","ISO 3166-1:2020"
"JE","832","ISO-3166-1 numeric","ISO 3166-1:2020"
"JO","400","ISO-3166-1 numeric","ISO 3166-1:2020"
"KZ","398","ISO-3166-1 numeric","ISO 3166-1:2020"
"KE","404","ISO-3166-1 numeric","ISO 3166-1:2020"
"KI","296","ISO-3166-1 numeric","ISO 3166-1:2020"
"KP","408","ISO-3166-1 numeric","ISO 3166-1:2020"
"KR","410","ISO-3166-1 numeric","ISO 3166-1:2020"
"KW","414","ISO-3166-1 numeric","ISO 3166-1:2020"
