datasource_id,name,publisher,published,URL,citation
minx_etal_2021:v6,"A comprehensive and synthetic dataset for global, regional and national greenhouse gas emissions by sector 1970-2018 with an extension to 2019",Minx et al. (2021),2022-04-25,https://doi.org/10.5281/zenodo.6483002,"Minx, J., et al. (2022). A comprehensive and synthetic dataset for global, regional and national greenhouse gas emissions by sector 1970-2018 with an extension to 2019 [Data set]. Zenodo. doi:10.5281/zenodo.6483002"
