target_id,actor_id,target_type,baseline_year,target_year,target_value,target_unit,URL,datasource_id
C2ES:US-CA:2020,US-CA,Absolute emissions reduction,1990,2020,0,percent,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=200520060AB32,C2ES:US_GHG_targets
C2ES:US-CA:2030,US-CA,Absolute emissions reduction,1990,2030,40,percent,https://www.ca.gov/archive/gov39/wp-content/uploads/2018/09/9.10.18-Executive-Order.pdf,C2ES:US_GHG_targets
C2ES:US-CA:2050,US-CA,Absolute emissions reduction,1990,2050,80,percent,https://www.ca.gov/archive/gov39/wp-content/uploads/2018/09/9.10.18-Executive-Order.pdf,C2ES:US_GHG_targets
C2ES:US-CO:2025,US-CO,Absolute emissions reduction,2005,2025,26,percent,https://leg.colorado.gov/sites/default/files/2019a_1261_signed.pdf,C2ES:US_GHG_targets
C2ES:US-CO:2030,US-CO,Absolute emissions reduction,2005,2030,50,percent,https://leg.colorado.gov/sites/default/files/2019a_1261_signed.pdf,C2ES:US_GHG_targets
C2ES:US-CO:2050,US-CO,Absolute emissions reduction,2005,2050,90,percent,https://leg.colorado.gov/sites/default/files/2019a_1261_signed.pdf,C2ES:US_GHG_targets
C2ES:US-CT:2030,US-CT,Absolute emissions reduction,2001,2030,45,percent,https://www.cga.ct.gov/2018/act/pa/pdf/2018PA-00082-R00SB-00007-PA.pdf,C2ES:US_GHG_targets
C2ES:US-CT:2050,US-CT,Absolute emissions reduction,2001,2050,80,percent,https://www.cga.ct.gov/2018/act/pa/pdf/2018PA-00082-R00SB-00007-PA.pdf,C2ES:US_GHG_targets
C2ES:US-DE:2025,US-DE,Absolute emissions reduction,2005,2025,26,percent,https://documents.dnrec.delaware.gov/energy/Documents/Climate/Plan/Delaware-Climate-Action-Plan-2021.pdf,C2ES:US_GHG_targets
C2ES:US-HI:2030,US-HI,Absolute emissions reduction,2005,2030,50,percent,https://trackbill.com/bill/hawaii-governor-message-1340-act-238/2266076/,C2ES:US_GHG_targets
C2ES:US-IL:2030,US-IL,Absolute emissions reduction,2005,2030,26,percent,https://www2.illinois.gov/epa/topics/climate/Pages/default.aspx,C2ES:US_GHG_targets
C2ES:US-LA:2025,US-LA,Absolute emissions reduction,2005,2025,26,percent,https://gov.louisiana.gov/assets/ExecutiveOrders/2020/JBE-2020-18-Climate-Initiatives-Task-Force.pdf,C2ES:US_GHG_targets
C2ES:US-LA:2030,US-LA,Absolute emissions reduction,2005,2030,40,percent,https://gov.louisiana.gov/assets/ExecutiveOrders/2020/JBE-2020-18-Climate-Initiatives-Task-Force.pdf,C2ES:US_GHG_targets
C2ES:US-LA:2050,US-LA,Absolute emissions reduction,2005,2050,100,percent,https://gov.louisiana.gov/assets/ExecutiveOrders/2020/JBE-2020-18-Climate-Initiatives-Task-Force.pdf,C2ES:US_GHG_targets
C2ES:US-MA:2025,US-MA,Absolute emissions reduction,1990,2025,33,percent,https://www.mass.gov/doc/2025-and-2030-ghg-emissions-limit-letter-of-determination/download,C2ES:US_GHG_targets
C2ES:US-MA:2030,US-MA,Absolute emissions reduction,1990,2030,50,percent,https://www.mass.gov/doc/2025-and-2030-ghg-emissions-limit-letter-of-determination/download,C2ES:US_GHG_targets
C2ES:US-MD:2031,US-MD,Absolute emissions reduction,2006,2031,60,percent,https://www.gfrlaw.com/what-we-do/insights/climate-solutions-now-act-2022,C2ES:US_GHG_targets
C2ES:US-MD:2045,US-MD,Absolute emissions reduction,2006,2045,100,percent,https://www.gfrlaw.com/what-we-do/insights/climate-solutions-now-act-2022,C2ES:US_GHG_targets
C2ES:US-ME:2030,US-ME,Absolute emissions reduction,1990,2030,45,percent,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%209-23-2019_0.pdf,C2ES:US_GHG_targets
C2ES:US-ME:2050,US-ME,Absolute emissions reduction,1990,2050,80,percent,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Executive%20Order%209-23-2019_0.pdf,C2ES:US_GHG_targets
C2ES:US-MI:2025,US-MI,Absolute emissions reduction,2005,2025,28,percent,https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Offices/OCE/MI-Healthy-Climate-Plan.pdf?rev=d13f4adc2b1d45909bd708cafccbfffa,C2ES:US_GHG_targets
C2ES:US-MI:2030,US-MI,Absolute emissions reduction,2005,2030,52,percent,https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Offices/OCE/MI-Healthy-Climate-Plan.pdf?rev=d13f4adc2b1d45909bd708cafccbfffa,C2ES:US_GHG_targets
