datasource_id,name,publisher,published,URL,citation
CEADS:guan_etal_2021:china,China national CO2 emission inventory (by IPCC Sectoral Emissions),CEADs,2021-10-21,https://ceads.net/data/nation/,"Guan. (2021). Assessment to China's Recent Emission Pattern Shifts, Earth's Future, 9(11), e2021EF002241. doi:10.1029/2021EF002241"
