emissions_id,actor_id,year,total_emissions,datasource_id
huo_et_al_2022:CN BJS:2020,CN BJS,2020,77054292,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN BJS:2021,CN BJS,2021,76933977,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN BIN:2020,CN BIN,2020,180526628,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN BIN:2021,CN BIN,2021,231630556,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN CGC:2020,CN CGC,2020,46022260,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN CGC:2021,CN CGC,2021,46858897,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN CSH:2020,CN CSH,2020,32334206,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN CSH:2021,CN CSH,2021,33453743,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN CDU:2020,CN CDU,2020,51027395,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN CDU:2021,CN CDU,2021,51088023,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN CQI:2020,CN CQI,2020,149932791,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN CQI:2021,CN CQI,2021,155998297,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN DAL:2020,CN DAL,2020,103674909,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN DAL:2021,CN DAL,2021,108242572,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN DGG:2020,CN DGG,2020,34966714,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN DGG:2021,CN DGG,2021,37429992,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN FOS:2020,CN FOS,2020,39730176,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN FOS:2021,CN FOS,2021,41557347,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN FZH:2020,CN FZH,2020,61475654,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN FZH:2021,CN FZH,2021,66051912,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN GGZ:2020,CN GGZ,2020,53257189,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN GGZ:2021,CN GGZ,2021,55070888,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN GYA:2020,CN GYA,2020,32316620,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN GYA:2021,CN GYA,2021,33165903,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HKO:2020,CN HKO,2020,4617080,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HKO:2021,CN HKO,2021,4792748,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HDS:2020,CN HDS,2020,122135329,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HDS:2021,CN HDS,2021,117149682,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HAZ:2020,CN HAZ,2020,40085743,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HAZ:2021,CN HAZ,2021,42094396,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HRN:2020,CN HRN,2020,66539137,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HRN:2021,CN HRN,2021,66682458,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HFI:2020,CN HFI,2020,38236761,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN HFI:2021,CN HFI,2021,41239059,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN JNA:2020,CN JNA,2020,43895596,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN JNA:2021,CN JNA,2021,54049255,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN KNM:2020,CN KNM,2020,94392148,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN KNM:2021,CN KNM,2021,92512685,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN LAZ:2020,CN LAZ,2020,64309716,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN LAZ:2021,CN LAZ,2021,66105522,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN LYI:2020,CN LYI,2020,64327819,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN LYI:2021,CN LYI,2021,68976607,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN NCH:2020,CN NCH,2020,25136724,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN NCH:2021,CN NCH,2021,27254288,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN NJI:2020,CN NJI,2020,171609160,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN NJI:2021,CN NJI,2021,177696203,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN NIN:2020,CN NIN,2020,18703701,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN NIN:2021,CN NIN,2021,21330542,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN NBO:2020,CN NBO,2020,92919713,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN NBO:2021,CN NBO,2021,99245290,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN QIN:2020,CN QIN,2020,55011467,huo_etal_2022:CMCC:v2
huo_et_al_2022:CN QIN:2021,CN QIN,2021,60454213,huo_etal_2022:CMCC:v2
