datasource_id,name,publisher,published,URL
ECCC:GHGRP_facilities:2022-04-14,ECCC GreenHouse Gas Reporting Program facility emissions,ECCC,2022-04-14,https://indicators-map.canada.ca/App/CESI_ICDE?keys=AirEmissions_GHG&GoCTemplateCulture=en-CA
