datasource_id,name,publisher,published,URL,citation
NAEI:DA_GHGI_1990_2021:v3.1,Devolved Administration GHG Inventory 1990-2021,NAEI,2023-06-20,https://naei.beis.gov.uk/reports/reports?report_id=1110,"NAEI. (2023). Greenhouse Gas Inventories for England, Scotland, Wales & Northern Ireland: 1990-2021. National Atmospheric Emissions Inventory, https://naei.beis.gov.uk/reports/reports?report_id=1110"
