datasource_id,name,publisher,published,URL,citation
CEADS:shan_etal_2022:china_cities,The Emission Inventories for 290 Chinese Cities from 1997 to 2019,CEADs,2022-09-30,https://ceads.net/data/city/,"Shan et al. (2022). City-level emission peak and drivers in China. Science Bulletin, 67(18), 1910-1920. doi:10.1016/j.scib.2022.08.024"
