actor_id,identifier,namespace,datasource_id
US-IL,Q1204,Wikidata,OEF:WD:subnational-population:20240322
IN-TR,Q1363,Wikidata,OEF:WD:subnational-population:20240322
MX-CMX,Q1489,Wikidata,OEF:WD:subnational-population:20240322
CA-NL,Q2003,Wikidata,OEF:WD:subnational-population:20240322
RU-MUR,Q1759,Wikidata,OEF:WD:subnational-population:20240322
RU-KGD,Q1749,Wikidata,OEF:WD:subnational-population:20240322
ID-BB,Q1866,Wikidata,OEF:WD:subnational-population:20240322
US-NM,Q1522,Wikidata,OEF:WD:subnational-population:20240322
ID-BE,Q1890,Wikidata,OEF:WD:subnational-population:20240322
US-MS,Q1494,Wikidata,OEF:WD:subnational-population:20240322
US-PR,Q1183,Wikidata,OEF:WD:subnational-population:20240322
NL-ZH,Q694,Wikidata,OEF:WD:subnational-population:20240322
NO-03,Q585,Wikidata,OEF:WD:subnational-population:20240322
IT-VE,Q641,Wikidata,OEF:WD:subnational-population:20240322
DE-SL,Q1201,Wikidata,OEF:WD:subnational-population:20240322
NL-LI,Q1093,Wikidata,OEF:WD:subnational-population:20240322
US-MA,Q771,Wikidata,OEF:WD:subnational-population:20240322
IT-AQ,Q16189,Wikidata,OEF:WD:subnational-population:20240322
IT-TE,Q16284,Wikidata,OEF:WD:subnational-population:20240322
IT-CR,Q16163,Wikidata,OEF:WD:subnational-population:20240322
IT-RC,Q16253,Wikidata,OEF:WD:subnational-population:20240322
IT-UD,Q16294,Wikidata,OEF:WD:subnational-population:20240322
SI-040,Q12042076,Wikidata,OEF:WD:subnational-population:20240322
IT-PG,Q16240,Wikidata,OEF:WD:subnational-population:20240322
IT-MB,Q16210,Wikidata,OEF:WD:subnational-population:20240322
IT-VA,Q16299,Wikidata,OEF:WD:subnational-population:20240322
YE-SA,Q116997223,Wikidata,OEF:WD:subnational-population:20240322
CN-ZJ,Q16967,Wikidata,OEF:WD:subnational-population:20240322
GB-ESS,Q23240,Wikidata,OEF:WD:subnational-population:20240322
EG-SHG,Q30669,Wikidata,OEF:WD:subnational-population:20240322
EG-MN,Q30675,Wikidata,OEF:WD:subnational-population:20240322
SI-146,Q15932,Wikidata,OEF:WD:subnational-population:20240322
KR-41,Q20937,Wikidata,OEF:WD:subnational-population:20240322
UY-TA,Q16587,Wikidata,OEF:WD:subnational-population:20240322
UY-SA,Q16595,Wikidata,OEF:WD:subnational-population:20240322
UY-CO,Q16580,Wikidata,OEF:WD:subnational-population:20240322
GE-GU,Q19038,Wikidata,OEF:WD:subnational-population:20240322
GB-CMA,Q23066,Wikidata,OEF:WD:subnational-population:20240322
GB-OXF,Q23169,Wikidata,OEF:WD:subnational-population:20240322
GB-LIN,Q23090,Wikidata,OEF:WD:subnational-population:20240322
MT-60,Q23800,Wikidata,OEF:WD:subnational-population:20240322
AD-05,Q24272,Wikidata,OEF:WD:subnational-population:20240322
AD-08,Q24286,Wikidata,OEF:WD:subnational-population:20240322
CO-SAP,Q26855,Wikidata,OEF:WD:subnational-population:20240322
VN-24,Q23533,Wikidata,OEF:WD:subnational-population:20240322
IN-PB,Q22424,Wikidata,OEF:WD:subnational-population:20240322
BJ-LI,Q29158,Wikidata,OEF:WD:subnational-population:20240322
