datasource_id,name,publisher,published,URL,citation
PRIMAP:10.5281/zenodo.10006301:v2.5,PRIMAP-hist CR v2.5,PRIMAP,2023-10-15,https://doi.org/10.5281/zenodo.10006301,"Gütschow, J., & Pflüger, M. (2023): The PRIMAP-hist national historical emissions time series v2.5 (1750-2022). zenodo. doi:10.5281/zenodo.10006301"
