actor_id,population,year,datasource_id
BR MNX,53914,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MRX,15529,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MAS,61204,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NAA,20136,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NON,27062,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NAO,15761,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NVP,23818,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PIN,96372,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PNY,19373,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PFU,30668,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR RPV,24936,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SIR,14164,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SIC,28211,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SCA,51795,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SPV,32967,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SSB,11670,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SIV,11559,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TBT,66764,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TPW,19599,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TFF,73669,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TNS,19247,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR UAN,14431,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR URR,18631,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR URT,23945,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AJI,13927,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AAL,21096,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BVB,413486,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BFM,13923,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR KTA,18682,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CCY,20957,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CEB,10656,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR YCA,10023,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MJI,18095,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NMA,13986,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PCM,19305,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR RAS,32647,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SJZ,8858,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR UIZ,7315,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR UIT,13751,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ATB,158188,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AFD,6136,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AAR,59023,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AFU,37765,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ANE,18080,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ALT,69377,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AMM,34280,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ATM,126279,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AJS,28011,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ANA,478778,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ANU,31850,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ACO,44573,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ADP,23774,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AVO,18290,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BAE,31892,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BAO,51641,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BAK,4031,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BCA,126650,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BEL,1303403,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BER,18099,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BVI,63567,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BJT,18005,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BOI,12622,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BNC,123082,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BAN,24718,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BDU,6783,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BBN,45712,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BVS,106968,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BJU,24383,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CPR,19630,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CHI,23981,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CMA,134184,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CDC,77079,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CPM,70394,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CPC,56506,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CAS,192256,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CHE,20757,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR KLR,12868,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CGA,44617,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CIP,26881,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CWN,14036,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CWR,19950,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CRH,33903,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR RUA,14117,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CUU,41262,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR DEU,58484,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR EDC,28192,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR FAO,8728,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR FAA,17898,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR GDN,24703,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR GOP,26362,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR GRP,31786,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR IAC,35797,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR IEI,64831,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR INP,10325,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR IXP,30329,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR YRA,30955,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ITB,123314,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR IIN,49754,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR JCR,24042,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR JCD,37707,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR JUR,50881,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR LDA,29569,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MRO,34353,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MBR,8115,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MAB,266533,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MAN,25971,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MNM,26573,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MRB,111785,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MEI,27094,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MEC,27881,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MJA,27198,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MOU,84094,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MJC,23501,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MTE,60012,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MUN,45368,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NEP,20478,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NIA,13955,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NTU,12806,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NOV,33638,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR NRO,60732,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR OBI,52229,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ODP,33844,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ORX,68294,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR OUM,17855,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ONO,32467,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PAJ,41097,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PLP,6885,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PGO,105550,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PRS,267836,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PWC,6931,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PXO,8285,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PYC,12832,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PCZ,18668,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PDP,24984,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR POL,62503,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PDM,40597,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PRH,35577,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PRV,10851,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR QUU,11524,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR RDC,85597,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR RMI,18384,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR RPR,53143,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR RRS,35769,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SPS,44772,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SLV,24129,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SNT,21087,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SZR,7445,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SIP,73019,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SZP,20370,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SIE,16548,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SMR,24624,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SAG,32413,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR STM,331942,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR REM,6116,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SNU,27461,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SEL,16666,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SUI,21092,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SCM,30599,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SFG,65418,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SCP,14894,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SEU,24255,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR JPX,4430,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SPI,20689,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SJG,13664,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SGM,52894,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SVS,25643,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SWC,5847,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SEF,22576,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SUE,24204,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TLD,72493,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TET,10400,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TST,18782,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TAC,67585,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TRA,28595,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TAO,15242,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TUA,39550,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TUR,91306,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ULS,37972,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR UUA,43558,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR VGA,50832,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR VIU,58692,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR VDX,15607,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR XIG,52893,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR SVW,4673,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AMX,7943,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PBI,12847,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CLC,10612,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR CUT,4461,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR FGM,6666,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ITL,5599,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR LJI,35114,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MCA,442933,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR MZO,21924,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR OIA,27482,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PGE,17848,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR PWU,3803,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR STN,107618,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR TGO,12945,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR VAJ,11291,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ABD,2576,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AIZ,4497,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ATK,5147,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AAZ,6499,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ALV,8802,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ANN,10325,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AGK,2876,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR DRN,4856,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR RGM,5290,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR RGC,5927,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ACW,8133,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AIN,171301,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AWN,4310,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ANS,31918,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR APQ,5550,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AAI,10287,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ATI,17484,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR AUK,3342,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR ATT,10262,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BDI,7880,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BDD,3407,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BOW,4476,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BLD,4846,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BSY,4229,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BJC,4038,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BRK,1974,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BNR,4725,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR BDT,10307,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
BR HHA,1961,2022,IBGE:agregados-prelimares-por-municipios-br:2024-03-20
