datasource_id,name,publisher,published,URL
IBGE:agregados-prelimares-por-municipios-br:2024-03-20,Aggregated Results by preliminary Enumeration Areas: Population and Housing Units,IBGE,2024-03-20,https://www.ibge.gov.br/en/statistics/social/population/22836-2022-census-3.html?edicao=39826
