LOCODE,wikidata_id,distance
GBMPO,Q2491525,1.0134154891147744
GBBRC,Q45848,0.4920737096026102
GBBCN,Q904472,0.6300626188199902
GBBFD,Q1013528,1.612327301626406
GBBWD,Q909993,
GBBGA,Q187892,0.7585527283198595
GBBRG,Q6497774,1.1425566181704085
GBBNT,Q914000,
GBBRW,Q914015,
GBBRT,Q527391,0.5200899482693142
GBBRP,Q914040,
GBBFE,Q523025,0.560419350581873
GBRIH,Q2734868,0.6820389389469345
GBBGG,Q2058702,0.34114008145098446
GBBRH,Q183296,1.0503432977745273
GBBLS,Q915751,
GBBSH,Q131491,
GBBSG,Q4968696,0.7597216730662374
GBBRS,Q23154,
GBBFY,Q1858117,1.1841830218704998
GBBRX,Q921326,1.4683973854304475
GBBRO,Q4972196,0.0
GBBDT,Q922739,1.8071980824917526
GBBHK,Q2338272,
GBBGV,Q1190876,0.6363916104439821
GBBYD,Q2277559,0.9521284208266833
GBBQY,Q267054,
GBOGH,Q990921,1.4373232988568105
GBBZT,Q990946,1.0362137697096676
GBBYY,Q459773,1.228657180460283
GBBWS,Q730103,
GBBXN,Q19791,2.3369790730835964
GBBXU,Q991350,0.3153021098315169
GBQMV,Q741415,
GBBMW,Q1980175,0.4456477328880568
GBBFG,Q999649,0.43984451465893765
GBBHV,Q1016877,0.6655918085572611
GBBHH,Q2684024,
GBBUC,Q999708,1.368490139076386
GBBUK,Q195955,
GBBCL,Q2019227,0.6197550098907382
GBZAH,Q4983491,1.256320781946756
GBBUD,Q984974,1.181413216056539
GBBUA,Q1001536,1.0621717666320236
GBBUI,Q1003123,
GBBUG,Q1009468,
GBBTO,Q1938551,0.6136793149598503
GBUFD,Q2019274,0.9253439365203803
GBBUL,Q1014934,
GBBUH,Q1013606,0.09182684451879188
GBBMA,Q1247822,
GBBRN,Q209096,
GBBTL,Q1011521,0.8058174401383363
GBBUW,Q649909,
GBBPM,Q5000292,
GBBPT,Q2253279,0.7417426142641896
GBBEM,Q1857589,
GBBUT,Q1883276,
GBBTR,Q1000597,
GBBU2,Q47822,0.7683853409251168
GBBYQ,Q10996,1.2850387810861457
GBBUX,Q971223,
GBCSU,Q609302,3.1877189158735395
GBCNV,Q428829,
GBCAE,Q909119,0.6005380278102932
GBCRW,Q15932056,1.2455049954277309
GBCYS,Q3401109,1.4851351628586977
GBCAI,Q2560214,1.2388103832758564
GBCDT,Q722585,0.8364426216454072
GBCAL,Q1014066,0.6819402094484275
GBCNN,Q2045500,
GBCNE,Q1235307,
GBCAY,Q741400,
GBCMB,Q1774403,
GBCMG,Q350,
GBCBU,Q1018505,1.6403800412263148
GBCMF,Q1026561,0.04394888602410596
GBCBT,Q1012490,2.0517714053478997
GBZAK,Q1792879,3.400058867304024
GBCNK,Q992665,
GBCNB,Q29303,
GBCAN,Q1033978,1.0117027874084437
GBCDF,Q10690,2.5008375773301768
GBCAX,Q192896,
GBCRV,Q2506113,0.7566286527649346
GBCAK,Q1011389,1.8973502894978058
GBCMR,Q835835,1.5636003543721178
GBCNF,Q578024,
GBCNS,Q1012395,0.13218177549107024
GBZAM,Q2462636,0.7139813502903848
GBCSB,Q4776329,0.5772827006013372
GBCAC,Q1235842,
GBCTD,Q1012300,
GBVCL,Q5050325,2.3498321353269676
GBCTF,Q546485,0.4030140984096013
GBCTS,Q5050617,1.0388449717289108
GBCTR,Q1996975,
GBCDD,Q2199102,1.558233406827651
GBCDW,Q1058698,1.2478116987456631
GBCPW,Q3666269,0.5425991627659895
GBCZT,Q117810,
GBCTM,Q729006,
GBCCS,Q2636013,
GBCHA,Q1615894,0.8267189723975696
GBCDL,Q1960322,
GBCDH,Q2597496,1.1321637753029299
GBCLT,Q206988,
GBCHT,Q771986,1.1183710091964083
GBHEY,Q1070428,
GBCSH,Q962767,
GBCHH,Q19790,
GBCEG,Q170263,
GBCES,Q823600,
GBCTE,Q2570025,1.066822253361214
GBCER,Q5093854,
GBCST,Q207639,0.4570378678298202
GBCKR,Q2334880,0.7688519528730186
GBCHI,Q944734,
GBCGF,Q3778007,1.137843154805971
GBCPN,Q775299,
GBCCN,Q767811,
GBCHP,Q1065474,
GBYET,Q2069940,0.5324228990186398
GBCSO,Q666295,0.9040761599783929
GBCIK,Q2316216,1.872914010704753
GBCHR,Q2078535,
GBCCH,Q925424,2.150268113583872
GBCHU,Q1218515,1.597158903431884
GBCMH,Q1218627,0.4669864357701647
GBYUR,Q867120,
GBCIN,Q1242795,1.254351426920222
GBCIR,Q852772,
GBWCI,Q179351,0.38767698546204404
GBCLA,Q1010098,1.303802361644736
GBCLS,Q985833,0.959378326749727
GBCLC,Q2553931,
GBCYO,Q5130147,0.39777524453255586
GBCEM,Q927181,
GBCCK,Q1022447,0.9402015315753469
GBCMM,Q2575384,1.319423791283203
GBQZL,Q670079,1.5280347673347714
GBLVL,Q371507,1.725608262003995
GBCFT,Q2376216,1.1364394436626006
GBCLI,Q1008765,
GBCLY,Q996502,0.05024316650620383
GBCOA,Q955589,0.8311515349326967
GBCOT,Q1018723,0.6240538703970697
GBCKM,Q241684,
GBCCF,Q149680,0.7970226187888418
GBCOG,Q1013398,
GBCB2,Q4378019,1.441731828275843
GBCOL,Q184163,
GBCDS,Q1018874,0.9623473105736595
GBCED,Q747798,
GBCLL,Q1108196,
GBCLN,Q2374484,
GBCLO,Q1113106,1.6705072919269115
GBCON,Q1125738,
GBCNG,Q2008682,
GBCIO,Q2734822,1.5345816561310763
GBCOQ,Q3395452,0.6405687307223655
GBCNT,Q2080364,
GBCBY,Q994925,
GBCRS,Q663095,
GBORW,Q2311675,1.5120966271592047
GBYXL,Q3695060,0.022611055621839356
GBCOS,Q5173908,
GBCTG,Q728638,1.3004398872681424
GBCSD,Q2463831,2.8017055930281662
GBOUP,Q1011681,0.3984856127235295
GBCVT,Q6225,2.2679520772949653
GBCDG,Q2145305,1.5504779462194422
GBCOH,Q1010263,
GBCOW,Q587996,
GBCEY,Q1953777,
GBCRJ,Q1010416,0.7852815104654478
GBCMT,Q918787,
GBCBK,Q2160826,
GBCWY,Q844908,
GBCDI,Q1139440,1.0134342836705998
GBCRE,Q648810,
GBCRK,Q1234905,
GBCCC,Q1139893,0.19980203954112163
GBCKE,Q533456,
GBCFE,Q639666,0.9792166562934941
GBCRN,Q1012390,1.6775603501805403
GBCRR,Q208296,0.2924244605313922
GBZAU,Q1140962,1.7646694167164068
GBCRB,Q1141046,2.286163126322566
GBCWB,Q179259,
GBCWT,Q1833112,0.708380910236124
GBCRO,Q2213391,1.369180843593779
GBCML,Q3404679,1.4807776231072198
GBCQM,Q2341373,0.5549985018192352
GBCUL,Q668275,1.3882932246785382
GBCLD,Q996616,1.1327201264921383
GBCMY,Q1010019,0.3703246304366295
GBCUP,Q1012047,
GBCWM,Q990153,0.4487278094918065
GBDAG,Q1075299,2.047949049690976
GBDIG,Q1011670,
GBDYB,Q1984807,1.52684379911767
GBDLK,Q727520,3.005232029917923
GBET2,Q3997899,1.180306037564598
GBDRS,Q2571235,0.9563773106857256
GBDDE,Q2338601,0.277613473743803
GBDRL,Q213181,1.3245705366049636
GBZBA,Q5224088,0.578297100157877
GBDFD,Q858775,0.6192990529065675
GBDTM,Q1007083,0.3375153805836614
GBZBC,Q1016753,2.9729450439823
GBDWN,Q1166842,
GBDVT,Q2517345,0.8150427227272754
GBDVY,Q641756,
GBDAW,Q2569308,0.3265732755734635
GBWLH,Q1248368,
GBDEX,Q1011096,
GBDBI,Q1186888,0.4316723083879537
GBDNH,Q2342182,2.1149129068770742
GBDNY,Q3778259,0.4611057938699006
GBDEN,Q2023476,1.0089950233117766
GBDXY,Q43475,
GBDER,Q302893,0.4972527047020398
GBDSB,Q1838917,
GBDVZ,Q1026699,
GBDWY,Q525508,2.1571178415135592
GBDID,Q1009242,
GBDIN,Q5278210,1.0007516377618788
GBDIW,Q1011416,1.3642737251884753
GBDRT,Q2296611,
GBDIS,Q1229288,
GBDTH,Q3270518,
GBDLG,Q1235510,
GBDLR,Q1235672,1.3948163145826593
GBDON,Q58900,
GBDNT,Q5297168,
GBDHR,Q503331,
GBDKG,Q540333,
GBDOC,Q1016920,1.4981215643070296
GBDOU,Q1014524,0.7653168349569879
GBDVR,Q179224,
GBDVQ,Q2186876,2.5126445659468204
GBDOW,Q1253266,
GBDRN,Q2499345,
GBDRY,Q305076,0.5475876623021219
GBDDL,Q213832,2.1725959478964496
GBDMY,Q1012028,1.1779196741474074
GBDQF,Q1976179,1.0504822384773027
GBDVO,Q749338,1.409154460769369
GBDBT,Q34779,1.2245835669060012
GBDUM,Q652035,2.139349338502353
GBDBR,Q1002133,0.42405632343602223
GBDUB,Q614314,1.5912333540882047
GBDUN,Q123709,4.013877986853012
GBDFR,Q211950,
GBDNU,Q1020251,1.7195972893258578
GBDUS,Q425611,1.386457046435798
GBDTE,Q919778,
GBDTN,Q2389953,0.7391238835071282
GBDRH,Q179815,
GBDRR,Q640271,
GBDUR,Q681043,
GBDYC,Q2374318,0.6273688277924034
GBDYS,Q2631587,1.0201818354214562
GBELN,Q83726,
GBERB,Q2193132,
GBE5T,Q1612134,1.2795783061881771
GBEEW,Q1748301,0.0
GBERS,Q1010108,0.8503551955867481
GBERW,Q1610452,1.2586944143209997
GBESG,Q2734833,0.3710650127473689
GBENW,Q1277696,0.5430963416925005
GBESQ,Q5327978,0.5207372772602356
GBECW,Q2987335,1.2347248885375486
GBEGD,Q1277887,
GBEKB,Q654226,1.0459267825149292
GBEMO,Q36207513,
GBEBO,Q208262,0.1983821601209065
GBEAT,Q731069,
GBEWO,Q2342582,0.9780703899812115
GBEWD,Q2736112,0.4132058362034958
GBEBB,Q2297559,
GBECS,Q2342197,0.3902643009996833
GBECT,Q5332285,1.5297424370807315
GBEDE,Q947442,
GBEDI,Q23436,0.7718505106297356
GBEDM,Q1997321,2.2387722042941918
GBEGH,Q746681,
GBEGT,Q2486621,2.1303980980904953
GBELG,Q841074,1.1506971849213208
GBEIN,Q23844842,1.4020384047315169
GBEND,Q2265847,0.4420442733670396
GBELM,Q988970,
GBELL,Q1011600,
GBEOL,Q1026799,1.7890741848437295
GBELY,Q209176,
GBEMS,Q1219676,0.3469652944546387
GBENF,Q544939,
GBEPP,Q990775,
GBEPS,Q993164,
GBEPW,Q2409258,0.004318803922038318
GBERD,Q5385291,1.7961806346043936
GBEKI,Q1010175,0.2763137386727109
GBESR,Q637482,
GBETN,Q617407,0.8304429440822021
GBEVE,Q585963,1.3621251762194877
GBEWE,Q963723,
GBEXE,Q134672,2.878461279172359
GBEXM,Q1007093,4.181371220737005
GBEYE,Q777509,
GBEYM,Q1020260,0.6672730054507715
GBFLS,Q2346848,1.7573110647942776
GBFFO,Q662878,
GBFHO,Q237650,0.2610897217424914
GBFKM,Q237650,
GBFKK,Q623687,1.1109202751580403
GBFKL,Q1012069,0.0
GBFAL,Q478029,
GBFHM,Q1017943,
GBFAN,Q663599,
GBFBO,Q547071,
GBFAR,Q643160,
GBFNW,Q1397011,
GBFAV,Q1000115,
GBFWD,Q5438740,1.7280724302599157
GBFZY,Q2199672,
GBFTH,Q2125254,0.22015450432576456
GBFXT,Q1000656,
GBFEN,Q580766,
GBFRD,Q3401144,1.2197997289376692
GBFDN,Q1406936,
GBFRY,Q283382,0.7421183236854053
GBFLY,Q82334,
GBFZO,Q537692,1.416517628038573
GBFIS,Q1018730,1.904608253879762
GBFPS,Q5455126,
GBFET,Q734696,
GBFLE,Q1012507,1.3533384211651875
GBFLI,Q1428848,3.422947143591146
GBFLC,Q2568532,
GBFOL,Q375314,2.1147476931016365
GBFDH,Q5468081,1.611357875484806
GBFGB,Q1234233,
GBFRG,Q1656032,0.7491187045527021
GBFOF,Q996509,0.8747803453715788
GBFRM,Q2569221,1.4582434454613904
GBFRS,Q1010531,0.9584178171664977
GBFWM,Q848909,0.42522714654063226
GBFTR,Q1010212,0.21215507344827372
GBFOY,Q1025790,
GBFRA,Q616587,
GBFRB,Q138873,1.2819116449854557
GBFMY,Q1424548,0.8306764643770647
GBFRI,Q1464942,0.8210375659111735
GBFDS,Q2464851,
GBFME,Q1242441,
GBFBN,Q2334717,
GBFUW,Q22676642,1.7254271709052758
GBGAI,Q288082,
GBGAH,Q1016925,2.2928278728049136
GBGLT,Q3997296,4.265182721133413e-08
GBGSN,Q3997296,4.265182721133413e-08
GBGRF,Q2559795,1.0124590063460182
GBGTA,Q1494566,
GBCSN,Q5524303,2.0063733360418063
GBGTN,Q5524303,2.0063733360418063
GBGHA,Q24691714,0.5633803443252603
GBGHF,Q996643,0.003716874423468995
GBGAT,Q216372,2.140860710337527
GBGGR,Q3401140,1.858056239514103
GBGRC,Q1854684,
GBGFF,Q1016935,0.4894855652185554
GBGLL,Q1234847,
GBGIL,Q610238,0.46006710473326967
GBGSS,Q5562413,1.4128966200582198
GBGIR,Q1011787,0.8614092686730431
GBGLW,Q4093,3.0927513374458524
GBGLK,Q5567161,1.6414310111058759
GBGRY,Q210891,
GBGLS,Q943351,
GBGSP,Q383912,
GBGLO,Q170497,
GBGOD,Q909146,
GBGDM,Q1533868,
GBGOL,Q1615957,1.084678385525574
GBGOI,Q1770495,0.682403477259345
GBGOO,Q1000740,1.9492118262753924
GBGBS,Q2379299,
GBGRL,Q369657,1.10684371089859
GBGOQ,Q2741540,1.1362705076345527
GBGFH,Q2388452,0.8783453567264081
GBGOS,Q936263,
GBGUR,Q2469984,0.8329773335857429
GBGRG,Q617845,1.325081452904756
GBGSD,Q1477163,1.2286337064658648
GBGWN,Q3463911,0.5368283940453129
GBGTM,Q846683,
GBGOY,Q1010396,1.4851745759749038
GBGZT,Q2339724,1.07452579099743
GBGVS,Q676689,
GBGYS,Q991532,
GBGBK,Q948813,
GBGB9,Q2614059,3.023607099043742
GBGRD,Q2560256,
GBGRH,Q2305059,
GBGML,Q1004173,1.1766683533919362
GBGTO,Q1242349,0.715095080193267
GBGTY,Q237253,
GBGFR,Q83475,2.5199817904401574
GBGEE,Q1011691,4.1916816807584576e-08
GBGRK,Q217831,2.127946049855177
GBGNW,Q179385,1.4834309981596108
GBGNS,Q2208149,1.5056463239201097
GBGRT,Q2282115,0.7316718529484673
GBGPE,Q96079660,1.568168796866859
GBGDD,Q213465,
GBGSB,Q952490,6.068355202839692
GBGUI,Q2342139,1.1630102746559465
GBHAD,Q2281658,2.742172364160942
GBFED,Q1612071,1.134762232925611
GBHDI,Q2346831,2.338508145248019
GBHDL,Q1013608,
GBHDY,Q5637957,0.4722423945904091
GBHAI,Q1017052,
GBHSN,Q612260,0.06620479110802793
GBHSW,Q1570884,
GBHLW,Q2198178,1.7262807015562944
GBHFX,Q826561,1.2636152064381518
GBHTD,Q2282928,
GBHWS,Q748591,
GBHMT,Q4131,1.2042030059259217
GBHMS,Q25610,0.7694299094112514
GBHMP,Q766353,0.5933714333533904
GBHBW,Q5647672,1.7785421336015605
GBHND,Q5478784,
GBHNL,Q1575653,
GBHAC,Q1024935,0.7854770035884584
GBHRD,Q146335,1.0600535428351163
GBHAS,Q2933556,1.134403493320442
GBHRL,Q852729,
GBHRR,Q942084,1.6504186047408906
GBHRT,Q215829,
GBHRO,Q54961,2.061137895941992
GBHAU,Q5674317,1.099248265290041
GBHTP,Q215752,5.679399899860885e-08
GBHRW,Q990616,
GBHSL,Q2449644,
GBHDN,Q2361633,
GBHTG,Q29245,
GBHTE,Q3633577,0.5404717134653665
GBHAT,Q19788,
GBHTI,Q523265,0.6551624433457771
GBHAV,Q1234712,
GBHVR,Q990103,0.22803776374091744
GBHAL,Q262092,
GBHWE,Q2225538,
GBHWC,Q407183,0.9612644484942714
GBHKH,Q5685299,1.713246753597145
GBYOH,Q2244488,0.5512677643575726
GBYMS,Q5685844,1.4799446325889476
GBHMI,Q678138,1.4461149159168223
GBHAY,Q1010221,
GBXHW,Q174734,6.538483014841642
GBHAH,Q920646,
GBHZG,Q18636,0.9381804402726607
GBHDG,Q3090863,1.8633068448123162
GBHNR,Q1981105,
GBHF5,Q2258479,2.273717141713162
GBHEB,Q984308,0.6228052221179158
GBHBG,Q1023948,1.0240374324925496
GBHEK,Q768654,0.9172041994955744
GBHGE,Q2972103,0.45523544631564516
GBHXX,Q2569160,1.021586033852636
GBHLN,Q1007088,0.7863469574623015
GBEML,Q2073801,0.8892379124991339
GBHYJ,Q1012535,
GBHHE,Q3532,
GBHEH,Q2556975,1.1129762671664274
GBHDO,Q149787,
GBHIA,Q2734845,
GBHEN,Q990253,0.3642291378772279
GBHAF,Q204720,0.7119018689689464
GBHRN,Q929286,
GBHEF,Q9681,
GBHYB,Q674669,1.2630720575961227
GBHXH,Q947400,
GBHYR,Q2130001,2.874740302261058
GBHYM,Q1617039,
GBHYW,Q1013970,0.7579011331525718
GBHWY,Q64116,
GBHGF,Q2324875,
GBHIG,Q684317,
GBHCF,Q1240972,1.2618413442350278
GBHGO,Q684452,1.6116868343962754
GBHLB,Q3135680,1.875163777800756
GBHZA,Q5764364,
GBHIL,Q1020362,
GBHIY,Q3785707,1.1872989516448922
GBHGM,Q2568918,0.47226921005088335
GBHCN,Q19798,
GBHCY,Q2486218,
GBHON,Q1477061,
GBHOL,Q1612253,
GBHRH,Q117075357,0.53649784692648
GBHOI,Q15224544,2.7847034074252655
GBHFI,Q100318244,0.6062092840497204
GBHLR,Q2469027,2.601972882801234
GBHWO,Q1234271,0.003708158812742207
GBHLT,Q691558,0.44861495358886294
GBHLY,Q257446,
GBHWL,Q3050619,2.0790829572648084
GBOLY,Q1625366,
GBHIN,Q647123,0.46999356138911674
GBHOZ,Q5898181,
GBHRY,Q2280939,
GBHRC,Q1656021,0.771332094134183
GBHRZ,Q1263457,
GBHOY,Q2454407,0.4182879081488094
GBHSF,Q747807,0.6347907568479857
GBHOH,Q177544,
GBHIH,Q1630298,1.1095674315302377
GBHGR,Q2361595,
GBHOU,Q2022317,0.05085538179981528
GBHEV,Q989616,
GBWXD,Q1365059,1.2185868062808358
GBHOJ,Q5921461,2.675222604592764
GBHYL,Q2024069,0.7743960325207712
GBHKL,Q1633759,
GBHDF,Q201812,0.6055639349874105
GBHUF,Q1637841,1.8970278129470646
GBHNT,Q617188,
GBHUD,Q685640,
GBHTL,Q1016931,0.00020012259631143632
GBHYN,Q1639484,1.20638741952622
GBHYD,Q2080165,0.30262220739984586
GBHTH,Q967166,0.5508170761231017
GBTCK,Q373540,
GBIDL,Q15227913,0.7737813445843096
GBILF,Q1018429,0.9919220833346244
GBIKS,Q2061067,
GBILK,Q1020951,0.9915096686703345
GBIMR,Q1247779,
GBIMM,Q1013574,1.5508106305933422
GBIMK,Q3797591,1.3985943499095386
GBITH,Q1010316,0.5996018133010739
GBIVR,Q219530,0.47093274906331845
GBIVB,Q568713,1.4377086988584318
GBIVG,Q1011677,1.3060837382552966
GBINK,Q1010422,2.1268740932968044
GBINV,Q160493,0.5533023867346278
GBIVI,Q1017537,2.4249582352061636
GBIPS,Q184775,
GBIRL,Q2249195,1.504365712883943
GBIIB,Q1847208,
GBIRV,Q1774629,2.1929699883479943
GBISW,Q2432955,0.20629064481583234
GBIVY,Q1018121,0.7016461282365919
GBJAR,Q782155,2.5700200204462926
GBJBG,Q1012401,1.741175688950168
GBJHT,Q2240072,3.711256349442793e-08
GBKSY,Q3814209,0.43184126134447315
GBKEI,Q990168,1.8550446100324485
GBKTH,Q1235112,
GBKLO,Q654945,0.16784566420305827
GBZBN,Q165486,1.8175318178487114
GBKND,Q994575,
GBKLW,Q2281103,
GBKRY,Q6393836,0.003716107626830606
GBKGA,Q3505487,0.5231961555754798
GBKWC,Q1025076,
GBKTR,Q984613,
GBKYS,Q691761,1.7702872184515939
GBKDM,Q844062,0.5789367087672069
GBS3R,Q3395358,0.5673475770515023
GBKBN,Q150214,0.4531247312062801
GBKWR,Q2575452,0.7217106225747887
GBKMK,Q576562,3.438226687793273
GBKLT,Q1010328,1.610501283962947
GBKWG,Q1013827,1.0492576461055796
GBKDE,Q1011221,1.211568146614355
GBKHN,Q1010266,0.42526339816413905
GBKNH,Q3197089,1.794516854954095
GBKLN,Q157341,1.0756022907303326
GBKGN,Q2856469,1.0750874853476322
GBKIB,Q774099,0.7008662988404347
GBKNG,Q1215945,1.0246713412775907
GBKNS,Q61642383,
GBKUT,Q2321706,
GBKWS,Q1008692,1.7854394250954615
GBKGW,Q6413749,2.032323918104828
GBKSW,Q1247835,
GBKGU,Q1016904,0.3712044580530179
GBKNR,Q781885,0.20690058961170898
GBKOR,Q407193,2.165172205063028
GBKKB,Q2469070,0.5373199585643289
GBKKL,Q1573543,
GBKRK,Q1838138,
GBKKD,Q691685,1.2666609018986454
GBKKN,Q1009861,0.41003894636916133
GBKBT,Q1011387,0.24150135667845077
GBKIK,Q1743513,0.2651435046616497
GBKKT,Q2422689,2.2608795320319874
GBKWL,Q208329,0.6260668347311903
GBKRR,Q1011603,0.833433653603881
GBKRT,Q2338783,1.2724225140451046
GBKNA,Q535902,
GBKON,Q2254730,1.183945222788445
GBKNO,Q1777543,1.1748278761787656
GBKSF,Q1470791,
GBLYK,Q659588,1.1110826765637631
GBLAI,Q1612874,
GBLKA,Q21469862,1.047089312487545
