actor_id,identifier,namespace,datasource_id
US BOS,Q100,Wikidata,OEF:WD:city-area:20221105
BR SAO,Q174,Wikidata,OEF:WD:city-area:20221105
IT ROM,Q220,Wikidata,OEF:WD:city-area:20221105
BE BRU,Q239,Wikidata,OEF:WD:city-area:20221105
US NYC,Q60,Wikidata,OEF:WD:city-area:20221105
US WAS,Q61,Wikidata,OEF:WD:city-area:20221105
DE BER,Q64,Wikidata,OEF:WD:city-area:20221105
CH BRN,Q70,Wikidata,OEF:WD:city-area:20221105
CH ZRH,Q72,Wikidata,OEF:WD:city-area:20221105
GB LON,Q84,Wikidata,OEF:WD:city-area:20221105
EG CAI,Q85,Wikidata,OEF:WD:city-area:20221105
EG ALY,Q87,Wikidata,OEF:WD:city-area:20221105
US AXR,Q88,Wikidata,OEF:WD:city-area:20221105
FR PAR,Q90,Wikidata,OEF:WD:city-area:20221105
IT BBI,Q100013,Wikidata,OEF:WD:city-area:20221105
IT BGA,Q100015,Wikidata,OEF:WD:city-area:20221105
IT BPT,Q100018,Wikidata,OEF:WD:city-area:20221105
IT BTG,Q100036,Wikidata,OEF:WD:city-area:20221105
IT BOM,Q100038,Wikidata,OEF:WD:city-area:20221105
IT CGA,Q100039,Wikidata,OEF:WD:city-area:20221105
IT ECM,Q100040,Wikidata,OEF:WD:city-area:20221105
IT RPI,Q100041,Wikidata,OEF:WD:city-area:20221105
IT CFE,Q100043,Wikidata,OEF:WD:city-area:20221105
IT ASR,Q100044,Wikidata,OEF:WD:city-area:20221105
IT COM,Q100045,Wikidata,OEF:WD:city-area:20221105
IT EAZ,Q100046,Wikidata,OEF:WD:city-area:20221105
IT IUL,Q100048,Wikidata,OEF:WD:city-area:20221105
IT FNO,Q100049,Wikidata,OEF:WD:city-area:20221105
IT FIE,Q100050,Wikidata,OEF:WD:city-area:20221105
IT FMD,Q100051,Wikidata,OEF:WD:city-area:20221105
IT FMB,Q100052,Wikidata,OEF:WD:city-area:20221105
IT FMG,Q100055,Wikidata,OEF:WD:city-area:20221105
IT FSN,Q100056,Wikidata,OEF:WD:city-area:20221105
IT GUL,Q100057,Wikidata,OEF:WD:city-area:20221105
IT MAR,Q100060,Wikidata,OEF:WD:city-area:20221105
IT ZOG,Q100061,Wikidata,OEF:WD:city-area:20221105
IT DLL,Q100064,Wikidata,OEF:WD:city-area:20221105
IT MID,Q100065,Wikidata,OEF:WD:city-area:20221105
