datasource_id,name,publisher,published,URL
OEF:WB:subnational-population:20221106,World Bank population ,OEF:WB,2022-11-06,https://github.com/Open-Earth-Foundation/OpenClimate-harmonize/tree/main/source/World-Bank-Population-Subnational
