actor_id,identifier,namespace,datasource_id
2138008J191VLSGY5A09,2138008J191VLSGY5A09,LEI,GLEIF_golden_copy
2138007JNS19JHNA2336,2138007JNS19JHNA2336,LEI,GLEIF_golden_copy
894500ZRIX9K13RHXR17,894500ZRIX9K13RHXR17,LEI,GLEIF_golden_copy
LZ2C6E0W5W7LQMX5ZI37,LZ2C6E0W5W7LQMX5ZI37,LEI,GLEIF_golden_copy
NNROIXVWJ7CPSR27SV97,NNROIXVWJ7CPSR27SV97,LEI,GLEIF_golden_copy
529900FNDVTQJOVVPZ19,529900FNDVTQJOVVPZ19,LEI,GLEIF_golden_copy
213800M993ICXOMBCP87,213800M993ICXOMBCP87,LEI,GLEIF_golden_copy
353800UT0TLROREPIC92,353800UT0TLROREPIC92,LEI,GLEIF_golden_copy
529900YT4O5S0LCXWD54,529900YT4O5S0LCXWD54,LEI,GLEIF_golden_copy
353800JX1R4582QVK932,353800JX1R4582QVK932,LEI,GLEIF_golden_copy
5493008FFSI8SQ74AT93,5493008FFSI8SQ74AT93,LEI,GLEIF_golden_copy
353800D83H0V3ZV1SV24,353800D83H0V3ZV1SV24,LEI,GLEIF_golden_copy
353800KOFMRGOXSJ5Z65,353800KOFMRGOXSJ5Z65,LEI,GLEIF_golden_copy
549300CSY4INHEHQQT13,549300CSY4INHEHQQT13,LEI,GLEIF_golden_copy
353800XGIU2IHQGC9504,353800XGIU2IHQGC9504,LEI,GLEIF_golden_copy
549300H5LSF8DP3RIJ34,549300H5LSF8DP3RIJ34,LEI,GLEIF_golden_copy
353800K1RXV3E3JAE812,353800K1RXV3E3JAE812,LEI,GLEIF_golden_copy
353800H2UB5ZEZRZQC02,353800H2UB5ZEZRZQC02,LEI,GLEIF_golden_copy
CZ72ZHBVKZXQRV3XFE26,CZ72ZHBVKZXQRV3XFE26,LEI,GLEIF_golden_copy
41BNNE1AFPNAZELZ6K07,41BNNE1AFPNAZELZ6K07,LEI,GLEIF_golden_copy
787RXPR0UX0O0XUXPZ81,787RXPR0UX0O0XUXPZ81,LEI,GLEIF_golden_copy
3PPKBHUG1HD6BO7RNR87,3PPKBHUG1HD6BO7RNR87,LEI,GLEIF_golden_copy
