actor_id,name,language,preferred,datasource_id
2138008J191VLSGY5A09,UCB,en,1,GLEIF_golden_copy
2138007JNS19JHNA2336,SGS,en,1,GLEIF_golden_copy
894500ZRIX9K13RHXR17,TE Connectivity,en,1,GLEIF_golden_copy
LZ2C6E0W5W7LQMX5ZI37,HeidelbergCement,en,1,GLEIF_golden_copy
NNROIXVWJ7CPSR27SV97,Brenntag AG,en,1,GLEIF_golden_copy
529900FNDVTQJOVVPZ19,Thales,en,1,GLEIF_golden_copy
213800M993ICXOMBCP87,St. James's Place,en,1,GLEIF_golden_copy
353800UT0TLROREPIC92,Ajinomoto,en,1,GLEIF_golden_copy
529900YT4O5S0LCXWD54,Obayashi,en,1,GLEIF_golden_copy
353800JX1R4582QVK932,Terumo,en,1,GLEIF_golden_copy
5493008FFSI8SQ74AT93,Kawasaki Heavy Industries,en,1,GLEIF_golden_copy
353800D83H0V3ZV1SV24,Suzuki Motor,en,1,GLEIF_golden_copy
353800KOFMRGOXSJ5Z65,Mitsubishi Estate Co,en,1,GLEIF_golden_copy
549300CSY4INHEHQQT13,Kubota,en,1,GLEIF_golden_copy
353800XGIU2IHQGC9504,Daiichi Sankyo Co,en,1,GLEIF_golden_copy
549300H5LSF8DP3RIJ34,Tokyo Electron,en,1,GLEIF_golden_copy
353800K1RXV3E3JAE812,Mazda Motor,en,1,GLEIF_golden_copy
353800H2UB5ZEZRZQC02,Mitsubishi Motors,en,1,GLEIF_golden_copy
CZ72ZHBVKZXQRV3XFE26,Otsuka,en,1,GLEIF_golden_copy
CZ72ZHBVKZXQRV3XFE26,Ovintiv,en,1,GLEIF_golden_copy
41BNNE1AFPNAZELZ6K07,Applied Materials,en,1,GLEIF_golden_copy
787RXPR0UX0O0XUXPZ81,Nike,en,1,GLEIF_golden_copy
3PPKBHUG1HD6BO7RNR87,Textron,en,1,GLEIF_golden_copy
I9Q57JVPWHHZ3ZGBW498,Comerica,en,1,GLEIF_golden_copy
QG7T915N9S0NY5UKNE63,Synopsys,en,1,GLEIF_golden_copy
549300D8GOWWH0SJB189,NiSource,en,1,GLEIF_golden_copy
N1GZ7BBF3NP8GI976H15,U.S. Bancorp,en,1,GLEIF_golden_copy
8MYN82XMYQH89CTMTH67,Anthem,en,1,GLEIF_golden_copy
FR5LCKFTG8054YNNRU85,AbbVie,en,1,GLEIF_golden_copy
549300RPTUOIXG4LIH86,Walgreens Boots Alliance,en,1,GLEIF_golden_copy
WAFCR4OKGSC504WU3E95,Lowe's,en,1,GLEIF_golden_copy
3BNYRYQHD39K4LCKQF12,Marathon Petroleum,en,1,GLEIF_golden_copy
RVHJWBXLJ1RFUBSY1F30,Boeing Co,en,1,GLEIF_golden_copy
DYTQ8KRTKO7Y2BVU5K74,Keurig Dr Pepper,en,1,GLEIF_golden_copy
549300XTO5VR8SKV1V74,Valero Energy,en,1,GLEIF_golden_copy
LONOZNOJYIBXOHXWDB86,Kellogg Company,en,1,GLEIF_golden_copy
549300QQXOOYEF89IC56,Western Digital,en,1,GLEIF_golden_copy
5493007JDSMX8Z5Z1902,Campbell Soup,en,1,GLEIF_golden_copy
6EY4K7ZMF9UX1CU6KC79,Xilinx,en,1,GLEIF_golden_copy
5493008C12PZMWP3WY03,Kansas City Southern,en,1,GLEIF_golden_copy
5493000CGCQY2OQU7669,Jabil Circuit,en,1,GLEIF_golden_copy
D3W7PCXCBRQLL17DZ313,World Fuel Services,en,1,GLEIF_golden_copy
5T547R1474YC9HOD8Q74,Waters,en,1,GLEIF_golden_copy
1FRVQX2CRLGC1XLP5727,Marathon Oil,en,1,GLEIF_golden_copy
549300QD81EPLH4NUQ92,Philips Lighting,en,1,GLEIF_golden_copy
9ZHRYM6F437SQJ6OUG95,Raiffeisen Bank International,en,1,GLEIF_golden_copy
5299006UDSEJCTTEJS30,Verbund AG,en,1,GLEIF_golden_copy
549300V62YJ9HTLRI486,OMV AG,en,1,GLEIF_golden_copy
213800X3Q9LSAKRUWY91,KBC,en,1,GLEIF_golden_copy
549300MMVL80RTBP3O28,Solvay S.A.,en,1,GLEIF_golden_copy
5493008H3828EMEXB082,Anheuser-Busch InBev,en,1,GLEIF_golden_copy
529900F3AIQECS8ZSV61,Umicore,en,1,GLEIF_golden_copy
549300SQYI82RVWFN715,Metro,en,1,GLEIF_golden_copy
KY37LUS27QQX7BB93L28,Nestlé,en,1,GLEIF_golden_copy
5493007HIVTX6SY6XD66,Novartis,en,1,GLEIF_golden_copy
549300U41AUUVOAAOB37,Roche Holding,en,1,GLEIF_golden_copy
529900QVNRBND50TXP03,Zurich Insurance,en,1,GLEIF_golden_copy
E0JAN6VLUDI1HITHT809,Chubb,en,1,GLEIF_golden_copy
