datasource_id,name,publisher,published,URL
EPA:state_GHG_inventory:2022-08-31,Inventory of U.S. Greenhouse Gas Emissions and Sinks by State,EPA,2022-08-31,https://cfpub.epa.gov/ghgdata/inventoryexplorer/
