target_id,actor_id,target_type,baseline_year,target_year,target_value,target_unit,URL,datasource_id
IGES_NDC:unconditional:CD,CD,Absolute emission reduction,2030,2030,2,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revis%C3%A9e%20de%20la%20RDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CF,CF,Relative emission reduction,2030,2030,10,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revis%C3%A9e%20RCA.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CG,CG,Absolute emission reduction,2017,2030,21,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_Congo.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CH,CH,Absolute emission reduction,1990,2030,35,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Swiss%20NDC%202021-2030%20incl%20ICTU_December%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CI,CI,Relative emission reduction,2030,2030,30,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_CIV_2022.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CL,CL,Peak of carbon emissions,2030,2030,95000000,tCO2e,https://unfccc.int/sites/default/files/NDC/2022-06/Chile%27s_NDC_2020_english.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CM,CM,Absolute emission reduction,2010,2030,12,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20r%C3%A9vis%C3%A9e%20CMR%20finale%20sept%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CN,CN,Carbon intensity reduction,2005,2030,65,percent,https://unfccc.int/sites/default/files/NDC/2022-06/%E4%B8%AD%E5%9B%BD%E8%90%BD%E5%AE%9E%E5%9B%BD%E5%AE%B6%E8%87%AA%E4%B8%BB%E8%B4%A1%E7%8C%AE%E6%88%90%E6%95%88%E5%92%8C%E6%96%B0%E7%9B%AE%E6%A0%87%E6%96%B0%E4%B8%BE%E6%8E%AA.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CO,CO,Absolute emission reduction,2030,2030,51,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20actualizada%20de%20Colombia.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CR,CR,Absolute emission reduction,2030,2030,9000000,tCO2e,https://unfccc.int/sites/default/files/NDC/2022-06/Contribucio%CC%81n%20Nacionalmente%20Determinada%20de%20Costa%20Rica%202020%20-%20Versio%CC%81n%20Completa.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CV,CV,Relative emission reduction,2030,2030,18,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Cabo%20Verde_NDC%20Update%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CY,CY,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:CZ,CZ,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:DE,DE,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:DJ,DJ,Absolute emission reduction,2000,2030,40,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CPDN%20Djibouti_9%20-%20CPDN%20-%20Format%20pour%20soumission%20CCNUCC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:DK,DK,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:DM,DM,Absolute emission reduction,2014,2030,45,percent,https://unfccc.int/sites/default/files/2022-07/The%20Commonwealth%20of%20Dominica%20updated%20NDC%20July%204%20%2C.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:DO,DO,Relative emission reduction,2030,2030,7,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Dominican%20Republic%20First%20NDC%20%28Updated%20Submission%29.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:DZ,DZ,Relative emission reduction,2030,2030,7,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Alg%C3%A9rie%20-INDC-%2003%20septembre%202015.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:EC,EC,Absolute emission reduction,2010,2025,9,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Primera%20NDC%20Ecuador.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:EE,EE,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:EG,EG,Relative emission reduction,2030,2030,33,percent,https://unfccc.int/sites/default/files/NDC/2022-07/Egypt%20Updated%20NDC.pdf.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:ER,ER,Relative emission reduction,2010,2030,12,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NRC%20Eritrea.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:ES,ES,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:ET,ET,Relative emission reduction,2030,2030,14,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Ethiopia%27s%20updated%20NDC%20JULY%202021%20Submission_.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:FI,FI,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:FJ,FJ,Relative emission reduction,2030,2030,30,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Republic%20of%20Fiji%27s%20Updated%20NDC%2020201.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:FM,FM,Absolute emission reduction,2000,2030,70,percent,https://unfccc.int/sites/default/files/NDC/2022-10/Updated_NDC_of_the_Federated_States_of_Micronesia.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:FR,FR,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GB,GB,Absolute emission reduction,1990,2030,68,percent,https://unfccc.int/sites/default/files/NDC/2022-09/UK%20NDC%20ICTU%202022.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GD,GD,Absolute emission reduction,2010,2030,40,percent,https://unfccc.int/sites/default/files/NDC/2022-06/GrenadaSecondNDC2020%20-%2001-12-20.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GE,GE,Absolute emission reduction,1990,2030,35,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20Georgia_ENG%20WEB-approved.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GH,GH,Absolute emission reduction,2019,2030,24000000,tCO2e,https://unfccc.int/sites/default/files/NDC/2022-06/Ghana%27s%20Updated%20Nationally%20Determined%20Contribution%20to%20the%20UNFCCC_2021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GM,GM,Relative emission reduction,2030,2030,49,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Second%20NDC%20of%20The%20Republic%20of%20The%20Gambia-16-12-2021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GN,GN,Relative emission reduction,2020,2030,10,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20GUINEE%202021_REVISION_VF.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GQ,GQ,Absolute emission reduction,2010,2030,20,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Rep%C3%BAblica%20de%20Guinea%20Ecuatorial_INDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GR,GR,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GT,GT,Relative emission reduction,2030,2030,11,percent,https://unfccc.int/sites/default/files/2022-06/NDC%20-%20Guatemala%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:GW,GW,Relative emission reduction,2030,2030,10,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC-Guinea%20Bissau-12102021.Final.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:HN,HN,Relative emission reduction,2030,2030,16,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20de%20Honduras_%20Primera%20Actualizaci%C3%B3n.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:HR,HR,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:HT,HT,Relative emission reduction,2030,2030,6,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revisee%20Haiti%202022.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:HU,HU,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:ID,ID,Relative emission reduction,2030,2030,31,percent,https://unfccc.int/sites/default/files/NDC/2022-09/ENDC%20Indonesia.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:IE,IE,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:IL,IL,Absolute emission reduction,2015,2050,27,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20update%20as%20submitted%20to%20the%20UNFCCC.docx,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:IN,IN,Carbon intensity reduction,2005,2030,45,percent,https://unfccc.int/sites/default/files/NDC/2022-08/India%20Updated%20First%20Nationally%20Determined%20Contrib.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:IR,IR,Relative emission reduction,2030,2030,4,percent,https://www4.unfccc.int/sites/submissions/INDC/Published%20Documents/Iran/1/INDC%20Iran%20Final%20Text.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:IS,IS,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Iceland_updated_NDC_Submission_Feb_2021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:IT,IT,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:JM,JM,Relative emission reduction,2030,2030,25,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC%20Jamaica%20-%20ICTU%20Guidance.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:JO,JO,Relative emission reduction,2030,2030,5,percent,https://unfccc.int/sites/default/files/NDC/2022-06/UPDATED%20SUBMISSION%20OF%20JORDANS.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:JP,JP,Absolute emission reduction,2013,2030,46,percent,https://unfccc.int/sites/default/files/NDC/2022-06/JAPAN_FIRST%20NDC%20%28UPDATED%20SUBMISSION%29.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KE,KE,Relative emission reduction,2030,2030,32,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Kenya%27s%20First%20%20NDC%20%28updated%20version%29.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KG,KG,Relative emission reduction,2030,2030,16,percent,https://unfccc.int/sites/default/files/NDC/2022-06/%D0%9E%D0%9D%D0%A3%D0%92%20%D0%A0%D0%A3%D0%A1%20%D0%BE%D1%82%2008102021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KH,KH,Relative emission reduction,2030,2030,41,percent,https://unfccc.int/sites/default/files/NDC/2022-06/20201231_NDC_Update_Cambodia.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KI,KI,Relative emission reduction,2030,2030,13,percent,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_KIRIBATI.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KM,KM,Absolute emission reduction,2030,2030,23,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_r%C3%A9vis%C3%A9e_Comores_vf.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KN,KN,Absolute emission reduction,2010,2030,61,percent,https://unfccc.int/sites/default/files/NDC/2022-06/St.%20Kitts%20and%20Nevis%20Revised%20NDC_Updated.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KP,KP,Relative emission reduction,2030,2030,16,percent,https://unfccc.int/sites/default/files/NDC/2022-06/2019.09.19_DPRK%20letter%20to%20SG%20special%20envoy%20for%20NDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KR,KR,Absolute emission reduction,2018,2030,40,percent,https://unfccc.int/sites/default/files/NDC/2022-06/211223_The%20Republic%20of%20Korea%27s%20Enhanced%20Update%20of%20its%20First%20Nationally%20Determined%20Contribution_211227_editorial%20change.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KW,KW,Relative emission reduction,2030,2035,7,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Kuwait%20updating%20the%20first%20NDC-arabic.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:KZ,KZ,Absolute emission reduction,1990,2030,15,percent,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Kz_eng.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:LA,LA,Relative emission reduction,2030,2030,60,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%202020%20of%20Lao%20PDR%20%28English%29%2C%2009%20April%202021%20%281%29.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:LB,LB,Relative emission reduction,2030,2030,20,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Lebanon%27s%202020%20Nationally%20Determined%20Contribution%20Update.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:LI,LI,Absolute emission reduction,1990,2030,40,percent,https://unfccc.int/sites/default/files/NDC/2022-06/150422_INDC_FL.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:LK,LK,Relative emission reduction,2030,2030,4,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Amendmend%20to%20the%20Updated%20Nationally%20Determined%20Contributions%20of%20Sri%20Lanka.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:LR,LR,Relative emission reduction,2030,2030,10,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Liberia%27s%20Updated%20NDC_RL_FINAL%20%28002%29.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:LS,LS,Relative emission reduction,2030,2030,10,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Lesotho%20First%20NDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:LT,LT,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:LU,LU,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:LV,LV,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MA,MA,Relative emission reduction,2030,2030,18,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Moroccan%20updated%20NDC%202021%20_Fr.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MC,MC,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Monaco_NDC_2020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MD,MD,Absolute emission reduction,1990,2030,70,percent,https://unfccc.int/sites/default/files/NDC/2022-06/MD_Updated_NDC_final_version_EN.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:ME,ME,Absolute emission reduction,1990,2030,35,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC%20for%20Montenegro.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MG,MG,Relative emission reduction,2030,2030,32,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Madagascar%20INDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MH,MH,Absolute emission reduction,2010,2030,45,percent,https://unfccc.int/sites/default/files/NDC/2022-06/RMI%20NDC-UpdateUPDATED_01.20.2021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MK,MK,Absolute emission reduction,1990,2030,51,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Macedonian%20enhanced%20NDC%20%28002%29.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:ML,ML,Relative emission reduction,2030,2030,31,percent,https://unfccc.int/sites/default/files/NDC/2022-06/MALI%20First%20NDC%20update.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MM,MM,Absolute emission reduction,2030,2030,245000000,tCO2e,https://unfccc.int/sites/default/files/NDC/2022-06/Myanmar%20Updated%20%20NDC%20July%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MN,MN,Relative emission reduction,2030,2030,22,percent,https://unfccc.int/sites/default/files/NDC/2022-06/First%20Submission%20of%20Mongolia%27s%20NDC.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MR,MR,Relative emission reduction,2030,2030,11,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN-actualis%C3%A9%202021_%20Mauritania.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MT,MT,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MU,MU,Relative emission reduction,2030,2030,40,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20Updated%20NDC%20for%20the%20Republic%20of%20Mauritius%2001%20October%202021.docx,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MW,MW,Relative emission reduction,2030,2040,6,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Malawi%20Updated%20NDC%20July%202021%20submitted.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MX,MX,Relative emission reduction,2030,2030,22,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC-Esp-30Dic.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MY,MY,Carbon intensity reduction,2005,2030,45,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Malaysia%20NDC%20Updated%20Submission%20to%20UNFCCC%20July%202021%20final.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:MZ,MZ,Absolute emission reduction,2030,2025,40000000,tCO2e,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_EN_Final.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:NE,NE,Relative emission reduction,2030,2030,10,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_Niger_R%C3%A9vis%C3%A9e_2021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:NG,NG,Relative emission reduction,2030,2030,20,percent,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_File%20Amended%20_11222.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:NL,NL,Absolute emission reduction,1990,2030,55,percent,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:NO,NO,Absolute emission reduction,1990,2030,50,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Norway_updatedNDC_2020%20%28Updated%20submission%29.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:NZ,NZ,Absolute emission reduction,2005,2030,50,percent,https://unfccc.int/sites/default/files/NDC/2022-06/New%20Zealand%20NDC%20November%202021.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:OM,OM,Relative emission reduction,2030,2030,4,percent,https://unfccc.int/sites/default/files/NDC/2022-06/Second%20NDC%20Report%20Oman.pdf,IGES:NDC_db:10.57405/iges-5005
IGES_NDC:unconditional:PA,PA,Relative emission reduction,2030,2030,12,percent,https://unfccc.int/sites/default/files/NDC/2022-06/CDN1%20Actualizada%20Rep%C3%BAblica%20de%20Panam%C3%A1.pdf,IGES:NDC_db:10.57405/iges-5005
