methodology_id,name,methodology_link
ECCC:GHGRP:methodology,"The quantity of GHGs released by each facility is calculated or measured by the reporting facility, emissions are determined based on monitoring or direct measurement, mass balance, emission factors, engineering estimates and/or fuel and activity data.",https://publications.gc.ca/collections/collection_2021/eccc/En81-29-2020-eng.pdf
