actor_id,year,population,datasource_id
CY,1957,552883,UN_DESA_PD:WorldPopulation:v2022
CY,1958,563154,UN_DESA_PD:WorldPopulation:v2022
CY,1959,574158,UN_DESA_PD:WorldPopulation:v2022
CY,1960,585725,UN_DESA_PD:WorldPopulation:v2022
CY,1961,594771,UN_DESA_PD:WorldPopulation:v2022
CY,1962,601095,UN_DESA_PD:WorldPopulation:v2022
CY,1963,607072,UN_DESA_PD:WorldPopulation:v2022
CY,1964,612338,UN_DESA_PD:WorldPopulation:v2022
CY,1965,617345,UN_DESA_PD:WorldPopulation:v2022
CY,1966,622566,UN_DESA_PD:WorldPopulation:v2022
CY,1967,627695,UN_DESA_PD:WorldPopulation:v2022
CY,1968,632452,UN_DESA_PD:WorldPopulation:v2022
CY,1969,636821,UN_DESA_PD:WorldPopulation:v2022
CY,1970,640804,UN_DESA_PD:WorldPopulation:v2022
CY,1971,644414,UN_DESA_PD:WorldPopulation:v2022
CY,1972,647621,UN_DESA_PD:WorldPopulation:v2022
CY,1973,650705,UN_DESA_PD:WorldPopulation:v2022
CY,1974,648585,UN_DESA_PD:WorldPopulation:v2022
CY,1975,644983,UN_DESA_PD:WorldPopulation:v2022
CY,1976,648868,UN_DESA_PD:WorldPopulation:v2022
CY,1977,656414,UN_DESA_PD:WorldPopulation:v2022
CY,1978,663975,UN_DESA_PD:WorldPopulation:v2022
CY,1979,671611,UN_DESA_PD:WorldPopulation:v2022
CY,1980,679328,UN_DESA_PD:WorldPopulation:v2022
CY,1981,687170,UN_DESA_PD:WorldPopulation:v2022
CY,1982,696227,UN_DESA_PD:WorldPopulation:v2022
CY,1983,707477,UN_DESA_PD:WorldPopulation:v2022
CY,1984,719679,UN_DESA_PD:WorldPopulation:v2022
CY,1985,731664,UN_DESA_PD:WorldPopulation:v2022
CY,1986,743446,UN_DESA_PD:WorldPopulation:v2022
CY,1987,755022,UN_DESA_PD:WorldPopulation:v2022
CY,1988,766412,UN_DESA_PD:WorldPopulation:v2022
CY,1989,777593,UN_DESA_PD:WorldPopulation:v2022
CY,1990,788500,UN_DESA_PD:WorldPopulation:v2022
CY,1991,799061,UN_DESA_PD:WorldPopulation:v2022
CY,1992,810431,UN_DESA_PD:WorldPopulation:v2022
CY,1993,825986,UN_DESA_PD:WorldPopulation:v2022
CY,1994,844444,UN_DESA_PD:WorldPopulation:v2022
CY,1995,862418,UN_DESA_PD:WorldPopulation:v2022
CY,1996,880059,UN_DESA_PD:WorldPopulation:v2022
CY,1997,897471,UN_DESA_PD:WorldPopulation:v2022
CY,1998,914660,UN_DESA_PD:WorldPopulation:v2022
CY,1999,931600,UN_DESA_PD:WorldPopulation:v2022
CY,2000,948238,UN_DESA_PD:WorldPopulation:v2022
CY,2001,964830,UN_DESA_PD:WorldPopulation:v2022
CY,2002,982195,UN_DESA_PD:WorldPopulation:v2022
CY,2003,1000350,UN_DESA_PD:WorldPopulation:v2022
CY,2004,1018685,UN_DESA_PD:WorldPopulation:v2022
CY,2005,1037062,UN_DESA_PD:WorldPopulation:v2022
CY,2006,1055438,UN_DESA_PD:WorldPopulation:v2022
CY,2007,1073873,UN_DESA_PD:WorldPopulation:v2022
CY,2008,1092390,UN_DESA_PD:WorldPopulation:v2022
CY,2009,1110974,UN_DESA_PD:WorldPopulation:v2022
CY,2010,1129686,UN_DESA_PD:WorldPopulation:v2022
CY,2011,1145086,UN_DESA_PD:WorldPopulation:v2022
CY,2012,1156557,UN_DESA_PD:WorldPopulation:v2022
CY,2013,1166969,UN_DESA_PD:WorldPopulation:v2022
CY,2014,1176995,UN_DESA_PD:WorldPopulation:v2022
CY,2015,1187280,UN_DESA_PD:WorldPopulation:v2022
CY,2016,1197882,UN_DESA_PD:WorldPopulation:v2022
CY,2017,1208523,UN_DESA_PD:WorldPopulation:v2022
CY,2018,1218831,UN_DESA_PD:WorldPopulation:v2022
CY,2019,1228837,UN_DESA_PD:WorldPopulation:v2022
CY,2020,1237537,UN_DESA_PD:WorldPopulation:v2022
CY,2021,1244188,UN_DESA_PD:WorldPopulation:v2022
CY,2022,1251489,UN_DESA_PD:WorldPopulation:v2022
CZ,1950,8916634,UN_DESA_PD:WorldPopulation:v2022
CZ,1951,8996946,UN_DESA_PD:WorldPopulation:v2022
CZ,1952,9076531,UN_DESA_PD:WorldPopulation:v2022
CZ,1953,9151638,UN_DESA_PD:WorldPopulation:v2022
CZ,1954,9220466,UN_DESA_PD:WorldPopulation:v2022
CZ,1955,9288973,UN_DESA_PD:WorldPopulation:v2022
CZ,1956,9357536,UN_DESA_PD:WorldPopulation:v2022
CZ,1957,9418155,UN_DESA_PD:WorldPopulation:v2022
CZ,1958,9468429,UN_DESA_PD:WorldPopulation:v2022
CZ,1959,9506696,UN_DESA_PD:WorldPopulation:v2022
CZ,1960,9539363,UN_DESA_PD:WorldPopulation:v2022
CZ,1961,9570405,UN_DESA_PD:WorldPopulation:v2022
CZ,1962,9594140,UN_DESA_PD:WorldPopulation:v2022
CZ,1963,9623934,UN_DESA_PD:WorldPopulation:v2022
CZ,1964,9664981,UN_DESA_PD:WorldPopulation:v2022
CZ,1965,9702730,UN_DESA_PD:WorldPopulation:v2022
CZ,1966,9731805,UN_DESA_PD:WorldPopulation:v2022
CZ,1967,9754258,UN_DESA_PD:WorldPopulation:v2022
CZ,1968,9770099,UN_DESA_PD:WorldPopulation:v2022
CZ,1969,9782560,UN_DESA_PD:WorldPopulation:v2022
CZ,1970,9795744,UN_DESA_PD:WorldPopulation:v2022
CZ,1971,9816549,UN_DESA_PD:WorldPopulation:v2022
CZ,1972,9851276,UN_DESA_PD:WorldPopulation:v2022
CZ,1973,9900292,UN_DESA_PD:WorldPopulation:v2022
CZ,1974,9960863,UN_DESA_PD:WorldPopulation:v2022
CZ,1975,10025715,UN_DESA_PD:WorldPopulation:v2022
CZ,1976,10088045,UN_DESA_PD:WorldPopulation:v2022
CZ,1977,10144499,UN_DESA_PD:WorldPopulation:v2022
CZ,1978,10195872,UN_DESA_PD:WorldPopulation:v2022
CZ,1979,10241204,UN_DESA_PD:WorldPopulation:v2022
CZ,1980,10270061,UN_DESA_PD:WorldPopulation:v2022
CZ,1981,10283836,UN_DESA_PD:WorldPopulation:v2022
CZ,1982,10293691,UN_DESA_PD:WorldPopulation:v2022
CZ,1983,10298164,UN_DESA_PD:WorldPopulation:v2022
CZ,1984,10299715,UN_DESA_PD:WorldPopulation:v2022
CZ,1985,10302326,UN_DESA_PD:WorldPopulation:v2022
CZ,1986,10302680,UN_DESA_PD:WorldPopulation:v2022
CZ,1987,10302082,UN_DESA_PD:WorldPopulation:v2022
CZ,1988,10304152,UN_DESA_PD:WorldPopulation:v2022
CZ,1989,10304496,UN_DESA_PD:WorldPopulation:v2022
CZ,1990,10301193,UN_DESA_PD:WorldPopulation:v2022
CZ,1991,10303362,UN_DESA_PD:WorldPopulation:v2022
CZ,1992,10310956,UN_DESA_PD:WorldPopulation:v2022
CZ,1993,10318917,UN_DESA_PD:WorldPopulation:v2022
CZ,1994,10321303,UN_DESA_PD:WorldPopulation:v2022
CZ,1995,10311702,UN_DESA_PD:WorldPopulation:v2022
CZ,1996,10295651,UN_DESA_PD:WorldPopulation:v2022
CZ,1997,10279045,UN_DESA_PD:WorldPopulation:v2022
CZ,1998,10263833,UN_DESA_PD:WorldPopulation:v2022
CZ,1999,10249147,UN_DESA_PD:WorldPopulation:v2022
CZ,2000,10234710,UN_DESA_PD:WorldPopulation:v2022
CZ,2001,10230276,UN_DESA_PD:WorldPopulation:v2022
CZ,2002,10238170,UN_DESA_PD:WorldPopulation:v2022
CZ,2003,10248038,UN_DESA_PD:WorldPopulation:v2022
CZ,2004,10260999,UN_DESA_PD:WorldPopulation:v2022
CZ,2005,10280113,UN_DESA_PD:WorldPopulation:v2022
CZ,2006,10304815,UN_DESA_PD:WorldPopulation:v2022
CZ,2007,10337829,UN_DESA_PD:WorldPopulation:v2022
CZ,2008,10378583,UN_DESA_PD:WorldPopulation:v2022
CZ,2009,10421510,UN_DESA_PD:WorldPopulation:v2022
CZ,2010,10464749,UN_DESA_PD:WorldPopulation:v2022
CZ,2011,10496379,UN_DESA_PD:WorldPopulation:v2022
CZ,2012,10511065,UN_DESA_PD:WorldPopulation:v2022
CZ,2013,10514553,UN_DESA_PD:WorldPopulation:v2022
CZ,2014,10517182,UN_DESA_PD:WorldPopulation:v2022
CZ,2015,10523798,UN_DESA_PD:WorldPopulation:v2022
CZ,2016,10527591,UN_DESA_PD:WorldPopulation:v2022
CZ,2017,10531305,UN_DESA_PD:WorldPopulation:v2022
CZ,2018,10534593,UN_DESA_PD:WorldPopulation:v2022
CZ,2019,10536871,UN_DESA_PD:WorldPopulation:v2022
CZ,2020,10530954,UN_DESA_PD:WorldPopulation:v2022
CZ,2021,10510751,UN_DESA_PD:WorldPopulation:v2022
CZ,2022,10493986,UN_DESA_PD:WorldPopulation:v2022
DE,1950,70964095,UN_DESA_PD:WorldPopulation:v2022
DE,1951,70820042,UN_DESA_PD:WorldPopulation:v2022
DE,1952,70808373,UN_DESA_PD:WorldPopulation:v2022
DE,1953,70879443,UN_DESA_PD:WorldPopulation:v2022
DE,1954,71020731,UN_DESA_PD:WorldPopulation:v2022
DE,1955,71222628,UN_DESA_PD:WorldPopulation:v2022
DE,1956,71473269,UN_DESA_PD:WorldPopulation:v2022
DE,1957,71771634,UN_DESA_PD:WorldPopulation:v2022
DE,1958,72136470,UN_DESA_PD:WorldPopulation:v2022
DE,1959,72578945,UN_DESA_PD:WorldPopulation:v2022
DE,1960,73063695,UN_DESA_PD:WorldPopulation:v2022
DE,1961,73604347,UN_DESA_PD:WorldPopulation:v2022
DE,1962,74194417,UN_DESA_PD:WorldPopulation:v2022
DE,1963,74796218,UN_DESA_PD:WorldPopulation:v2022
DE,1964,75423245,UN_DESA_PD:WorldPopulation:v2022
DE,1965,76037469,UN_DESA_PD:WorldPopulation:v2022
DE,1966,76618716,UN_DESA_PD:WorldPopulation:v2022
DE,1967,77173554,UN_DESA_PD:WorldPopulation:v2022
DE,1968,77646126,UN_DESA_PD:WorldPopulation:v2022
DE,1969,78012486,UN_DESA_PD:WorldPopulation:v2022
DE,1970,78294583,UN_DESA_PD:WorldPopulation:v2022
DE,1971,78511398,UN_DESA_PD:WorldPopulation:v2022
DE,1972,78643556,UN_DESA_PD:WorldPopulation:v2022
DE,1973,78667466,UN_DESA_PD:WorldPopulation:v2022
DE,1974,78620534,UN_DESA_PD:WorldPopulation:v2022
DE,1975,78513512,UN_DESA_PD:WorldPopulation:v2022
DE,1976,78364216,UN_DESA_PD:WorldPopulation:v2022
DE,1977,78221272,UN_DESA_PD:WorldPopulation:v2022
DE,1978,78071549,UN_DESA_PD:WorldPopulation:v2022
DE,1979,77915727,UN_DESA_PD:WorldPopulation:v2022
DE,1980,77786703,UN_DESA_PD:WorldPopulation:v2022
DE,1981,77684490,UN_DESA_PD:WorldPopulation:v2022
DE,1982,77610430,UN_DESA_PD:WorldPopulation:v2022
DE,1983,77566065,UN_DESA_PD:WorldPopulation:v2022
DE,1984,77568572,UN_DESA_PD:WorldPopulation:v2022
DE,1985,77638808,UN_DESA_PD:WorldPopulation:v2022
DE,1986,77803358,UN_DESA_PD:WorldPopulation:v2022
DE,1987,78090896,UN_DESA_PD:WorldPopulation:v2022
DE,1988,78477530,UN_DESA_PD:WorldPopulation:v2022
DE,1989,78916438,UN_DESA_PD:WorldPopulation:v2022
DE,1990,79370196,UN_DESA_PD:WorldPopulation:v2022
DE,1991,79801988,UN_DESA_PD:WorldPopulation:v2022
DE,1992,80205030,UN_DESA_PD:WorldPopulation:v2022
DE,1993,80573488,UN_DESA_PD:WorldPopulation:v2022
DE,1994,80882126,UN_DESA_PD:WorldPopulation:v2022
DE,1995,81123263,UN_DESA_PD:WorldPopulation:v2022
DE,1996,81300865,UN_DESA_PD:WorldPopulation:v2022
DE,1997,81436087,UN_DESA_PD:WorldPopulation:v2022
DE,1998,81524383,UN_DESA_PD:WorldPopulation:v2022
DE,1999,81556965,UN_DESA_PD:WorldPopulation:v2022
DE,2000,81551677,UN_DESA_PD:WorldPopulation:v2022
DE,2001,81514569,UN_DESA_PD:WorldPopulation:v2022
DE,2002,81443427,UN_DESA_PD:WorldPopulation:v2022
DE,2003,81346810,UN_DESA_PD:WorldPopulation:v2022
DE,2004,81266673,UN_DESA_PD:WorldPopulation:v2022
DE,2005,81212168,UN_DESA_PD:WorldPopulation:v2022
DE,2006,81177817,UN_DESA_PD:WorldPopulation:v2022
DE,2007,81183831,UN_DESA_PD:WorldPopulation:v2022
DE,2008,81217482,UN_DESA_PD:WorldPopulation:v2022
DE,2009,81260615,UN_DESA_PD:WorldPopulation:v2022
DE,2010,81325090,UN_DESA_PD:WorldPopulation:v2022
DE,2011,81423378,UN_DESA_PD:WorldPopulation:v2022
DE,2012,81545566,UN_DESA_PD:WorldPopulation:v2022
DE,2013,81680592,UN_DESA_PD:WorldPopulation:v2022
DE,2014,81858825,UN_DESA_PD:WorldPopulation:v2022
DE,2015,82073226,UN_DESA_PD:WorldPopulation:v2022
DE,2016,82331423,UN_DESA_PD:WorldPopulation:v2022
DE,2017,82624374,UN_DESA_PD:WorldPopulation:v2022
DE,2018,82896696,UN_DESA_PD:WorldPopulation:v2022
DE,2019,83148141,UN_DESA_PD:WorldPopulation:v2022
DE,2020,83328988,UN_DESA_PD:WorldPopulation:v2022
DE,2021,83408555,UN_DESA_PD:WorldPopulation:v2022
DE,2022,83369843,UN_DESA_PD:WorldPopulation:v2022
DJ,1950,62334,UN_DESA_PD:WorldPopulation:v2022
DJ,1951,64317,UN_DESA_PD:WorldPopulation:v2022
DJ,1952,66362,UN_DESA_PD:WorldPopulation:v2022
DJ,1953,68494,UN_DESA_PD:WorldPopulation:v2022
DJ,1954,70715,UN_DESA_PD:WorldPopulation:v2022
DJ,1955,72997,UN_DESA_PD:WorldPopulation:v2022
DJ,1956,75372,UN_DESA_PD:WorldPopulation:v2022
DJ,1957,77848,UN_DESA_PD:WorldPopulation:v2022
DJ,1958,80396,UN_DESA_PD:WorldPopulation:v2022
DJ,1959,83025,UN_DESA_PD:WorldPopulation:v2022
DJ,1960,85940,UN_DESA_PD:WorldPopulation:v2022
DJ,1961,89271,UN_DESA_PD:WorldPopulation:v2022
DJ,1962,93122,UN_DESA_PD:WorldPopulation:v2022
DJ,1963,97670,UN_DESA_PD:WorldPopulation:v2022
DJ,1964,102945,UN_DESA_PD:WorldPopulation:v2022
DJ,1965,108772,UN_DESA_PD:WorldPopulation:v2022
DJ,1966,114874,UN_DESA_PD:WorldPopulation:v2022
DJ,1967,121168,UN_DESA_PD:WorldPopulation:v2022
DJ,1968,127668,UN_DESA_PD:WorldPopulation:v2022
DJ,1969,135390,UN_DESA_PD:WorldPopulation:v2022
DJ,1970,144379,UN_DESA_PD:WorldPopulation:v2022
DJ,1971,154225,UN_DESA_PD:WorldPopulation:v2022
DJ,1972,165235,UN_DESA_PD:WorldPopulation:v2022
DJ,1973,177327,UN_DESA_PD:WorldPopulation:v2022
DJ,1974,191389,UN_DESA_PD:WorldPopulation:v2022
DJ,1975,208582,UN_DESA_PD:WorldPopulation:v2022
DJ,1976,229304,UN_DESA_PD:WorldPopulation:v2022
DJ,1977,253083,UN_DESA_PD:WorldPopulation:v2022
DJ,1978,278425,UN_DESA_PD:WorldPopulation:v2022
DJ,1979,302856,UN_DESA_PD:WorldPopulation:v2022
DJ,1980,324121,UN_DESA_PD:WorldPopulation:v2022
DJ,1981,341316,UN_DESA_PD:WorldPopulation:v2022
DJ,1982,355110,UN_DESA_PD:WorldPopulation:v2022
DJ,1983,367726,UN_DESA_PD:WorldPopulation:v2022
DJ,1984,382157,UN_DESA_PD:WorldPopulation:v2022
DJ,1985,400709,UN_DESA_PD:WorldPopulation:v2022
DJ,1986,424286,UN_DESA_PD:WorldPopulation:v2022
DJ,1987,452272,UN_DESA_PD:WorldPopulation:v2022
DJ,1988,482337,UN_DESA_PD:WorldPopulation:v2022
DJ,1989,521104,UN_DESA_PD:WorldPopulation:v2022
DJ,1990,577174,UN_DESA_PD:WorldPopulation:v2022
DJ,1991,628521,UN_DESA_PD:WorldPopulation:v2022
DJ,1992,623197,UN_DESA_PD:WorldPopulation:v2022
DJ,1993,611231,UN_DESA_PD:WorldPopulation:v2022
DJ,1994,623478,UN_DESA_PD:WorldPopulation:v2022
DJ,1995,629619,UN_DESA_PD:WorldPopulation:v2022
DJ,1996,644649,UN_DESA_PD:WorldPopulation:v2022
DJ,1997,667786,UN_DESA_PD:WorldPopulation:v2022
DJ,1998,694920,UN_DESA_PD:WorldPopulation:v2022
DJ,1999,719371,UN_DESA_PD:WorldPopulation:v2022
DJ,2000,742033,UN_DESA_PD:WorldPopulation:v2022
DJ,2001,765491,UN_DESA_PD:WorldPopulation:v2022
DJ,2002,789129,UN_DESA_PD:WorldPopulation:v2022
DJ,2003,806411,UN_DESA_PD:WorldPopulation:v2022
DJ,2004,818373,UN_DESA_PD:WorldPopulation:v2022
DJ,2005,830862,UN_DESA_PD:WorldPopulation:v2022
DJ,2006,846947,UN_DESA_PD:WorldPopulation:v2022
DJ,2007,865196,UN_DESA_PD:WorldPopulation:v2022
DJ,2008,882886,UN_DESA_PD:WorldPopulation:v2022
DJ,2009,901103,UN_DESA_PD:WorldPopulation:v2022
DJ,2010,919200,UN_DESA_PD:WorldPopulation:v2022
DJ,2011,936811,UN_DESA_PD:WorldPopulation:v2022
DJ,2012,954297,UN_DESA_PD:WorldPopulation:v2022
DJ,2013,971753,UN_DESA_PD:WorldPopulation:v2022
DJ,2014,989087,UN_DESA_PD:WorldPopulation:v2022
DJ,2015,1006259,UN_DESA_PD:WorldPopulation:v2022
DJ,2016,1023262,UN_DESA_PD:WorldPopulation:v2022
DJ,2017,1040233,UN_DESA_PD:WorldPopulation:v2022
DJ,2018,1057198,UN_DESA_PD:WorldPopulation:v2022
DJ,2019,1073994,UN_DESA_PD:WorldPopulation:v2022
DJ,2020,1090156,UN_DESA_PD:WorldPopulation:v2022
DJ,2021,1105558,UN_DESA_PD:WorldPopulation:v2022
DJ,2022,1120849,UN_DESA_PD:WorldPopulation:v2022
DK,1950,4267694,UN_DESA_PD:WorldPopulation:v2022
DK,1951,4299579,UN_DESA_PD:WorldPopulation:v2022
DK,1952,4330757,UN_DESA_PD:WorldPopulation:v2022
DK,1953,4362483,UN_DESA_PD:WorldPopulation:v2022
DK,1954,4394320,UN_DESA_PD:WorldPopulation:v2022
DK,1955,4426508,UN_DESA_PD:WorldPopulation:v2022
DK,1956,4459559,UN_DESA_PD:WorldPopulation:v2022
DK,1957,4491051,UN_DESA_PD:WorldPopulation:v2022
DK,1958,4521329,UN_DESA_PD:WorldPopulation:v2022
DK,1959,4551441,UN_DESA_PD:WorldPopulation:v2022
DK,1960,4581727,UN_DESA_PD:WorldPopulation:v2022
DK,1961,4613434,UN_DESA_PD:WorldPopulation:v2022
DK,1962,4645995,UN_DESA_PD:WorldPopulation:v2022
DK,1963,4680812,UN_DESA_PD:WorldPopulation:v2022
DK,1964,4718017,UN_DESA_PD:WorldPopulation:v2022
DK,1965,4756338,UN_DESA_PD:WorldPopulation:v2022
DK,1966,4796403,UN_DESA_PD:WorldPopulation:v2022
DK,1967,4834731,UN_DESA_PD:WorldPopulation:v2022
DK,1968,4867734,UN_DESA_PD:WorldPopulation:v2022
DK,1969,4896157,UN_DESA_PD:WorldPopulation:v2022
DK,1970,4922964,UN_DESA_PD:WorldPopulation:v2022
DK,1971,4951487,UN_DESA_PD:WorldPopulation:v2022
DK,1972,4981078,UN_DESA_PD:WorldPopulation:v2022
DK,1973,5008581,UN_DESA_PD:WorldPopulation:v2022
DK,1974,5033573,UN_DESA_PD:WorldPopulation:v2022
DK,1975,5058203,UN_DESA_PD:WorldPopulation:v2022
DK,1976,5078773,UN_DESA_PD:WorldPopulation:v2022
DK,1977,5094599,UN_DESA_PD:WorldPopulation:v2022
DK,1978,5108930,UN_DESA_PD:WorldPopulation:v2022
DK,1979,5119419,UN_DESA_PD:WorldPopulation:v2022
DK,1980,5125393,UN_DESA_PD:WorldPopulation:v2022
DK,1981,5126981,UN_DESA_PD:WorldPopulation:v2022
DK,1982,5126398,UN_DESA_PD:WorldPopulation:v2022
DK,1983,5124332,UN_DESA_PD:WorldPopulation:v2022
DK,1984,5121314,UN_DESA_PD:WorldPopulation:v2022
DK,1985,5119452,UN_DESA_PD:WorldPopulation:v2022
DK,1986,5119369,UN_DESA_PD:WorldPopulation:v2022
DK,1987,5121510,UN_DESA_PD:WorldPopulation:v2022
DK,1988,5126107,UN_DESA_PD:WorldPopulation:v2022
DK,1989,5133930,UN_DESA_PD:WorldPopulation:v2022
DK,1990,5144624,UN_DESA_PD:WorldPopulation:v2022
DK,1991,5158325,UN_DESA_PD:WorldPopulation:v2022
DK,1992,5175469,UN_DESA_PD:WorldPopulation:v2022
DK,1993,5193776,UN_DESA_PD:WorldPopulation:v2022
DK,1994,5213800,UN_DESA_PD:WorldPopulation:v2022
DK,1995,5235197,UN_DESA_PD:WorldPopulation:v2022
DK,1996,5256008,UN_DESA_PD:WorldPopulation:v2022
DK,1997,5277382,UN_DESA_PD:WorldPopulation:v2022
DK,1998,5298992,UN_DESA_PD:WorldPopulation:v2022
DK,1999,5319854,UN_DESA_PD:WorldPopulation:v2022
DK,2000,5340655,UN_DESA_PD:WorldPopulation:v2022
DK,2001,5360749,UN_DESA_PD:WorldPopulation:v2022
DK,2002,5378697,UN_DESA_PD:WorldPopulation:v2022
DK,2003,5396355,UN_DESA_PD:WorldPopulation:v2022
DK,2004,5415586,UN_DESA_PD:WorldPopulation:v2022
DK,2005,5436313,UN_DESA_PD:WorldPopulation:v2022
DK,2006,5457865,UN_DESA_PD:WorldPopulation:v2022
DK,2007,5479722,UN_DESA_PD:WorldPopulation:v2022
DK,2008,5502751,UN_DESA_PD:WorldPopulation:v2022
DK,2009,5526452,UN_DESA_PD:WorldPopulation:v2022
DK,2010,5550849,UN_DESA_PD:WorldPopulation:v2022
DK,2011,5576016,UN_DESA_PD:WorldPopulation:v2022
DK,2012,5600960,UN_DESA_PD:WorldPopulation:v2022
DK,2013,5625385,UN_DESA_PD:WorldPopulation:v2022
DK,2014,5650653,UN_DESA_PD:WorldPopulation:v2022
DK,2015,5677796,UN_DESA_PD:WorldPopulation:v2022
DK,2016,5706857,UN_DESA_PD:WorldPopulation:v2022
DK,2017,5737285,UN_DESA_PD:WorldPopulation:v2022
DK,2018,5766686,UN_DESA_PD:WorldPopulation:v2022
DK,2019,5795878,UN_DESA_PD:WorldPopulation:v2022
DK,2020,5825641,UN_DESA_PD:WorldPopulation:v2022
DK,2021,5854241,UN_DESA_PD:WorldPopulation:v2022
DK,2022,5882262,UN_DESA_PD:WorldPopulation:v2022
DM,1950,50189,UN_DESA_PD:WorldPopulation:v2022
DM,1951,50363,UN_DESA_PD:WorldPopulation:v2022
DM,1952,50544,UN_DESA_PD:WorldPopulation:v2022
DM,1953,50811,UN_DESA_PD:WorldPopulation:v2022
DM,1954,51214,UN_DESA_PD:WorldPopulation:v2022
DM,1955,51895,UN_DESA_PD:WorldPopulation:v2022
DM,1956,52951,UN_DESA_PD:WorldPopulation:v2022
DM,1957,54317,UN_DESA_PD:WorldPopulation:v2022
DM,1958,55973,UN_DESA_PD:WorldPopulation:v2022
DM,1959,57821,UN_DESA_PD:WorldPopulation:v2022
DM,1960,59379,UN_DESA_PD:WorldPopulation:v2022
DM,1961,60395,UN_DESA_PD:WorldPopulation:v2022
DM,1962,61224,UN_DESA_PD:WorldPopulation:v2022
DM,1963,62031,UN_DESA_PD:WorldPopulation:v2022
DM,1964,62844,UN_DESA_PD:WorldPopulation:v2022
DM,1965,63744,UN_DESA_PD:WorldPopulation:v2022
DM,1966,64728,UN_DESA_PD:WorldPopulation:v2022
DM,1967,65760,UN_DESA_PD:WorldPopulation:v2022
DM,1968,66865,UN_DESA_PD:WorldPopulation:v2022
DM,1969,68008,UN_DESA_PD:WorldPopulation:v2022
DM,1970,68895,UN_DESA_PD:WorldPopulation:v2022
DM,1971,69430,UN_DESA_PD:WorldPopulation:v2022
DM,1972,69870,UN_DESA_PD:WorldPopulation:v2022
DM,1973,70334,UN_DESA_PD:WorldPopulation:v2022
DM,1974,70822,UN_DESA_PD:WorldPopulation:v2022
DM,1975,71301,UN_DESA_PD:WorldPopulation:v2022
DM,1976,71748,UN_DESA_PD:WorldPopulation:v2022
DM,1977,72142,UN_DESA_PD:WorldPopulation:v2022
DM,1978,72479,UN_DESA_PD:WorldPopulation:v2022
DM,1979,72768,UN_DESA_PD:WorldPopulation:v2022
DM,1980,72978,UN_DESA_PD:WorldPopulation:v2022
DM,1981,72932,UN_DESA_PD:WorldPopulation:v2022
DM,1982,72626,UN_DESA_PD:WorldPopulation:v2022
DM,1983,72269,UN_DESA_PD:WorldPopulation:v2022
DM,1984,71936,UN_DESA_PD:WorldPopulation:v2022
DM,1985,71596,UN_DESA_PD:WorldPopulation:v2022
DM,1986,71215,UN_DESA_PD:WorldPopulation:v2022
DM,1987,70808,UN_DESA_PD:WorldPopulation:v2022
DM,1988,70397,UN_DESA_PD:WorldPopulation:v2022
DM,1989,69975,UN_DESA_PD:WorldPopulation:v2022
DM,1990,69482,UN_DESA_PD:WorldPopulation:v2022
DM,1991,69141,UN_DESA_PD:WorldPopulation:v2022
DM,1992,69112,UN_DESA_PD:WorldPopulation:v2022
DM,1993,69169,UN_DESA_PD:WorldPopulation:v2022
DM,1994,69199,UN_DESA_PD:WorldPopulation:v2022
DM,1995,69201,UN_DESA_PD:WorldPopulation:v2022
DM,1996,69167,UN_DESA_PD:WorldPopulation:v2022
DM,1997,69081,UN_DESA_PD:WorldPopulation:v2022
DM,1998,68938,UN_DESA_PD:WorldPopulation:v2022
DM,1999,68698,UN_DESA_PD:WorldPopulation:v2022
DM,2000,68346,UN_DESA_PD:WorldPopulation:v2022
DM,2001,68153,UN_DESA_PD:WorldPopulation:v2022
DM,2002,68262,UN_DESA_PD:WorldPopulation:v2022
DM,2003,68443,UN_DESA_PD:WorldPopulation:v2022
DM,2004,68574,UN_DESA_PD:WorldPopulation:v2022
DM,2005,68674,UN_DESA_PD:WorldPopulation:v2022
DM,2006,68742,UN_DESA_PD:WorldPopulation:v2022
DM,2007,68775,UN_DESA_PD:WorldPopulation:v2022
DM,2008,68782,UN_DESA_PD:WorldPopulation:v2022
DM,2009,68787,UN_DESA_PD:WorldPopulation:v2022
DM,2010,68755,UN_DESA_PD:WorldPopulation:v2022
DM,2011,68742,UN_DESA_PD:WorldPopulation:v2022
DM,2012,68889,UN_DESA_PD:WorldPopulation:v2022
DM,2013,68819,UN_DESA_PD:WorldPopulation:v2022
DM,2014,69371,UN_DESA_PD:WorldPopulation:v2022
DM,2015,70007,UN_DESA_PD:WorldPopulation:v2022
DM,2016,70075,UN_DESA_PD:WorldPopulation:v2022
DM,2017,70403,UN_DESA_PD:WorldPopulation:v2022
DM,2018,70823,UN_DESA_PD:WorldPopulation:v2022
DM,2019,71428,UN_DESA_PD:WorldPopulation:v2022
DM,2020,71995,UN_DESA_PD:WorldPopulation:v2022
DM,2021,72413,UN_DESA_PD:WorldPopulation:v2022
DM,2022,72738,UN_DESA_PD:WorldPopulation:v2022
DO,1950,2381740,UN_DESA_PD:WorldPopulation:v2022
DO,1951,2455305,UN_DESA_PD:WorldPopulation:v2022
DO,1952,2532758,UN_DESA_PD:WorldPopulation:v2022
DO,1953,2614566,UN_DESA_PD:WorldPopulation:v2022
DO,1954,2700717,UN_DESA_PD:WorldPopulation:v2022
DO,1955,2791108,UN_DESA_PD:WorldPopulation:v2022
DO,1956,2885526,UN_DESA_PD:WorldPopulation:v2022
