region,sector/subsector,year,co2,ch4,n20,co2e100,co2e20
CZE,waste,2021,63500.544010,176773.519910,862.237654,5241652.079800,15140106.957106
DEU,fluorinated-gases,2015,0.000000,0.000000,0.000000,14861827.439588,28605876.400314
DEU,fluorinated-gases,2016,0.000000,0.000000,0.000000,15083039.824143,28791429.320872
DEU,fluorinated-gases,2017,0.000000,0.000000,0.000000,15254658.560922,28677915.367298
DEU,fluorinated-gases,2018,0.000000,0.000000,0.000000,14459152.222094,26509075.821490
DEU,fluorinated-gases,2019,0.000000,0.000000,0.000000,13875156.562640,25341176.131510
DEU,fluorinated-gases,2020,0.000000,0.000000,0.000000,13472620.009038,24191426.097193
DEU,fluorinated-gases,2021,0.000000,0.000000,0.000000,13189216.634130,23288868.632488
DEU,manufacturing,2015,145461463.777300,15586.824688,12484.522057,149657482.213669,150390909.874140
DEU,manufacturing,2016,144046843.433300,16227.412161,12575.700549,148289056.619293,149057118.999760
DEU,manufacturing,2017,146863873.242100,16384.910178,12175.933987,151004192.233639,151781581.269620
DEU,manufacturing,2018,148962843.377000,16177.743201,12390.295616,153148996.524868,153916017.848508
DEU,manufacturing,2019,143431030.692000,16015.676477,11679.274248,147390011.309076,148158289.917540
DEU,manufacturing,2020,133951364.170600,15161.066128,11147.729281,137731700.281649,138456549.255536
DEU,manufacturing,2021,141479870.801630,15945.476539,11602.455938,145402074.968292,146170566.198538
DEU,mineral-extraction,2015,260309.000000,0.000000,0.000000,260309.000000,260309.000000
DEU,mineral-extraction,2016,268604.000000,0.000000,0.000000,268604.000000,268604.000000
DEU,mineral-extraction,2017,268752.000000,0.000000,0.000000,268752.000000,268752.000000
DEU,mineral-extraction,2018,279505.000000,0.000000,0.000000,279505.000000,279505.000000
DEU,mineral-extraction,2019,281203.000000,0.000000,0.000000,281203.000000,281203.000000
DEU,mineral-extraction,2020,275683.000000,0.000000,0.000000,275683.000000,275683.000000
DEU,mineral-extraction,2021,284891.104670,0.000000,0.000000,284891.104670,284891.104670
DEU,power,2015,342075000.000000,15818.487836,5684.971934,344024435.221918,344904585.568800
DEU,power,2016,357241000.000000,16246.997851,5619.999917,359185215.917833,360089427.797572
DEU,power,2017,333356000.000000,16239.094304,5168.736738,335180409.876082,336084630.420368
DEU,power,2018,318882000.000000,15251.374613,4853.942274,320595333.191774,321444556.227828
DEU,power,2019,261902000.000000,14912.784315,3874.521790,263346306.235170,264177547.635020
DEU,power,2020,234010000.000000,14231.087075,3216.647330,235260881.980550,236054606.209420
DEU,power,2021,247500000.000000,14386.133690,3661.848931,248873201.710035,249675163.347744
DEU,transportation,2015,187799074.568448,10344.024852,6458.811252,189806473.209907,190379407.798490
DEU,transportation,2016,192040589.321679,10164.759169,6592.708270,194078625.009016,194641390.421207
DEU,transportation,2017,195595842.724364,10060.804797,6622.367675,197638951.629252,198195868.509386
DEU,transportation,2018,190963105.674209,9574.067035,6384.587196,192929764.681332,193459665.974326
DEU,transportation,2019,194769565.260746,9884.233906,6458.215909,196764434.628931,197311631.929544
DEU,transportation,2020,164597882.473454,9151.646139,5426.885934,166294868.518623,166801987.977019
DEU,transportation,2021,161460912.255093,8811.311256,5395.657922,163140311.987128,163628408.444991
DEU,agriculture,2015,58478.139045,1366092.430357,59398.482742,54049662.694673,130490638.102713
DEU,agriculture,2016,45289.179998,1349086.323397,56627.291469,52825937.373825,128317522.910902
DEU,agriculture,2017,32989.676028,1337634.055576,56009.854233,52329353.802231,127180398.504449
DEU,agriculture,2018,110400.015345,1300919.902265,50739.517170,49982126.645913,122781387.176661
DEU,agriculture,2019,69415.968152,1271355.749169,49776.137252,48858051.629772,120003245.190489
DEU,agriculture,2020,64131.838955,1271328.782775,49388.096224,48749181.697388,119893325.669282
DEU,agriculture,2021,37300.766905,1271191.856283,49386.466146,48882758.445124,120040188.235014
DEU,fossil-fuel-operations,2015,46017659.053000,622931.574554,288.738851,69917905.726572,121965265.609040
DEU,fossil-fuel-operations,2016,45426387.195000,604635.862461,290.564477,68504215.324448,119599979.708668
DEU,fossil-fuel-operations,2017,45032179.703800,601411.175004,287.978173,67989523.845732,118952582.946520
DEU,fossil-fuel-operations,2018,42902252.584900,582063.545871,273.525301,65088404.966928,114779884.220108
DEU,fossil-fuel-operations,2019,41028780.796900,533773.367584,271.699675,61170231.924252,107009089.026080
DEU,fossil-fuel-operations,2020,37322741.138700,465601.388440,259.833107,54546233.900620,93328623.478184
DEU,fossil-fuel-operations,2021,35019287.825100,423686.281726,252.012869,50453393.866588,84894405.541088
DEU,waste,2015,167136.641300,695367.873324,8044.532535,21769238.216147,60701794.589756
DEU,waste,2016,165481.708200,700429.347564,8145.961148,21936183.144212,61152080.646648
DEU,waste,2017,164075.111800,709681.093229,8236.526128,22217825.146132,61951729.840828
DEU,waste,2018,162668.515300,706073.892983,8247.507729,22118327.067009,61650217.566328
DEU,waste,2019,154439.926100,706739.563132,8267.292114,22133980.104006,61703128.347284
DEU,waste,2020,65332.040750,707363.764149,8242.148413,22055686.766367,61659815.410298
DEU,waste,2021,44971.120640,708762.942294,8281.671589,22084976.475957,61767419.572832
DEU,buildings,2015,130726062.337800,110875.376309,628.662061,133997168.320617,140205560.731860
DEU,buildings,2016,134305580.539600,104378.525784,610.743867,137390026.386307,143234613.086344
DEU,buildings,2017,132432855.247900,106000.503469,610.198847,135562572.039487,141497990.034904
DEU,buildings,2018,127658817.860700,111680.173835,2666.320587,131492437.683635,137743861.097808
DEU,buildings,2019,128265654.976800,111382.311710,2700.762455,132100061.755255,138334770.448560
DEU,buildings,2020,121289112.112900,103650.799884,2452.557281,124841262.189117,130643254.425340
DEU,buildings,2021,123972370.365600,104409.634809,2440.985227,127542701.225407,133387199.789484
DJI,transportation,2015,453949.004372,85.021664,18.958364,461373.944757,466116.621369
DJI,transportation,2016,405029.145535,78.483790,18.492930,412145.436313,416522.410865
DJI,transportation,2017,369069.946230,69.879352,16.585283,375440.323639,379337.368400
DJI,transportation,2018,386725.683269,71.087858,17.153339,393281.675405,397245.854171
DJI,transportation,2019,362743.723853,65.907889,16.018384,368853.489418,372528.716104
DJI,transportation,2020,385649.385208,57.657624,13.536446,390863.740074,394079.295297
DJI,transportation,2021,707609.607009,61.620520,14.738716,713256.828062,716693.171611
DJI,waste,2015,0.000000,16446.512480,39.218099,470895.145675,1391860.626456
DJI,waste,2016,0.000000,17921.233230,40.265320,512464.840240,1516013.635800
DJI,waste,2017,0.000000,18594.488393,40.830991,531465.887619,1572716.406636
DJI,waste,2018,0.000000,18466.685978,41.446366,528050.494374,1562143.462776
DJI,waste,2019,0.000000,18553.680885,42.194273,530684.547125,1569648.482412
DJI,waste,2020,0.000000,18642.232223,42.955678,533365.756914,1577287.805724
DJI,waste,2021,0.000000,18721.376172,43.703194,535779.879226,1584133.241664
DJI,agriculture,2015,0.000000,18732.100000,821.100000,742090.300000,1790266.800000
DJI,agriculture,2016,0.000000,18656.000000,817.500000,739005.500000,1782924.000000
DJI,agriculture,2017,0.000000,18639.300000,816.900000,738378.900000,1781362.800000
DJI,agriculture,2018,0.000000,18647.900000,817.200000,738699.200000,1782164.400000
DJI,agriculture,2019,0.000000,18656.500000,817.600000,739046.000000,1782992.400000
DJI,agriculture,2020,0.000000,18656.500000,817.600000,739046.000000,1782992.400000
DJI,agriculture,2021,0.000000,18656.500000,817.600000,739046.000000,1782992.400000
DJI,buildings,2015,89696.728270,1492.718228,5.285068,132893.381674,216480.317374
DJI,buildings,2016,87549.587960,1545.030012,4.789069,132079.531581,218596.423184
DJI,buildings,2017,75382.671110,1609.102708,4.597661,121655.927099,211761.081086
DJI,buildings,2018,69832.908200,1728.679785,4.180869,119343.872465,216145.759556
DJI,buildings,2019,64184.958690,1779.653567,3.871914,115041.315776,214698.043614
DJI,buildings,2020,56295.444470,1801.269278,3.394726,107630.586644,208498.271486
DJI,buildings,2021,60117.019260,1801.684400,3.623839,111524.499795,212415.202356
DJI,manufacturing,2015,172634.061000,10.395778,0.965581,173181.021749,173762.219736
DJI,manufacturing,2016,152202.759380,9.888298,0.786584,152688.076484,153241.034588
DJI,manufacturing,2017,161953.333510,9.621569,0.768814,162426.473152,162964.512202
DJI,manufacturing,2018,183317.704215,10.802142,0.876220,183852.362491,184456.406223
DJI,manufacturing,2019,181738.684914,10.825029,0.811921,182256.944791,182862.334494
DJI,manufacturing,2020,169814.573854,10.408382,0.711849,170294.648535,170876.806078
DJI,manufacturing,2021,177287.192297,10.649141,0.759884,177786.737505,178382.329517
DJI,mineral-extraction,2015,707.000000,0.000000,0.000000,707.000000,707.000000
DJI,mineral-extraction,2016,707.000000,0.000000,0.000000,707.000000,707.000000
DJI,mineral-extraction,2017,725.000000,0.000000,0.000000,725.000000,725.000000
DJI,mineral-extraction,2018,725.000000,0.000000,0.000000,725.000000,725.000000
DJI,mineral-extraction,2019,725.000000,0.000000,0.000000,725.000000,725.000000
DJI,mineral-extraction,2020,748.000000,0.000000,0.000000,748.000000,748.000000
DJI,mineral-extraction,2021,749.000000,0.000000,0.000000,749.000000,749.000000
DJI,power,2015,145174.099700,6.120909,1.041513,145621.486097,145963.215488
DJI,power,2016,124406.987400,5.594655,0.890200,124799.540740,125111.951220
DJI,power,2017,118832.984300,4.655448,0.856276,119190.249984,119450.098796
DJI,power,2018,120668.112600,4.731427,0.860507,121028.626911,121292.726316
DJI,power,2019,112038.945800,4.452988,0.797818,112375.051234,112623.620744
DJI,power,2020,98377.813840,4.013197,0.699748,98675.616576,98899.655860
DJI,power,2021,105173.291400,4.245720,0.747246,105490.191750,105727.204824
DJI,fluorinated-gases,2015,0.000000,0.000000,0.000000,0.000000,0.000000
DJI,fluorinated-gases,2016,0.000000,0.000000,0.000000,0.000000,0.000000
DJI,fluorinated-gases,2017,0.000000,0.000000,0.000000,0.000000,0.000000
DJI,fluorinated-gases,2018,0.000000,0.000000,0.000000,0.000000,0.000000
DJI,fluorinated-gases,2019,0.000000,0.000000,0.000000,0.000000,0.000000
DJI,fluorinated-gases,2020,0.000000,0.000000,0.000000,0.000000,0.000000
DJI,fluorinated-gases,2021,0.000000,0.000000,0.000000,0.000000,0.000000
DJI,fossil-fuel-operations,2015,213392.900000,2764.777822,3.205789,292373.693101,445882.665344
DJI,fossil-fuel-operations,2016,213392.900000,2979.262343,3.496381,298456.266569,463976.081396
DJI,fossil-fuel-operations,2017,386645.080000,2918.774641,3.414430,469993.073898,632125.659364
DJI,fossil-fuel-operations,2018,213392.900000,2972.037600,3.486593,298251.379945,463366.618952
DJI,fossil-fuel-operations,2019,213392.900000,3060.147653,3.605968,300750.095804,470799.378404
DJI,fossil-fuel-operations,2020,213392.900000,3094.900686,3.653053,301735.658253,473731.063616
DJI,fossil-fuel-operations,2021,0.000000,2711.409961,3.653053,76887.537953,228722.842716
DMA,power,2015,295324.626000,8.657871,3.628729,296528.659573,297009.871620
DMA,power,2016,306741.652000,8.019276,3.803448,307974.105448,308419.381456
DMA,power,2017,92478.598580,6.026284,0.716563,92837.223727,93173.979068
DMA,power,2018,98885.557130,6.725948,0.765582,99276.762904,99652.650410
DMA,power,2019,95502.892850,6.628969,0.739907,95884.579337,96255.061694
DMA,power,2020,79000.000000,5.979855,0.610642,79329.256070,79663.517308
DMA,power,2021,87812.247670,6.321661,0.680324,88169.540038,88522.872730
DMA,fluorinated-gases,2020,0.000000,0.000000,0.000000,0.000000,0.000000
DMA,fluorinated-gases,2017,0.000000,0.000000,0.000000,0.000000,0.000000
DMA,fluorinated-gases,2015,0.000000,0.000000,0.000000,0.000000,0.000000
DMA,fluorinated-gases,2016,0.000000,0.000000,0.000000,0.000000,0.000000
DMA,fluorinated-gases,2018,0.000000,0.000000,0.000000,0.000000,0.000000
DMA,fluorinated-gases,2019,0.000000,0.000000,0.000000,0.000000,0.000000
DMA,fluorinated-gases,2021,0.000000,0.000000,0.000000,0.000000,0.000000
DMA,buildings,2015,24111.252427,46.631729,2.927571,26192.747154,28801.196407
DMA,buildings,2016,26530.980362,44.740850,3.539901,28721.797927,31223.745626
DMA,buildings,2017,22794.789560,44.141329,3.101800,24852.723772,27321.536396
DMA,buildings,2018,27313.375736,44.501882,3.492430,29484.922382,31973.535344
DMA,buildings,2019,26361.135555,45.314346,3.380652,28525.810023,31060.032747
DMA,buildings,2020,22103.914384,45.395586,2.795141,24115.703157,26655.060832
DMA,buildings,2021,24539.865201,45.670192,3.112917,26643.553582,29197.971417
DMA,manufacturing,2015,22772.298958,8.754555,0.144234,23055.648508,23545.759354
DMA,manufacturing,2016,21324.822686,8.851932,0.130678,21607.306452,22102.883966
DMA,manufacturing,2017,18646.729964,9.895657,0.110242,18953.022490,19507.069040
DMA,manufacturing,2018,21755.433630,7.772033,0.138872,22009.851634,22444.946610
DMA,manufacturing,2019,21180.058082,7.821418,0.134755,21434.767861,21872.632514
DMA,manufacturing,2020,18602.074129,7.691498,0.115102,18847.938103,19278.546889
DMA,manufacturing,2021,20156.014565,7.752888,0.127272,20406.822509,20840.856965
DMA,mineral-extraction,2015,263.000000,0.000000,0.000000,263.000000,263.000000
DMA,mineral-extraction,2016,60.000000,0.000000,0.000000,60.000000,60.000000
DMA,mineral-extraction,2017,57.000000,0.000000,0.000000,57.000000,57.000000
DMA,mineral-extraction,2018,24.000000,0.000000,0.000000,24.000000,24.000000
DMA,mineral-extraction,2019,69.000000,0.000000,0.000000,69.000000,69.000000
DMA,mineral-extraction,2020,50.000000,0.000000,0.000000,50.000000,50.000000
DMA,mineral-extraction,2021,0.000000,0.000000,0.000000,0.000000,0.000000
DMA,transportation,2015,184978.895301,12.137197,2.817083,186066.789395,186743.686967
DMA,transportation,2016,187605.751356,11.600480,3.123959,188759.983088,189406.518532
DMA,transportation,2017,184235.207004,10.460206,2.810636,185274.328133,185857.318376
DMA,transportation,2018,190229.616541,11.944228,2.775384,191300.732764,191966.859005
DMA,transportation,2019,279889.148859,11.562139,2.686632,280926.009384,281570.826615
DMA,transportation,2020,235135.564397,9.557947,2.280538,236009.023514,236542.018977
DMA,transportation,2021,492305.894150,10.621900,2.433740,493249.008444,493841.416857
DMA,waste,2015,72.013647,1180.521377,3.659889,34096.482788,100202.020011
DMA,waste,2016,72.703100,1192.795478,3.739488,34461.940804,101254.748084
DMA,waste,2017,75.432765,1186.179849,3.760808,34285.082657,100707.393393
DMA,waste,2018,76.150006,1193.467047,3.749584,34486.867082,101317.272130
DMA,waste,2019,76.858302,1195.499707,3.765462,34548.697528,101492.915658
DMA,waste,2020,77.571965,1197.542483,3.781414,34610.836199,101669.433833
DMA,waste,2021,78.683628,1199.746703,3.805719,34680.106847,101862.116496
DMA,agriculture,2015,0.000000,1020.500000,26.000000,35464.000000,92586.000000
DMA,agriculture,2016,0.000000,1020.400000,26.000000,35461.200000,92577.600000
DMA,agriculture,2017,0.000000,1025.000000,26.100000,35616.500000,92990.400000
DMA,agriculture,2018,0.000000,1028.500000,26.100000,35714.500000,93284.400000
DMA,agriculture,2019,0.000000,1031.800000,26.200000,35833.400000,93588.000000
DMA,agriculture,2020,0.000000,1031.800000,26.200000,35833.400000,93588.000000
DMA,agriculture,2021,0.000000,1031.800000,26.200000,35833.400000,93588.000000
DMA,fossil-fuel-operations,2015,0.000000,72.855391,0.098700,2066.106448,6145.909644
DMA,fossil-fuel-operations,2016,0.000000,66.154918,0.089600,1876.081704,5580.667512
DMA,fossil-fuel-operations,2017,0.000000,64.849524,0.087900,1839.080172,5470.565616
DMA,fossil-fuel-operations,2018,0.000000,62.945876,0.085300,1785.089028,5309.972784
DMA,fossil-fuel-operations,2019,0.000000,63.310054,0.085800,1795.418512,5340.695736
DMA,fossil-fuel-operations,2020,0.000000,63.310054,0.085800,1795.418512,5340.695736
DMA,fossil-fuel-operations,2021,0.000000,63.310054,0.085800,1795.418512,5340.695736
DNK,agriculture,2015,11636.115178,241135.982362,8846.346933,9107725.275748,22602334.315631
DNK,agriculture,2016,7789.753940,241647.453301,8756.973254,9094516.169259,22617909.720191
DNK,agriculture,2017,2696.453287,239841.060758,9168.933819,9148013.550898,22569907.029297
DNK,agriculture,2018,15316.161085,241247.362669,7827.840508,8844619.678223,22346434.038479
DNK,agriculture,2019,6180.393500,239603.240283,9050.275480,9113393.973307,22522040.370377
DNK,agriculture,2020,16047.131439,239653.593016,9008.694917,9113651.498883,22525023.876628
DNK,agriculture,2021,11395.409058,239629.853971,9008.412309,9136377.325251,22549998.931900
DNK,buildings,2015,4323412.462930,13760.514577,405.310936,4816114.269126,5586297.774502
DNK,buildings,2016,4371204.738680,14495.879260,403.371106,4883982.701050,5695348.568504
DNK,buildings,2017,4244586.212710,13871.551158,369.985983,4731035.930629,5507472.809494
DNK,buildings,2018,4204080.245950,13242.753852,373.837748,4673944.357026,5415164.734990
DNK,buildings,2019,4032253.739180,12215.306973,351.149593,4467336.976569,5151043.017464
DNK,buildings,2020,3292041.589595,12149.743755,291.092612,3709373.956915,4389468.514583
DNK,buildings,2021,3300688.505166,12170.694690,292.332294,3718936.014396,4400202.584742
DNK,power,2015,14385000.000000,3023.552168,173.150044,14515544.222364,14684689.993728
DNK,power,2016,17152000.000000,3245.039242,189.441710,17293063.151926,17474595.907768
DNK,power,2017,16095000.000000,3672.131493,156.899815,16239398.132779,16444880.596572
DNK,power,2018,16015000.000000,3602.648347,156.536543,16157356.337611,16358948.108500
DNK,power,2019,13262000.000000,3647.785357,118.127933,13395441.892241,13599599.744300
DNK,power,2020,12140000.000000,3640.036381,111.667752,12271512.972948,12475243.342532
DNK,power,2021,16649000.000000,3656.063073,128.200483,16785342.894039,16989954.225644
DNK,fluorinated-gases,2015,0.000000,0.000000,0.000000,642836.310759,1155323.480560
DNK,fluorinated-gases,2016,0.000000,0.000000,0.000000,689001.908073,1278220.981930
DNK,fluorinated-gases,2017,0.000000,0.000000,0.000000,569292.460086,1063946.644240
DNK,fluorinated-gases,2018,0.000000,0.000000,0.000000,664720.217511,1262474.694030
DNK,fluorinated-gases,2019,0.000000,0.000000,0.000000,537986.192726,1003044.506850
DNK,fluorinated-gases,2020,0.000000,0.000000,0.000000,493392.100944,918211.278752
DNK,fluorinated-gases,2021,0.000000,0.000000,0.000000,469187.134153,868806.108482
DNK,fossil-fuel-operations,2015,3894828.348000,85670.998942,18.833202,6453436.411000,11883568.730000
DNK,fossil-fuel-operations,2016,3736557.640000,84715.267754,17.936382,6266417.661000,11647767.962000
DNK,fossil-fuel-operations,2017,3883400.352000,84853.815607,19.345670,6417809.067000,11834436.983000
DNK,fossil-fuel-operations,2018,3678511.813000,74407.612918,19.473787,5901661.866000,10650007.667000
DNK,fossil-fuel-operations,2019,3374013.876000,57954.572560,19.730021,5106939.685000,8773194.401000
DNK,fossil-fuel-operations,2020,2723240.551100,33792.909786,18.192616,3735690.663000,5751640.466000
DNK,fossil-fuel-operations,2021,2792280.415500,31254.482860,19.493606,3729473.100000,5592403.509000
DNK,manufacturing,2015,5606960.047898,380.090915,886.285032,5852468.126998,5872866.933206
DNK,manufacturing,2016,5311959.442957,347.961507,887.443611,5556874.922068,5575473.322849
DNK,manufacturing,2017,5633616.271017,382.362373,888.830199,5879862.420196,5900385.882885
DNK,manufacturing,2018,5581566.323634,394.573313,888.518222,5828071.705228,5849279.292534
DNK,manufacturing,2019,5490875.837570,386.862879,846.148947,5725937.469137,5746755.641414
DNK,manufacturing,2020,4799361.190273,366.260666,689.459751,4992323.322936,5012144.460481
DNK,manufacturing,2021,4973653.623171,381.770486,701.951481,5170360.339244,5191037.534979
DNK,mineral-extraction,2015,13250.000000,0.000000,0.000000,13250.000000,13250.000000
DNK,mineral-extraction,2016,14912.000000,0.000000,0.000000,14912.000000,14912.000000
DNK,mineral-extraction,2017,15192.000000,0.000000,0.000000,15192.000000,15192.000000
DNK,mineral-extraction,2018,16017.000000,0.000000,0.000000,16017.000000,16017.000000
DNK,mineral-extraction,2019,16110.000000,0.000000,0.000000,16110.000000,16110.000000
DNK,mineral-extraction,2020,15789.000000,0.000000,0.000000,15789.000000,15789.000000
DNK,mineral-extraction,2021,16924.000000,0.000000,0.000000,16924.000000,16924.000000
DNK,transportation,2015,30427961.724562,639.688721,561.533732,30595289.307351,30630562.972250
DNK,transportation,2016,31336550.831705,630.218649,573.292186,31506781.075871,31541513.731741
DNK,transportation,2017,32047004.040709,615.285106,569.076158,32215707.313205,32249608.080925
DNK,transportation,2018,32336976.952360,612.462223,576.397380,32507592.596316,32541329.023564
DNK,transportation,2019,37043389.083012,601.250242,566.049388,37210944.668366,37244063.491790
DNK,transportation,2020,38915425.880206,482.752387,427.705505,39042538.333556,39069150.010251
DNK,transportation,2021,32167495.017724,475.594954,428.439525,32294602.153477,32320812.291809
DNK,waste,2015,944.540586,48804.330128,749.285638,1566026.478240,4298319.679770
DNK,waste,2016,946.897378,48262.296185,768.945302,1556061.695588,4257981.336646
DNK,waste,2017,952.929126,47657.688570,792.151266,1545288.294576,4213326.703230
DNK,waste,2018,959.716118,48389.256522,808.086442,1570001.805864,4278992.084654
DNK,waste,2019,965.232498,49326.699217,831.240625,1602391.576199,4363855.491726
DNK,waste,2020,971.112735,50331.518789,855.563972,1636978.091407,4454687.579619
DNK,waste,2021,976.427164,51097.155297,876.819639,1664053.979815,4524617.856808
DOM,fluorinated-gases,2015,0.000000,0.000000,0.000000,862057.259443,2030820.208294
DOM,fluorinated-gases,2016,0.000000,0.000000,0.000000,983508.652861,2313986.041868
DOM,fluorinated-gases,2017,0.000000,0.000000,0.000000,1103301.762015,2588464.098564
DOM,fluorinated-gases,2018,0.000000,0.000000,0.000000,1249911.158397,2923112.657316
DOM,fluorinated-gases,2019,0.000000,0.000000,0.000000,1379195.793637,3220543.476438
DOM,fluorinated-gases,2020,0.000000,0.000000,0.000000,1511091.505757,3522729.286268
DOM,fluorinated-gases,2021,0.000000,0.000000,0.000000,1656243.420991,3854725.956448
DOM,waste,2015,413.004874,160501.195627,405.682932,4601952.459410,13589613.731590
DOM,waste,2016,421.954522,164844.433828,425.783971,4728898.854021,13959761.364418
DOM,waste,2017,430.911683,168529.076518,440.027783,4835852.416682,14273040.673907
DOM,waste,2018,439.873615,173180.345828,452.368770,4969367.280849,14667014.278447
DOM,waste,2019,448.837098,174050.851461,459.382092,4995608.932386,14741997.232110
DOM,waste,2020,457.800461,174936.106486,466.509468,5022293.791089,14818249.244837
DOM,waste,2021,466.759578,175623.088666,478.674776,5044762.057866,14879176.348386
DOM,agriculture,2015,118553.041464,228213.955446,7570.972493,8489085.866910,21182581.806188
DOM,agriculture,2016,49678.917429,229996.697460,7671.318160,8495952.093894,21287816.960488
DOM,agriculture,2017,50934.708837,232921.212116,7773.974454,8604649.378137,21555220.766897
DOM,agriculture,2018,86809.964389,237351.823614,7776.043995,8762185.768770,21951546.559003
DOM,agriculture,2019,82821.460569,238891.415160,7912.671680,8839754.784492,22121978.358501
DOM,agriculture,2020,67965.773357,240709.150418,7868.099148,8862469.485581,22242190.084266
DOM,agriculture,2021,66126.261096,240699.762871,7867.987391,8869147.361218,22249468.773628
DOM,buildings,2015,1681786.642000,6075.401579,74.825660,1871726.686112,2211874.348876
DOM,buildings,2016,1770849.613000,6167.058985,83.705506,1965709.223670,2310980.821324
DOM,buildings,2017,1732829.763000,6179.653993,78.354976,1926624.143444,2272606.412076
DOM,buildings,2018,1770606.851000,6284.933487,85.196304,1969162.009196,2321033.088164
DOM,buildings,2019,1847889.480000,6372.732809,97.440057,2052147.613757,2408923.211004
DOM,buildings,2020,1525054.962000,6421.179941,80.416845,1726158.464273,2085664.124124
DOM,buildings,2021,1699082.864000,6435.240223,89.593416,1903011.845484,2263295.704556
DOM,fossil-fuel-operations,2015,106178.392300,10322.708717,14.856063,399685.930549,976813.422999
DOM,fossil-fuel-operations,2016,136267.335313,10900.729369,15.278437,445985.807101,1055630.728005
DOM,fossil-fuel-operations,2017,110281.222273,11184.419799,15.570732,427954.358775,1053600.551667
DOM,fossil-fuel-operations,2018,147706.272417,11752.703335,16.469137,481624.723704,1138928.304762
DOM,fossil-fuel-operations,2019,152984.961756,12241.394677,17.106043,500739.991597,1185436.686204
DOM,fossil-fuel-operations,2020,126257.907865,12215.919736,17.117328,473316.243937,1156562.674764
DOM,fossil-fuel-operations,2021,140665.388913,12210.043669,17.534489,487828.811383,1170469.366027
DOM,manufacturing,2015,5018277.554379,426.617956,20.556759,5035670.398282,5059540.447059
DOM,manufacturing,2016,5261600.238788,482.129019,23.243581,5281259.400285,5308235.381768
DOM,manufacturing,2017,5310147.716852,521.239139,23.183815,5330886.123719,5360052.331688
DOM,manufacturing,2018,5298164.987934,494.679961,22.354760,5317940.038242,5345619.761298
DOM,manufacturing,2019,6014620.452869,489.723527,26.521843,6035361.000020,6062758.995689
DOM,manufacturing,2020,5559757.599120,485.400842,24.718018,5579899.097466,5607056.826600
DOM,manufacturing,2021,5988276.152425,497.184700,26.906586,6009327.569315,6037143.005929
DOM,mineral-extraction,2015,19050.000000,0.000000,0.000000,19050.000000,19050.000000
DOM,mineral-extraction,2016,14625.000000,0.000000,0.000000,14625.000000,14625.000000
DOM,mineral-extraction,2017,11050.000000,0.000000,0.000000,11050.000000,11050.000000
DOM,mineral-extraction,2018,10702.000000,0.000000,0.000000,10702.000000,10702.000000
DOM,mineral-extraction,2019,9634.000000,0.000000,0.000000,9634.000000,9634.000000
DOM,mineral-extraction,2020,8958.000000,0.000000,0.000000,8958.000000,8958.000000
DOM,mineral-extraction,2021,8607.629666,0.000000,0.000000,8607.629666,8607.629666
DOM,power,2015,10711404.470000,277.482246,77.094343,10739603.973783,10755065.885216
DOM,power,2016,10909000.000000,281.366928,78.696192,10937732.764864,10953410.616640
DOM,power,2017,9918000.000000,302.470812,72.489379,9945678.868171,9962544.744264
DOM,power,2018,10995929.470000,361.413225,78.448312,11026837.842980,11046998.535268
DOM,power,2019,11656127.850000,373.165621,83.806786,11688785.285678,11709598.753668
DOM,power,2020,11333000.000000,344.775817,90.449693,11366622.891521,11385839.887580
DOM,power,2021,12602359.640000,384.651302,96.309044,12638651.773116,12660095.936984
DOM,transportation,2015,7826927.297392,874.388534,322.280112,7937219.379177,7985871.243976
DOM,transportation,2016,8345080.429997,931.690478,373.375034,8470526.973647,8522336.856483
DOM,transportation,2017,8255666.781338,906.901743,366.845543,8378692.476227,8429120.792894
DOM,transportation,2018,8940906.350423,1004.174667,375.837625,9069057.959325,9124924.968819
DOM,transportation,2019,9395415.467315,1054.716931,402.959456,9532171.210778,9590841.499724
DOM,transportation,2020,7118907.841252,867.736891,314.985160,7226886.835111,7275169.491722
DOM,transportation,2021,8388726.040503,972.900140,364.146280,8512808.293743,8566933.644022
DZA,agriculture,2015,314525.955161,280209.703430,18264.288503,13000375.829680,28669388.339284
DZA,agriculture,2016,285916.824110,277797.894205,18489.360402,12963875.596006,28497978.601236
DZA,agriculture,2017,275416.657971,273545.597510,17817.972482,12656394.227848,27953185.995814
DZA,agriculture,2018,171501.068042,271279.464287,17839.319263,12494687.628099,27665984.008468
DZA,agriculture,2019,264391.330317,274466.126468,18810.052657,12934045.549763,28281547.079502
DZA,agriculture,2020,236087.933489,274321.280590,18545.483131,12831576.556344,28171620.529063
DZA,agriculture,2021,116235.181113,273709.638354,18538.201676,12708522.778326,28017947.559882
DZA,fossil-fuel-operations,2015,61063782.604860,3011585.627728,292.454120,150888608.247670,325063060.327546
DZA,fossil-fuel-operations,2016,61614730.503000,3502243.453240,287.239096,166059770.897367,367243073.110645
DZA,fossil-fuel-operations,2017,62718209.541840,3848989.723729,275.411958,177493106.429262,398207606.908931
DZA,fossil-fuel-operations,2018,63139739.907880,4004308.231111,280.125543,182544470.970706,412374018.003359
DZA,fossil-fuel-operations,2019,63084808.046940,3932606.842070,289.023578,180355064.026562,407146121.039870
