"Idaho Emissions by Gas, MMT CO2 eq.",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Carbon dioxide,12.417921575,13.249125452999998,12.314136477,13.344803233,13.439092025999999,14.275182564,15.085139403,15.063816839000001,15.121804684000002,16.023188867999995,16.690579574999997,16.650769627999992,16.070084827000002,15.726333277,16.769257058999997,16.918500447999996,17.112818154000006,17.443379200000006,16.782446039000007,16.135833994,16.445490999,16.221020741,15.964794449999998,17.388249817,16.690770048999997,17.278580160999997,17.512514665999998,17.884131439,17.918223894,19.032681499000002,18.762079359000005
Methane,4.6505465736,4.8741944915,4.97385027,4.993181441,5.241150483999999,5.440275251,5.614742747,5.741073717000001,5.905104646,6.041841684,6.385263655,6.593868518000001,6.718809515,6.922061184,6.834578630000001,7.163690701999999,7.500277916000001,8.005230526,8.017610677,7.929894976999999,7.7294420289999985,7.826367378,7.958926641,8.402617936999999,8.057504598000001,8.430245786,8.648356410000002,8.811723226000002,8.861347842,9.054060092999999,9.337719895000001
Nitrous oxide,4.176397756000001,4.231578678000001,4.2326260819999995,4.812473204,4.527928862,5.067144933000001,4.906348583000001,5.159451696,5.383908626999999,4.959428246,4.971575907999998,4.652398558000001,4.861359381000001,5.2582813480000015,5.263625243,5.586652057999999,5.448691568999999,5.049406144000001,5.009419778,5.551170814000001,4.832084534000001,5.535212712,5.041697966,5.4974377610000005,5.280058429,5.386400265000001,5.387292988,5.371763784999999,5.446579045999999,5.536567653999999,5.263303507
Fluorinated gases,0.5306624673000001,0.5155494568000001,0.515948049,0.555209575,0.5812012440000001,0.6648298699999999,0.7123124049999999,0.7487774360000001,0.806995205,0.847403624,0.798600939,0.726877602,0.7338680150000001,0.7354247,0.732385431,0.736488228,0.771994558,0.7894095430000001,0.817746501,0.772069709,0.6234323629999999,0.366465802,0.756555059,0.642421169,0.742341473,0.7685354470000001,0.7901050540000001,0.7829424629999999,0.799524462,0.818882809,0.847557093
Total,21.7755283719,22.870448079299997,22.036560877999996,23.705667453,23.789372615999998,25.447432618,26.318543138,26.713119688000003,27.217813162000002,27.871862422,28.846020076999995,28.623914305999993,28.384121738,28.642100509000002,29.599846363,30.405331435999994,30.83378219700001,31.287425413000012,30.627222995000007,30.388969494,29.630449924999997,29.949066633,29.721974116,31.930726683999996,30.770674549,31.863761659,32.338269118,32.850560912999995,33.025675244,34.44219205500001,34.210659854000006
