"Maine Emissions by Gas, MMT CO2 eq.",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Carbon dioxide,18.839917319,18.690390770000004,19.613832239,18.939478727,20.043357257,18.906652552999997,19.641547885999998,19.845968247000005,19.232699167999996,20.387248334000002,22.359549645999998,22.744952486999996,24.090327347000002,24.186629383000007,24.475289423,23.156884290999997,21.777090599000005,21.397575255,19.345797027,18.381463963999998,17.764031120999995,17.728303368,15.592020445000001,16.334848426,16.428367220000005,16.415201603,15.795453986,14.509528497000002,14.399256589000002,14.032580310000002,13.105093922000004
Methane,1.044612926,1.06402382,1.0637441220000001,1.0178195330000002,1.022879145,1.0378333910000002,1.0966771629999998,1.068264404,1.075538634,1.172778366,1.210739282,1.194473253,1.1639253760000001,1.082564597,1.078271849,1.1832175580000002,1.274441227,1.23823766,1.314953814,1.3102568940000001,1.1867722900000002,1.141769161,0.9966627050000001,1.012690145,1.024345828,1.0626049,0.980421656,0.9713506390000001,0.9966362100000001,1.004304061,0.973095
Nitrous oxide,0.8026970470000001,0.8064457960000002,0.8135466170000001,0.8236749489999997,0.849864958,0.8510088219999998,0.8879905860000001,0.885573021,0.865706997,0.8731870930000001,0.855997171,0.8204737139999999,0.8477047659999999,0.839880481,0.821688433,0.8205894869999999,0.8445553459999999,0.7819573710000001,0.810985292,0.7459682440000001,0.7368730090000001,0.7044756669999999,0.685757647,0.6811771759999997,0.6327911290000001,0.631960632,0.6051372160000001,0.5909475,0.603813283,0.6130976780000001,0.5632835340000001
Fluorinated gases,0.21019176660000005,0.2060351888,0.20895059300000002,0.240028248,0.272627937,0.35286049799999997,0.40470013999999993,0.447344427,0.500392171,0.5338394740000001,0.5200410280000001,0.4909808949999999,0.506079827,0.514364306,0.518555157,0.524396679,0.5513194029999999,0.5644448630000001,0.582883814,0.618952745,0.648878659,0.762336487,0.6738504334,0.7518169370000001,0.6400664619999998,0.6534759250000001,0.642532374,0.6469956480000001,0.638802051,0.6395039159999999,0.6432971759999998
Total,20.8974190586,20.766895574800003,21.700073571,21.021001457000004,22.188729297000002,21.148355263999996,22.030915774999997,22.247150099000006,21.67433697,22.967053267,24.946327126999996,25.250880348999996,26.608037316000004,26.62343876700001,26.893804862,25.685088014999994,24.447406575000006,23.982215148999998,22.054619947,21.056641846999998,20.336555078999996,20.336884682999997,17.9482912304,18.780532684,18.725570639000008,18.763243059999997,18.023545231999996,16.718822284,16.638508133000002,16.289485965000004,15.284769632000003
