"North Dakota Emissions by Gas, MMT CO2 eq.",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Carbon dioxide,45.819310277,46.894857861999995,48.431636304,48.574762245,49.003352963999994,48.972215637999994,49.85217075399999,48.381730627,50.41197394200001,50.780976841,50.53964076200001,50.933852415000004,50.78847253800001,50.628613991000016,49.10481391499998,52.192204757999995,50.70205224,51.881926492,53.11863849600001,52.577546664,54.030328016,56.50484859199999,60.50373667200001,62.81193272800001,66.306598048,66.04493947899998,59.96240146000001,62.348894939000004,70.65189213800002,73.008706682,61.861832817999996
Methane,4.659537935,4.728153330999999,4.801056226,4.8667524559999995,5.052917504,5.146286142,5.026932008,5.039330283999999,4.785283746,4.86240284,4.828701881999999,4.9147774029999995,4.870036431999999,4.771333123000001,4.621273786,4.661275962,4.768978497,4.950337880999999,5.078586603000001,5.049978482999999,5.381238467999999,5.6578897679999995,6.0796459270000005,6.581295486,6.909026164,6.616887405,6.407263186,6.611801744,7.179149252,7.550174087,6.901639766
Nitrous oxide,10.258768836,10.113914013000002,10.947261447,13.237744481000002,11.819187262,11.851222133,11.705930535999999,11.304163817000001,11.058462593,11.254731707,10.879335595999999,11.608114117999998,9.343596126,11.151321395000002,11.195823315000002,11.425603108,9.80710161,13.055869546,10.256590007999998,10.981636853,12.977905746,11.959815292000002,9.548625824,14.358364733999998,14.21198662,13.059784160000001,13.525923467999997,13.397998629000002,13.610448314000001,13.656660655,12.906966777000001
Fluorinated gases,0.6032900607,0.5786400088,0.576655552,0.5708689419999999,0.5620606009999999,0.5665977569999999,0.5610985129999999,0.557903676,0.516329125,0.5395244539999999,0.531833572,0.531788153,0.506881744,0.4980707040000001,0.48870308999999995,0.47609988799999986,0.45804783000000004,0.459020306,0.46868741499999994,0.4337448610000001,0.5090065870000001,0.5084178140000001,0.5096815720999999,0.46743950380000004,0.464112688,0.46410773000000005,0.470741422,0.46550807599999994,0.465174125,0.4788869380000001,0.48555141500000004
Total,61.3409071087,62.315565214799996,64.756609529,67.25012812400001,66.43751833099999,66.53632166999999,67.146131811,65.283128404,66.77204940600001,67.437635842,66.77951181200001,67.988532089,65.50898684,67.04933921300001,65.41061410599998,68.75518371599999,65.736180177,70.347154225,68.92250252200002,69.04290686099999,72.898478817,74.63097146599999,76.6416899951,84.21903245179999,87.89172352,86.18571877399998,80.36632953600001,82.82420338800002,91.90666382900002,94.694428362,82.15599077600001
