"Rhode Island Emissions by Gas, MMT CO2 eq.",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Carbon dioxide,8.749048654,10.503892284999997,12.855157756,10.511187048,12.511918281,11.749105856,13.254066794,12.961061768999999,13.475152171,12.849851481,11.447300753,12.074213423999998,11.371410997999998,11.27118351,10.797462753,10.955931828,10.441224156,10.956646110999998,10.516404166,11.071690677000001,10.906969422000001,10.946077311,10.304616581000001,9.914069663,10.438005752999999,10.670716934,9.446477958,9.776947481,10.892901925000002,10.26138299,9.654048755000002
Methane,1.0937685899999998,1.058993294,1.073846237,0.9460434090000001,0.996217699,1.009505678,0.963828303,0.9749076329999999,1.021117609,0.867193624,0.903133763,0.885244613,0.846298037,0.90043018004,0.859186695,0.8407178616000001,0.77595535276,0.66654382129,0.5753780428599999,0.50892548279,0.54683011771,0.39105568300000004,0.525533424,0.400730319,0.35383752,0.357759972,0.344859991,0.344389489,0.356799654,0.37774588600000003,0.26407169900000005
Nitrous oxide,0.2604590933,0.2609077506,0.27890808469999995,0.2974211316,0.2823910695,0.2727289204,0.2822015093,0.27656642530000003,0.29793345219999995,0.29257256309999996,0.29411208499999997,0.27581510530000003,0.2695452,0.26523447510000003,0.2555655124,0.23851601210000006,0.2411077512,0.23567164059999998,0.23042841400000003,0.232173442,0.21941521400000005,0.216493522,0.21332297899999997,0.19943124099999998,0.197921487,0.196068515,0.191780087,0.194249744,0.1977398114,0.196859259,0.19439628600000003
Fluorinated gases,0.0166113613,0.0169316929,0.020108383,0.031476819999999996,0.054689036999999996,0.10264291900000001,0.13803423099999998,0.17065961200000002,0.19295204700000002,0.21819280500000002,0.238681027,0.258452601,0.27348866999999993,0.287260312,0.29843338900000005,0.30904848,0.325173068,0.34372989400000004,0.364979527,0.414898301,0.417781127,0.481585187,0.4078747158,0.46526974699999996,0.39187667099999995,0.401326563,0.403917032,0.402082054,0.4049626,0.4127298590000001,0.4202116979999999
Total,10.1198876986,11.840725022499997,14.2280204607,11.7861284086,13.845216086499999,13.133983373400001,14.6381308373,14.383195439299998,14.9871552792,14.2278104731,12.883227628,13.493725743299997,12.760742904999999,12.724108477140001,12.2106483494,12.3442141817,11.78346032796,12.202591466889999,11.687190149860001,12.227687902790002,12.09099588071,12.035211703,11.451347699800001,10.97950097,11.381641431,11.625871984,10.387035068,10.717668768,11.852403990400001,11.248717994,10.532728438000001
