"New Hampshire Emissions by Gas, MMT CO2 eq.",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Carbon dioxide,14.823451585000003,14.492953613000003,14.518362363000003,14.834476736000001,14.876315245000002,14.954479439,15.273767969999998,17.046529807999995,16.435105957,16.572561785000005,17.207311953999994,16.891918552,16.933423191,20.877037136000002,21.889924646,21.241208324,19.591885158000004,19.261944553000003,18.462153584000003,16.987148783,16.80608954,16.498125728999998,14.744130156000002,14.431799308999997,15.142521637,15.064673196000003,13.464470960999998,13.022934906000005,13.961171377,13.615654594999999,12.089444175
Methane,1.2916204439999999,1.413168847,1.411330714,1.48392159,1.583081606,1.637344423,1.589645828,1.482731229,1.4819001280000001,1.412195975,1.307911043,1.2836284230000001,1.2396568669999999,1.326713418,1.358886698,1.208115561,1.188691681,1.158366505,1.2029360850000002,1.14046642,0.912974957,0.867002454,0.785112553,0.806439092,0.774370319,0.8280386040000001,0.816924004,0.846465928,0.882628756,0.91031801,0.8587310029999999
Nitrous oxide,0.466311869,0.469300151,0.476177358,0.49719740800000006,0.509576203,0.514902585,0.530742183,0.536457605,0.54208036,0.548082652,0.5575794359999999,0.517254624,0.5255090720000001,0.5436856659999998,0.5454544219999998,0.5323340760000002,0.5245101390000001,0.46811255499999993,0.452389476,0.4407995170000001,0.44432515600000005,0.4321256500000001,0.41666205900000003,0.39953321499999994,0.38059053300000006,0.37308561100000004,0.34996777600000006,0.342373321,0.35174819299999993,0.3509675710000001,0.324929525
Fluorinated gases,0.0703111749,0.0684741563,0.07152785500000002,0.082706638,0.106184684,0.157618605,0.19609605200000002,0.232194062,0.254507793,0.28524990100000003,0.308548668,0.33228766400000004,0.3478705909999999,0.36380000300000004,0.37719680299999997,0.39268480799999994,0.41420483899999994,0.439244124,0.466829545,0.5301943870000001,0.5331430720000001,0.6148582880000001,0.5207480033,0.5928135228999999,0.5029428810000001,0.5145988659999999,0.520345881,0.520991928,0.5248850270000001,0.538041985,0.550272957
Total,16.6516950729,16.4438967673,16.477398290000004,16.898302372000003,17.075157738,17.264345052,17.590252033,19.297912703999994,18.713594238,18.818090313000006,19.381351100999996,19.025089262999998,19.046459720999998,23.111236223000002,24.171462569,23.374342769,21.719291817000006,21.327667737000006,20.584308690000004,19.098609106999998,18.696532725,18.412112121,16.4666527713,16.230585138899997,16.80042537,16.780396277,15.151708622,14.732766083000007,15.720433353,15.414982160999998,13.82337766
