"Indiana Emissions by Gas, MMT CO2 eq.",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Carbon dioxide,208.288123925,203.656202509,204.76414381599997,209.82920211300004,214.81387283,218.617406982,221.773346316,225.85304607600003,225.16689533899998,230.066827354,242.54302895400002,231.89341796799994,233.26508501000004,237.24930412799998,244.71951296599997,242.38565758800002,241.249090092,242.28970601599997,240.32266889200008,214.83728513399998,230.108143804,219.77225856399997,205.09823975100005,207.73096554,214.25815181199997,196.64004365299996,188.964153504,181.71414020000006,194.63421762899998,181.14279918199998,156.033038104
Methane,14.328892264,14.752682318,14.640948457,14.315948156999998,14.455268428,15.323569006,14.620428337,14.295547094999998,13.456664225,12.489900919,12.059545871,12.141213042999997,12.271359437,11.954100287,11.655223262,11.631049741000002,11.564179661999999,11.917875110999999,12.087481423000002,12.334558073999998,13.154848906,12.583976501000002,13.278100318,12.854780346999998,12.945725606,12.896623764,12.11337856,11.907580959999999,12.080277299,12.224762848000001,11.588556213
Nitrous oxide,14.013629736999999,12.040020968999999,13.013517425000002,13.584978584,12.865637261000002,13.260409969,13.644679063000002,12.648551798999998,13.633133401,12.753922414000002,13.791633909,14.258640919000001,13.358869420999998,14.198463516,13.464578919000003,12.805249411,13.367506158000001,12.606548022,13.583375870999998,13.442270182,13.579235371,13.195251627,12.001849709,14.130178157000001,13.838712419999998,13.364300464999998,13.066664703999999,12.893710262,13.538577022,13.462911721000001,12.283009025
Fluorinated gases,2.023474578,1.8719225980000003,1.825711599,1.8311757919999998,1.9286426739999998,2.3004053200000003,2.6311125950000003,2.7498469680000004,2.7089304089999997,2.9067659679999998,3.07481293,3.361181607,3.696327156,3.6347723390000004,3.3109439640000002,3.372997781,3.5337674759999995,3.861491714,3.7869520419999994,3.183959529,3.936962878,3.972817750000001,4.117284586,3.7306544809999997,3.726233726,3.766795558,3.8112699909999996,3.6272309680000006,3.780484147,3.993379411999999,4.043401478000001
Total,238.654120504,232.32082839400002,234.24432129699997,239.56130464600005,244.063421193,249.501791277,252.66956631099998,255.54699193800002,254.965623374,258.217416655,271.469021664,261.65445353699994,262.591641024,267.03664026999996,273.15025911099997,270.194954521,269.714543388,270.675620863,269.7804782280001,243.79807291899996,260.779190959,249.52430444199996,234.49547436400005,238.44657852499998,244.76882356399997,226.66776343999996,217.955466759,210.14266239000005,224.03355609699997,210.823853163,183.94800482000002
