"New Mexico Emissions by Gas, MMT CO2 eq.",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Carbon dioxide,56.321134496,51.764706249,54.56136231600001,56.90698984700002,57.562084950000006,57.27401189000001,57.33035899,60.342774187,60.008658515,60.91613440600001,63.257468614000004,63.076289065000005,60.289976394,62.74409833000001,63.64750266499999,64.12895587,64.794251421,63.189352649,60.796361289000004,61.46912027,57.24395166199999,59.783605591,57.652544152999994,57.159250707000005,54.240308738,54.580953897,51.91361838499999,52.80725937900001,49.766140763999985,54.365330655,49.80869093100001
Methane,13.098856494,13.597843585,14.32350606,14.686584546999999,15.319870447,15.541424957999999,15.523010078,15.325657744999999,15.110692395000001,14.918342678,15.690077870000001,15.7777724,16.141685026,16.382782498999998,16.425897911,17.101779586,17.283943515999997,17.242066259999998,17.395016609,17.355995908,16.459216828,16.704743655,15.588779482,16.067323105999996,15.583248706000001,15.632493979000001,15.115225500000001,15.464532791,15.689914404,16.186288673,15.459061472
Nitrous oxide,7.887415270999999,8.788655206,7.404642005,7.281904523000001,7.208297388000001,7.529184659,8.901303382000002,8.459129001,7.781847361999999,8.324330763,6.861053981,7.1458872620000005,7.915011560000001,7.398845206,8.770130144000001,8.321202726000001,9.280495924999999,7.592731252999999,8.229653833,7.321765249000001,8.162486964000001,6.5614202,6.59666892,8.511075399999998,7.9802555900000005,8.602739221999997,7.953742958000001,7.889079259,7.900751598999999,8.141938624999998,7.376545888000001
Fluorinated gases,0.6444367565,0.6325589762999999,0.635404601,0.727986216,0.793357893,0.9731743240000001,1.079279975,1.156231252,1.31466213,1.3722042930000002,1.2588842799999997,1.0855910720000002,1.1121745239999998,1.109413637,1.098536183,1.09527437,1.162455896,1.1686195499999998,1.189741901,1.1536330670000001,1.2344840739999998,0.4722330149999999,0.974954713,0.8423934099999999,0.995710327,0.980891322,0.9646376890000001,0.9562428030000001,0.95418997,0.9354761670000002,0.960769906
Total,77.9518430175,74.7837640163,76.92491498200002,79.60346513300001,80.88361067800003,81.317795831,82.83395242500002,85.28379218500001,84.215860402,85.53101214000002,87.067484745,87.085539799,85.45884750399999,87.63513967200001,89.94206690299998,90.64721255199998,92.52114675799999,89.192769712,87.610773632,87.300514494,83.10013952799999,83.522002461,80.81294726799999,82.580042623,78.799523361,79.79707842,75.94722453199999,77.117114232,74.31099673699998,79.62903412,73.605068197
