datasource_id,name,publisher,published,URL
long_etal_2020:JP_prefectural:v1,Japan prefectural CO2 accounting and social-economic inventory from 2007 to 2015,Long et al. (2020),2020-02-06,https://figshare.com/collections/Japan_prefectural_CO2_accounting_and_social-economic_inventory_from_2007_to_2015/4847226/1
