target_id,actor_id,target_type,baseline_year,target_year,target_value,target_unit,summary,datasource_id,initiative_id
SBTi:353800ND89FTQ9XQ0R07:2030,353800ND89FTQ9XQ0R07,Absolute emission reduction,2018,2030,30,percent,"SCREEN Holdings Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800ND89FTQ9XQ0R07:2030,353800ND89FTQ9XQ0R07,Absolute emission reduction,2018,2030,20,percent,"SCREEN Holdings Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800NX4GGAVDHHY664:2030,353800NX4GGAVDHHY664,Absolute emission reduction,2018,2030,35,percent,KOSÉ Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800NX4GGAVDHHY664:2030,353800NX4GGAVDHHY664,Absolute emission reduction,2018,2030,30,percent,KOSÉ Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800QQ4DRI3KXS3038:2030,353800QQ4DRI3KXS3038,Absolute emission reduction,2017,2030,55,percent,"Daito Trust Construction Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800QQ4DRI3KXS3038:2030,353800QQ4DRI3KXS3038,Absolute emission reduction,2017,2030,16,percent,"Daito Trust Construction Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800RSAU9BD8U4DM91:2030,353800RSAU9BD8U4DM91,Absolute emission reduction,2013,2030,30,percent,"SUMITOMO CHEMICAL Co., Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800RSAU9BD8U4DM91:2050,353800RSAU9BD8U4DM91,Absolute emission reduction,2013,2050,56,percent,"SUMITOMO CHEMICAL Co., Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800SZGJGSLJRRWB43:2030,353800SZGJGSLJRRWB43,Absolute emission reduction,2016,2030,60,percent,NTT DATA Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800SZGJGSLJRRWB43:2030,353800SZGJGSLJRRWB43,Absolute emission reduction,2016,2030,55,percent,NTT DATA Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800TJR1DQ3P1QR918:2030,353800TJR1DQ3P1QR918,Absolute emission reduction,2017,2030,26,percent,"Furukawa Electric Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800TJR1DQ3P1QR918:2030,353800TJR1DQ3P1QR918,Absolute emission reduction,2017,2030,20,percent,"Furukawa Electric Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800TWQ62HNEKBPW95:2030,353800TWQ62HNEKBPW95,Absolute emission reduction,2018,2030,21,percent,"Nippon Sheet Glass, Co., Ltd. (NSG Group). reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800UQ4BZIJTAQEG85:2030,353800UQ4BZIJTAQEG85,Absolute emission reduction,2016,2030,34,percent,Unicharm Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800UT0TLROREPIC92:2030,353800UT0TLROREPIC92,Absolute emission reduction,2018,2030,50,percent,"Ajinomoto Co., Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800VHQU5VIXVUA841:2030,353800VHQU5VIXVUA841,Absolute emission reduction,2018,2030,30,percent,NTT Group reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800VHQU5VIXVUA841:2030,353800VHQU5VIXVUA841,Absolute emission reduction,2018,2030,15,percent,NTT Group reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800XGIU2IHQGC9504:2030,353800XGIU2IHQGC9504,Absolute emission reduction,2015,2030,37,percent,"Daiichi Sankyo Co., Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:353800YEPK9PD7QO3449:2031,353800YEPK9PD7QO3449,Absolute emission reduction,2018,2031,33,percent,Sharp Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800YUOW66OQZJ9035:2030,353800YUOW66OQZJ9035,Absolute emission reduction,2010,2030,35,percent,TODA Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800YUOW66OQZJ9035:2050,353800YUOW66OQZJ9035,Absolute emission reduction,2010,2050,56,percent,TODA Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800Z0ENYBQO0XRJ31:2030,353800Z0ENYBQO0XRJ31,Absolute emission reduction,2015,2030,32,percent,Japan Tobacco Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:353800Z0ENYBQO0XRJ31:2030,353800Z0ENYBQO0XRJ31,Absolute emission reduction,2015,2030,23,percent,Japan Tobacco Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:378900B37FC0F94CE967:2025,378900B37FC0F94CE967,Absolute emission reduction,2010,2025,27,percent,Sibanye-Stillwater reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:38UUZPCL6VNMLK5Y5N29:2030,38UUZPCL6VNMLK5Y5N29,Absolute emission reduction,2019,2030,50,percent,Oriflame Cosmetics reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:52990007PTGDTY54X103:2050,52990007PTGDTY54X103,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299000EAMGGBEYP7J33:2030,5299000EAMGGBEYP7J33,Absolute emission reduction,2019,2030,50,percent,AB Volvo reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299000EAMGGBEYP7J33:2030,5299000EAMGGBEYP7J33,Absolute emission reduction,2019,2030,30,percent,AB Volvo reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299000EAMGGBEYP7J33:2030,5299000EAMGGBEYP7J33,Absolute emission reduction,2019,2030,60,percent,Volvo Car Group reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299000EAMGGBEYP7J33:2034,5299000EAMGGBEYP7J33,Absolute emission reduction,2019,2034,37,percent,AB Volvo reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:52990016II9MJ2OSWA10:2035,52990016II9MJ2OSWA10,Absolute emission reduction,2019,2035,68,percent,CBRE reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299001BUUGXAREGE533:2030,5299001BUUGXAREGE533,Absolute emission reduction,2018,2030,50,percent,Bertelsmann SE & Co. KGaA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299001QZNN0TKI9J120:2032,5299001QZNN0TKI9J120,Absolute emission reduction,2016,2032,67,percent,Adva Optical Networking SE reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299001QZNN0TKI9J120:2032,5299001QZNN0TKI9J120,Absolute emission reduction,2016,2032,3,percent,Adva Optical Networking SE reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299001Z9HXK01DHW793:2030,5299001Z9HXK01DHW793,Absolute emission reduction,2018,2030,80,percent,"American Eagle Outfitters, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:5299001Z9HXK01DHW793:2030,5299001Z9HXK01DHW793,Absolute emission reduction,2018,2030,40,percent,"American Eagle Outfitters, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:5299001Z9HXK01DHW793:2040,5299001Z9HXK01DHW793,Absolute emission reduction,2018,2040,60,percent,"American Eagle Outfitters, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:5299005F1HCVF4M4QN79:2030,5299005F1HCVF4M4QN79,Absolute emission reduction,2013,2030,72,percent,"Nomura Research Institute, Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:5299006EQ03K3SSUYS12:2030,5299006EQ03K3SSUYS12,Absolute emission reduction,2018,2030,15,percent,Metro AG reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299007DRLI319H7Q933:2040,5299007DRLI319H7Q933,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299007PBBE83ZLJZG91:2030,5299007PBBE83ZLJZG91,Absolute emission reduction,2014,2030,24,percent,Dentsu Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5299007YZU978DE0ZY32:2030,5299007YZU978DE0ZY32,Absolute emission reduction,2019,2030,27,percent,Verallia reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:52990081ZYFHQZEEMU57:2030,52990081ZYFHQZEEMU57,Absolute emission reduction,2016,2030,80,percent,"MARUI GROUP CO.,LTD. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:52990081ZYFHQZEEMU57:2030,52990081ZYFHQZEEMU57,Absolute emission reduction,2016,2030,35,percent,"MARUI GROUP CO.,LTD. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:52990097YFPX9J0H5D87:2025,52990097YFPX9J0H5D87,Renewable electricity,2018,2025,100,percent,Pernod Ricard reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:52990097YFPX9J0H5D87:2030,52990097YFPX9J0H5D87,Absolute emission reduction,2018,2030,30,percent,Pernod Ricard reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900AF5X5AZCMDF192:2030,529900AF5X5AZCMDF192,Absolute emission reduction,2018,2030,30,percent,"Tokyu Construction Co., Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900BFQAURT8UW2H46:2030,529900BFQAURT8UW2H46,Absolute emission reduction,2018,2030,30,percent,BLG LOGISTICS GROUP AG & Co. KG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900BFQAURT8UW2H46:2030,529900BFQAURT8UW2H46,Absolute emission reduction,2018,2030,15,percent,BLG LOGISTICS GROUP AG & Co. KG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900BGTKMS0M5TCA40:2030,529900BGTKMS0M5TCA40,Absolute emission reduction,2018,2030,50,percent,Ferrero International S.A. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900BIDQN2AOKV6N08:2030,529900BIDQN2AOKV6N08,Absolute emission reduction,2017,2030,55,percent,Elopak AS reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900BIDQN2AOKV6N08:2030,529900BIDQN2AOKV6N08,Renewable electricity,2017,2030,100,percent,Elopak AS reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900BIDQN2AOKV6N08:2030,529900BIDQN2AOKV6N08,Absolute emission reduction,2017,2030,16,percent,Elopak AS reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900BIDQN2AOKV6N08:2050,529900BIDQN2AOKV6N08,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900BZYSUQLQSPNR07:2025,529900BZYSUQLQSPNR07,Absolute emission reduction,2015,2025,50,percent,SCANIA CV reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900CA1YDA41X76751:2030,529900CA1YDA41X76751,Absolute emission reduction,2015,2030,84,percent,Magyar Telekom Plc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900CA1YDA41X76751:2030,529900CA1YDA41X76751,Absolute emission reduction,2017,2030,30,percent,Magyar Telekom Plc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900CLC3WDMGI9VH80:2030,529900CLC3WDMGI9VH80,Absolute emission reduction,2015,2030,40,percent,EDP - Energias de Portugal S.A. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900CQ31CN6GV5LL52:2050,529900CQ31CN6GV5LL52,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900D6BF99LW9R2E68:2025,529900D6BF99LW9R2E68,Absolute emission reduction,2016,2025,40,percent,SAP SE reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900D82I6R9601CF26:2030,529900D82I6R9601CF26,Absolute emission reduction,2016,2030,18,percent,Symrise AG reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900DFH19P073LZ636:2025,529900DFH19P073LZ636,Absolute emission reduction,2016,2025,21,percent,Prologis reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900DFH19P073LZ636:2025,529900DFH19P073LZ636,Absolute emission reduction,2016,2025,15,percent,Prologis reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900DFH19P073LZ636:2040,529900DFH19P073LZ636,Absolute emission reduction,2016,2040,56,percent,Prologis reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900DFH19P073LZ636:2040,529900DFH19P073LZ636,Absolute emission reduction,2016,2040,40,percent,Prologis reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900DVHQXYRTGW7739:2030,529900DVHQXYRTGW7739,Absolute emission reduction,2015,2030,30,percent,Nabtesco Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900DVHQXYRTGW7739:2050,529900DVHQXYRTGW7739,Absolute emission reduction,2015,2050,80,percent,Nabtesco Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900EHPFPYHV6IQO98:2050,529900EHPFPYHV6IQO98,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900F0LT5OP4SV6122:2030,529900F0LT5OP4SV6122,Absolute emission reduction,2018,2030,85,percent,Robert Bosch GmbH reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900F0LT5OP4SV6122:2030,529900F0LT5OP4SV6122,Renewable electricity,2018,2030,100,percent,Robert Bosch GmbH reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900F0LT5OP4SV6122:2030,529900F0LT5OP4SV6122,Absolute emission reduction,2018,2030,15,percent,Robert Bosch GmbH reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900G26L4NG4GFJZ86:2030,529900G26L4NG4GFJZ86,Absolute emission reduction,2017,2030,55,percent,"ONO PHARMACEUTICAL CO., LTD. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900G26L4NG4GFJZ86:2030,529900G26L4NG4GFJZ86,Absolute emission reduction,2017,2030,30,percent,"ONO PHARMACEUTICAL CO., LTD. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900G26L4NG4GFJZ86:2050,529900G26L4NG4GFJZ86,Absolute emission reduction,2017,2050,100,percent,"ONO PHARMACEUTICAL CO., LTD. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900G26L4NG4GFJZ86:2050,529900G26L4NG4GFJZ86,Absolute emission reduction,2017,2050,60,percent,"ONO PHARMACEUTICAL CO., LTD. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900G4A1IKOKC22K56:2025,529900G4A1IKOKC22K56,Absolute emission reduction,2013,2025,30,percent,CTT - Correios de Portugal SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900GB7KCA94ACC940:2030,529900GB7KCA94ACC940,Absolute emission reduction,2019,2030,30,percent,RWE AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900GD7JL8DBCSE791:2030,529900GD7JL8DBCSE791,Absolute emission reduction,2018,2030,30,percent,"FamilyMart Co.,Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900GD7JL8DBCSE791:2030,529900GD7JL8DBCSE791,Absolute emission reduction,2018,2030,15,percent,"FamilyMart Co.,Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900GMNDOYQSAJAE76:2030,529900GMNDOYQSAJAE76,Absolute emission reduction,2013,2030,50,percent,"Sekisui House, LTD reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900GMNDOYQSAJAE76:2030,529900GMNDOYQSAJAE76,Absolute emission reduction,2013,2030,45,percent,"Sekisui House, LTD reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900GQL5X8H7AO3T64:2035,529900GQL5X8H7AO3T64,Absolute emission reduction,2019,2035,68,percent,Simon Property Group reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900GQL5X8H7AO3T64:2035,529900GQL5X8H7AO3T64,Absolute emission reduction,2018,2035,21,percent,Simon Property Group reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900GRZ2BQY5ZM9N49:2030,529900GRZ2BQY5ZM9N49,Absolute emission reduction,2017,2030,35,percent,PUMA SE reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900HWBYCO8M2UN457:2030,529900HWBYCO8M2UN457,Absolute emission reduction,2017,2030,25,percent,Barilla G.R. Fratelli SpA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900IB708DY2HBBB35:2030,529900IB708DY2HBBB35,Absolute emission reduction,2015,2030,30,percent,Astellas Pharma Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900IDFHN9MQ3WUD64:2025,529900IDFHN9MQ3WUD64,Absolute emission reduction,2015,2025,50,percent,CEWE Stiftung & Co. KGaA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900IDFHN9MQ3WUD64:2025,529900IDFHN9MQ3WUD64,Absolute emission reduction,2015,2025,25,percent,CEWE Stiftung & Co. KGaA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900ISR2VNZV1C0T93:2040,529900ISR2VNZV1C0T93,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900IZ8AYE18GURC54:2030,529900IZ8AYE18GURC54,Absolute emission reduction,2019,2030,50,percent,Miele & Cie. KG reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900JI1GG6F7RKVI53:2025,529900JI1GG6F7RKVI53,Absolute emission reduction,2016,2025,100,percent,L'Oréal reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900JI1GG6F7RKVI53:2030,529900JI1GG6F7RKVI53,Absolute emission reduction,2016,2030,25,percent,L'Oréal reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900KCNFQU5OJH7L33:2030,529900KCNFQU5OJH7L33,Absolute emission reduction,2019,2030,50,percent,A1 Telekom Austria Group reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900KQIVT7NWFNMI70:2030,529900KQIVT7NWFNMI70,Absolute emission reduction,2016,2030,27,percent,"SEKISUI CHEMICAL CO., LTD reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900L7W7BWDLVZL253:2030,529900L7W7BWDLVZL253,Absolute emission reduction,2016,2030,20,percent,"Far EasTone Telecommunications Co., Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900LFVU534EBRXD13:2030,529900LFVU534EBRXD13,Absolute emission reduction,2018,2030,51,percent,Hugo Boss AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900LFVU534EBRXD13:2030,529900LFVU534EBRXD13,Absolute emission reduction,2018,2030,30,percent,Hugo Boss AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900M993KYZI2Q1Q47:2030,529900M993KYZI2Q1Q47,Absolute emission reduction,2020,2030,13,percent,"Kumagai Gumi Co., Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900M993KYZI2Q1Q47:2050,529900M993KYZI2Q1Q47,Absolute emission reduction,2020,2050,75,percent,"Kumagai Gumi Co., Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900M993KYZI2Q1Q47:2050,529900M993KYZI2Q1Q47,Absolute emission reduction,2020,2050,37,percent,"Kumagai Gumi Co., Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900MLZV0A5V34S328:2030,529900MLZV0A5V34S328,Absolute emission reduction,2015,2030,24,percent,Constantia Flexibles International GmbH reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900MLZV0A5V34S328:2050,529900MLZV0A5V34S328,Absolute emission reduction,2015,2050,49,percent,Constantia Flexibles International GmbH reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900MPGS2GM7VPG855:2030,529900MPGS2GM7VPG855,Absolute emission reduction,2018,2030,30,percent,Lion Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900MVUWACNUTK8467:2025,529900MVUWACNUTK8467,Absolute emission reduction,2013,2025,14,percent,Österreichische Post AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900MZ8Y3QGPDF6815:2026,529900MZ8Y3QGPDF6815,Absolute emission reduction,2016,2026,72,percent,Nobia AB reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900N96EOVRB114D28:2030,529900N96EOVRB114D28,Net zero,,2030,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900NNUPAGGOMPXZ31:2030,529900NNUPAGGOMPXZ31,Absolute emission reduction,2018,2030,30,percent,Volkswagen AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900NY2GSZWWUBW049:2030,529900NY2GSZWWUBW049,Absolute emission reduction,2019,2030,80,percent,Krones AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900NY2GSZWWUBW049:2030,529900NY2GSZWWUBW049,Absolute emission reduction,2019,2030,25,percent,Krones AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900O5RR7R39FRDM42:2040,529900O5RR7R39FRDM42,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900OMI64M34OTN567:2050,529900OMI64M34OTN567,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900PSWCB5KI0JYU46:2030,529900PSWCB5KI0JYU46,Absolute emission reduction,2019,2030,46,percent,The Macerich Company reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900Q0YED3805QXQ66:2030,529900Q0YED3805QXQ66,Absolute emission reduction,2019,2030,33,percent,Kuehne + Nagel International AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900Q53RBYJIVCMA08:2027,529900Q53RBYJIVCMA08,Absolute emission reduction,2019,2027,45,percent,Emmi Group reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900R5WX9N2OI2N910:2040,529900R5WX9N2OI2N910,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900S5TENP3IJS7S02:2030,529900S5TENP3IJS7S02,Absolute emission reduction,2017,2030,32,percent,Yamaha Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900SNGFXMSUBB7864:2031,529900SNGFXMSUBB7864,Absolute emission reduction,2020,2031,47,percent,SCSK Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900T6WNZXD2R3JW38:2030,529900T6WNZXD2R3JW38,Absolute emission reduction,2018,2030,50,percent,Novozymes A/S reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900T6WNZXD2R3JW38:2030,529900T6WNZXD2R3JW38,Renewable electricity,2018,2030,100,percent,Novozymes A/S reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900T6WNZXD2R3JW38:2030,529900T6WNZXD2R3JW38,Absolute emission reduction,2018,2030,15,percent,Novozymes A/S reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900T6WNZXD2R3JW38:2050,529900T6WNZXD2R3JW38,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900TF7XJKIOWMLQ79:2030,529900TF7XJKIOWMLQ79,Absolute emission reduction,2013,2030,26,percent,Taisei Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900TF7XJKIOWMLQ79:2030,529900TF7XJKIOWMLQ79,Absolute emission reduction,2013,2030,25,percent,Taisei Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:529900TPT3I7C17MIM03:2030,529900TPT3I7C17MIM03,Absolute emission reduction,2019,2030,50,percent,"Santen Pharmaceutical Co., Ltd reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900TYCL9N3E9PGE47:2030,529900TYCL9N3E9PGE47,Absolute emission reduction,2018,2030,45,percent,"SECOM Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900TYCL9N3E9PGE47:2030,529900TYCL9N3E9PGE47,Absolute emission reduction,2018,2030,40,percent,"SECOM Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:529900TYCL9N3E9PGE47:2045,529900TYCL9N3E9PGE47,Absolute emission reduction,2018,2045,100,percent,"SECOM Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
