target_id,actor_id,target_type,baseline_year,target_year,target_value,target_unit,summary,datasource_id,initiative_id
SBTi:549300G0CFPGEF6X2043:2030,549300G0CFPGEF6X2043,Absolute emission reduction,2016,2030,20,percent,Johnson & Johnson reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300G6KKUMMXM8NH73:2025,549300G6KKUMMXM8NH73,Absolute emission reduction,2019,2025,25,percent,"Berry Global Group, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300G6KKUMMXM8NH73:2025,549300G6KKUMMXM8NH73,Absolute emission reduction,2019,2025,8,percent,"Berry Global Group, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300G8E6YUVJ1DA153:2030,549300G8E6YUVJ1DA153,Absolute emission reduction,2016,2030,25,percent,Essity AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300G8E6YUVJ1DA153:2030,549300G8E6YUVJ1DA153,Absolute emission reduction,2016,2030,18,percent,Essity AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300GCEDD8YCF5WU84:2025,549300GCEDD8YCF5WU84,Absolute emission reduction,2019,2025,15,percent,Moody's Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300GCEDD8YCF5WU84:2030,549300GCEDD8YCF5WU84,Absolute emission reduction,2019,2030,50,percent,Moody's Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300GCEDD8YCF5WU84:2040,549300GCEDD8YCF5WU84,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300GU5OHTR1T5IY68:2030,549300GU5OHTR1T5IY68,Absolute emission reduction,2017,2030,100,percent,Castellum AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300GYQIIJ3UXB7655:2025,549300GYQIIJ3UXB7655,Absolute emission reduction,2015,2025,35,percent,Husqvarna AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300HFIB2GRUMDID72:2030,549300HFIB2GRUMDID72,Absolute emission reduction,2015,2030,63,percent,"Ricoh Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300HFIB2GRUMDID72:2030,549300HFIB2GRUMDID72,Absolute emission reduction,2015,2030,20,percent,"Ricoh Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300HQV672RJ7RQV66:2024,549300HQV672RJ7RQV66,Absolute emission reduction,2019,2024,21,percent,Amdocs Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300HTIN2PD78UB763:2040,549300HTIN2PD78UB763,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300HUWFNLLX7XXH78:2025,549300HUWFNLLX7XXH78,Absolute emission reduction,2019,2025,30,percent,CMS Cameron McKenna Nabarro Olswang LLP reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300IARG6YWVTZ1I92:2030,549300IARG6YWVTZ1I92,Absolute emission reduction,2019,2030,50,percent,"Williams-Sonoma, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300IARG6YWVTZ1I92:2030,549300IARG6YWVTZ1I92,Absolute emission reduction,2019,2030,14,percent,"Williams-Sonoma, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300IM1QSBY4SLPM26:2030,549300IM1QSBY4SLPM26,Absolute emission reduction,2019,2030,56,percent,Telenor Group reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300IQ87LU6X6ERQ78:2030,549300IQ87LU6X6ERQ78,Absolute emission reduction,2018,2030,30,percent,WSP Global Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300IQ87LU6X6ERQ78:2040,549300IQ87LU6X6ERQ78,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300ITS31QK8VRBQ14:2030,549300ITS31QK8VRBQ14,Absolute emission reduction,2016,2030,60,percent,News Corp reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300ITS31QK8VRBQ14:2030,549300ITS31QK8VRBQ14,Absolute emission reduction,2016,2030,20,percent,News Corp reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300J3CG5T6RZWLN53:2025,549300J3CG5T6RZWLN53,Absolute emission reduction,2018,2025,30,percent,Celestica reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300J3CG5T6RZWLN53:2025,549300J3CG5T6RZWLN53,Absolute emission reduction,2018,2025,10,percent,Celestica reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300J4U55H3WP1XT59:2029,549300J4U55H3WP1XT59,Absolute emission reduction,2019,2029,42,percent,Bayer AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300J4U55H3WP1XT59:2029,549300J4U55H3WP1XT59,Absolute emission reduction,2019,2029,12,percent,Bayer AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300JE8XHZZ7OHN517:2030,549300JE8XHZZ7OHN517,Absolute emission reduction,2019,2030,46,percent,"Yum! Brands, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300JNC0L6VP8A2Q35:2025,549300JNC0L6VP8A2Q35,Absolute emission reduction,2019,2025,25,percent,Snap Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300JQNA7P47UI6262:2050,549300JQNA7P47UI6262,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300JSX0Z4CW0V5023:2025,549300JSX0Z4CW0V5023,Absolute emission reduction,2017,2025,90,percent,Adidas AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300JSX0Z4CW0V5023:2030,549300JSX0Z4CW0V5023,Absolute emission reduction,2017,2030,28,percent,Adidas AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300JY1SNI78TP4048:2030,549300JY1SNI78TP4048,Renewable electricity,2019,2030,100,percent,McCain Foods Limited reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300KI75VYLLMSK856:2030,549300KI75VYLLMSK856,Absolute emission reduction,2018,2030,40,percent,SSE reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300KI75VYLLMSK856:2034,549300KI75VYLLMSK856,Absolute emission reduction,2018,2034,50,percent,SSE reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300L8X1Q78ERXFD06:2050,549300L8X1Q78ERXFD06,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LBHTST91VKHO68:2030,549300LBHTST91VKHO68,Absolute emission reduction,2019,2030,28,percent,Toshiba Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LBHTST91VKHO68:2030,549300LBHTST91VKHO68,Absolute emission reduction,2019,2030,50,percent,Toshiba Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LBHTST91VKHO68:2030,549300LBHTST91VKHO68,Absolute emission reduction,2019,2030,14,percent,Toshiba Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LKFJ962MZ46593:2022,549300LKFJ962MZ46593,Absolute emission reduction,2007,2022,60,percent,"Cisco Systems, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LKFJ962MZ46593:2022,549300LKFJ962MZ46593,Absolute emission reduction,2016,2022,13,percent,"Cisco Systems, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LKFJ962MZ46593:2040,549300LKFJ962MZ46593,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LSGBXPYHXGDT93:2025,549300LSGBXPYHXGDT93,Absolute emission reduction,2019,2025,84,percent,WPP Plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LSGBXPYHXGDT93:2030,549300LSGBXPYHXGDT93,Absolute emission reduction,2019,2030,50,percent,WPP Plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LTH67W4GWMRF57:2030,549300LTH67W4GWMRF57,Absolute emission reduction,2019,2030,30,percent,Coca Cola European Partners reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LUH78PG2MP6N64:2035,549300LUH78PG2MP6N64,Absolute emission reduction,2019,2035,40,percent,ERAMET reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300LX07S5J8F76F37:2030,549300LX07S5J8F76F37,Absolute emission reduction,2018,2030,30,percent,Maple Leaf Foods Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300M1G5U1SZSG9S88:2030,549300M1G5U1SZSG9S88,Absolute emission reduction,2018,2030,65,percent,Arc'teryx Equipment Inc. reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300MKFYEKVRWML317:2030,549300MKFYEKVRWML317,Absolute emission reduction,2015,2030,100,percent,Unilever plc reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300N63MEJFY9FIZ04:2050,549300N63MEJFY9FIZ04,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300NIOFQDR749W206:2025,549300NIOFQDR749W206,Absolute emission reduction,2017,2025,19,percent,Seiko Epson Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300O5FACQ67KI6R92:2030,549300O5FACQ67KI6R92,Absolute emission reduction,2015,2030,30,percent,"Brother Industries, Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300P0NLCJ4EDUQO79:2030,549300P0NLCJ4EDUQO79,Absolute emission reduction,2017,2030,27,percent,Schreiber Foods reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300PZS8G8RG6RVZ52:2025,549300PZS8G8RG6RVZ52,Absolute emission reduction,2014,2025,63,percent,Orkla ASA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300PZS8G8RG6RVZ52:2025,549300PZS8G8RG6RVZ52,Absolute emission reduction,2014,2025,28,percent,Orkla ASA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300PZS8G8RG6RVZ52:2040,549300PZS8G8RG6RVZ52,Absolute emission reduction,2014,2040,77,percent,Orkla ASA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300PZS8G8RG6RVZ52:2040,549300PZS8G8RG6RVZ52,Absolute emission reduction,2014,2040,75,percent,Orkla ASA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300PZS8G8RG6RVZ52:2045,549300PZS8G8RG6RVZ52,Net zero,,2045,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300QHIJYOHPACPG31:2025,549300QHIJYOHPACPG31,Absolute emission reduction,2016,2025,95,percent,"T-Mobile USA, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300QHIJYOHPACPG31:2040,549300QHIJYOHPACPG31,Net zero,,2040,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300QVH3ZK2DW0KP86:2030,549300QVH3ZK2DW0KP86,Absolute emission reduction,2019,2030,50,percent,"Guess?, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300QVH3ZK2DW0KP86:2030,549300QVH3ZK2DW0KP86,Absolute emission reduction,2019,2030,30,percent,"Guess?, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300RC1YDJPITF8X06:2030,549300RC1YDJPITF8X06,Absolute emission reduction,2018,2030,50,percent,Wihlborgs Fastigheter reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300RIG2CXWN6IV731:2050,549300RIG2CXWN6IV731,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300SKRADLC4O5HV93:2025,549300SKRADLC4O5HV93,Absolute emission reduction,2018,2025,35,percent,HNI Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300SOSI58J6VIW052:2030,549300SOSI58J6VIW052,Absolute emission reduction,2010,2030,38,percent,Michelin reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300SOSI58J6VIW052:2030,549300SOSI58J6VIW052,Absolute emission reduction,2018,2030,15,percent,Michelin reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300SVK6KRUOL1A740:2030,549300SVK6KRUOL1A740,Absolute emission reduction,2005,2030,60,percent,"Konica Minolta, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300T5RZ1HA5HZ3109:2030,549300T5RZ1HA5HZ3109,Absolute emission reduction,2017,2030,38,percent,Vattenfall AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300T5RZ1HA5HZ3109:2030,549300T5RZ1HA5HZ3109,Absolute emission reduction,2017,2030,20,percent,Vattenfall AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300T6IPOCDWLKC615:2030,549300T6IPOCDWLKC615,Absolute emission reduction,2010,2030,100,percent,"Hitachi, Ltd. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300TJB5YBRUPOG437:2030,549300TJB5YBRUPOG437,Absolute emission reduction,2019,2030,50,percent,Dell Technologies reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300TM914CSF6KI389:2030,549300TM914CSF6KI389,Absolute emission reduction,2018,2030,50,percent,Cofinimmo reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300TRXM9Y6561AX39:2030,549300TRXM9Y6561AX39,Absolute emission reduction,2016,2030,18,percent,Mitsubishi Electric Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300TTCXZOGZM2EY83:2030,549300TTCXZOGZM2EY83,Absolute emission reduction,2018,2030,90,percent,Inditex reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300TTCXZOGZM2EY83:2030,549300TTCXZOGZM2EY83,Absolute emission reduction,2018,2030,20,percent,Inditex reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300UDG16DOYUPR330:2030,549300UDG16DOYUPR330,Absolute emission reduction,2018,2030,30,percent,thyssenkrupp AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300UDG16DOYUPR330:2030,549300UDG16DOYUPR330,Absolute emission reduction,2017,2030,16,percent,thyssenkrupp AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300UPHQTT2LG75045:2030,549300UPHQTT2LG75045,Absolute emission reduction,2018,2030,30,percent,Fletcher Building Limited reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300V7EG9ZK2ZVFH31:2030,549300V7EG9ZK2ZVFH31,Absolute emission reduction,2019,2030,46,percent,TETRA PAK reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300V7EG9ZK2ZVFH31:2050,549300V7EG9ZK2ZVFH31,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300V9QSIG4WX4GJ96:2021,549300V9QSIG4WX4GJ96,Renewable electricity,2017,2021,100,percent,Deutsche Telekom AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300V9QSIG4WX4GJ96:2030,549300V9QSIG4WX4GJ96,Absolute emission reduction,2017,2030,90,percent,Deutsche Telekom AG reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300VDIGTMXUNT7H71:2030,549300VDIGTMXUNT7H71,Absolute emission reduction,2018,2030,50,percent,Eaton reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300VDIGTMXUNT7H71:2030,549300VDIGTMXUNT7H71,Absolute emission reduction,2018,2030,15,percent,Eaton reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300VFZ8XJ9NUPU221:2030,549300VFZ8XJ9NUPU221,Absolute emission reduction,2018,2030,50,percent,The Estée Lauder Companies reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300VGEJKB7SVUZR78:2022,549300VGEJKB7SVUZR78,Renewable electricity,2015,2022,100,percent,Kering reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300VGEJKB7SVUZR78:2030,549300VGEJKB7SVUZR78,Absolute emission reduction,2015,2030,90,percent,Kering reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300VSP3RIX7FGDZ51:2030,549300VSP3RIX7FGDZ51,Absolute emission reduction,2018,2030,32,percent,Newmont Corporation reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300VZCL1HTH4O4Y49:2030,549300VZCL1HTH4O4Y49,Renewable electricity,2017,2030,100,percent,Henkel AG & Co. KGaA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300W1OGQF5LZIH349:2030,549300W1OGQF5LZIH349,Absolute emission reduction,2018,2030,35,percent,Mowi reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300W1OGQF5LZIH349:2050,549300W1OGQF5LZIH349,Absolute emission reduction,2018,2050,72,percent,Mowi reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300W4IYQJIBX9XR63:2020,549300W4IYQJIBX9XR63,Absolute emission reduction,2009,2020,40,percent,PostNord AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300W61XW8OFGBG077:2030,549300W61XW8OFGBG077,Absolute emission reduction,2019,2030,54,percent,Betsson AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300W61XW8OFGBG077:2030,549300W61XW8OFGBG077,Absolute emission reduction,2019,2030,14,percent,Betsson AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300W9JLPW15XIFM52:2022,549300W9JLPW15XIFM52,Absolute emission reduction,2016,2022,35,percent,Ericsson Group reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300WTZWR07K8MNV44:2030,549300WTZWR07K8MNV44,Absolute emission reduction,2019,2030,46,percent,"Gilead Sciences, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300WTZWR07K8MNV44:2030,549300WTZWR07K8MNV44,Absolute emission reduction,2019,2030,15,percent,"Gilead Sciences, Inc. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300X3UK4GG3FNMO06:2030,549300X3UK4GG3FNMO06,Absolute emission reduction,2017,2030,50,percent,EDF Group reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300X3UK4GG3FNMO06:2030,549300X3UK4GG3FNMO06,Absolute emission reduction,2019,2030,27,percent,EDF Group reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300X7LIS9RFELXJ98:2030,549300X7LIS9RFELXJ98,Absolute emission reduction,2013,2030,71,percent,Nikon Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300X7LIS9RFELXJ98:2030,549300X7LIS9RFELXJ98,Absolute emission reduction,2013,2030,31,percent,Nikon Corporation reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300XB5UQO7U766C18:2050,549300XB5UQO7U766C18,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300XOPEJA8L2IV934:2030,549300XOPEJA8L2IV934,Absolute emission reduction,2018,2030,36,percent,"Benesse Corporation Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300XOPEJA8L2IV934:2030,549300XOPEJA8L2IV934,Absolute emission reduction,2018,2030,14,percent,"Benesse Corporation Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300XOPEJA8L2IV934:2050,549300XOPEJA8L2IV934,Absolute emission reduction,2018,2050,100,percent,"Benesse Corporation Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300XOPEJA8L2IV934:2050,549300XOPEJA8L2IV934,Absolute emission reduction,2018,2050,39,percent,"Benesse Corporation Co., Ltd. reported progress on all SBTs.",SBTi:target_progress:2021-07-31,SBTi
SBTi:549300XQ6S1GYKGBL205:2030,549300XQ6S1GYKGBL205,Absolute emission reduction,2017,2030,55,percent,Johnson Controls International plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300XQ6S1GYKGBL205:2030,549300XQ6S1GYKGBL205,Absolute emission reduction,2017,2030,16,percent,Johnson Controls International plc reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300XQDLHZFBR78I67:2030,549300XQDLHZFBR78I67,Absolute emission reduction,2016,2030,40,percent,ALDO Group Inc. reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300Y3HHZB1ZGFPJ93:2025,549300Y3HHZB1ZGFPJ93,Absolute emission reduction,2015,2025,80,percent,Electrolux reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300Y3HHZB1ZGFPJ93:2025,549300Y3HHZB1ZGFPJ93,Absolute emission reduction,2015,2025,25,percent,Electrolux reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300YJUYJ9A24RXL71:2030,549300YJUYJ9A24RXL71,Absolute emission reduction,2016,2030,59,percent,BillerudKorsnäs reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300YJUYJ9A24RXL71:2030,549300YJUYJ9A24RXL71,Absolute emission reduction,2016,2030,30,percent,BillerudKorsnäs reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300YMDO8YBYYI1981:2034,549300YMDO8YBYYI1981,Absolute emission reduction,2019,2034,38,percent,Midsona AB reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300YO0JZHAL7FVP81:2025,549300YO0JZHAL7FVP81,Absolute emission reduction,2014,2025,20,percent,Koninklijke KPN NV (Royal KPN) reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300YO0JZHAL7FVP81:2040,549300YO0JZHAL7FVP81,Absolute emission reduction,2014,2040,50,percent,Koninklijke KPN NV (Royal KPN) reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300ZLMVP4X0OGR454:2025,549300ZLMVP4X0OGR454,Absolute emission reduction,2016,2025,40,percent,Takeda Pharmaceutical Company reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300ZLMVP4X0OGR454:2040,549300ZLMVP4X0OGR454,Absolute emission reduction,2016,2040,100,percent,Takeda Pharmaceutical Company reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:549300ZR71SUQ4VUTM79:2030,549300ZR71SUQ4VUTM79,Absolute emission reduction,2019,2030,50,percent,Transurban Group reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5967007LIEEXZXGYXC05:2030,5967007LIEEXZXGYXC05,Absolute emission reduction,2009,2030,53,percent,Borregaard AS reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5967007LIEEXZXGYXC05:2050,5967007LIEEXZXGYXC05,Absolute emission reduction,2009,2050,100,percent,Borregaard AS reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5967007LIEEXZXGYXC05:2050,5967007LIEEXZXGYXC05,Net zero,,2050,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:5967007LIEEXZXH5VC37:2030,5967007LIEEXZXH5VC37,Absolute emission reduction,2018,2030,35,percent,Grieg Seafood ASA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5967007LIEEXZXH5VC37:2050,5967007LIEEXZXH5VC37,Absolute emission reduction,2018,2050,100,percent,Grieg Seafood ASA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5967007LIEEXZXHF4O96:2045,5967007LIEEXZXHF4O96,Net zero,,2045,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:5967007LIEEXZXINVS13:2030,5967007LIEEXZXINVS13,Absolute emission reduction,2015,2030,43,percent,Atea reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5967007LIEEXZXJ2JK50:2030,5967007LIEEXZXJ2JK50,Absolute emission reduction,2019,2030,46,percent,Lerøy Seafood Group ASA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5E2UPK5SW04M13XY7I38:2025,5E2UPK5SW04M13XY7I38,Absolute emission reduction,2014,2025,50,percent,NRG Energy Inc reported progress for at least one SBT. Information for other SBT(s) could not be publicly found or could not be represented.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5QK37QC7NWOJ8D7WVQ45:2030,5QK37QC7NWOJ8D7WVQ45,Absolute emission reduction,2017,2030,43,percent,Iberdrola SA reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:5QK37QC7NWOJ8D7WVQ45:2039,5QK37QC7NWOJ8D7WVQ45,Net zero,,2039,,nan,nan,SBTi:target_progress:2021-07-31,SBTi
SBTi:635400L3NVMYD4BVCI53:2025,635400L3NVMYD4BVCI53,Absolute emission reduction,2017,2025,50,percent,BRITVIC PLC reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
SBTi:635400L3NVMYD4BVCI53:2025,635400L3NVMYD4BVCI53,Absolute emission reduction,2017,2025,35,percent,BRITVIC PLC reported progress on all SBTs.,SBTi:target_progress:2021-07-31,SBTi
