actor_id,name,language,preferred,datasource_id
72450039D2LOPG0Z2I07,2degrees,en,1,GLEIF_golden_copy
529900UNERQOV61CA912,3B-Fibreglass,en,1,GLEIF_golden_copy
743700WWG9QFS8KQ7R79,A-Insinöörit Oy,en,1,GLEIF_golden_copy
549300I9OR0MMWWMBB61,A. Espersen A/S,en,1,GLEIF_golden_copy
213800QWTXXXF8BNEC87,A.G. Barr plc,en,1,GLEIF_golden_copy
549300N63MEJFY9FIZ04,A/S Vestfrost,en,1,GLEIF_golden_copy
529900KCNFQU5OJH7L33,A1 Telekom Austria Group,en,1,GLEIF_golden_copy
81560076E3944316DB24,A2A S.p.A.,en,1,GLEIF_golden_copy
5493005ICF9YGUIDQY33,AAK AB,en,1,GLEIF_golden_copy
549300G9NPD8LSJLMP91,AB Fagerhult,en,1,GLEIF_golden_copy
5493008H3828EMEXB082,AB InBev,en,1,GLEIF_golden_copy
549300B6HWYEE57O8J84,AB SKF,en,1,GLEIF_golden_copy
5299000EAMGGBEYP7J33,AB Volvo,en,1,GLEIF_golden_copy
5493000LKVGOO9PELI61,ABB,en,1,GLEIF_golden_copy
QF02R89VEIOROM77J447,ABM Industries Inc,en,1,GLEIF_golden_copy
BFXS5XCH7N0Y05NIXW11,ABN Amro Bank N.V.,en,1,GLEIF_golden_copy
894500DKEE3GY8870322,ABOUT YOU,en,1,GLEIF_golden_copy
635400VGOT3YFWRGK673,ABP Food Group,en,1,GLEIF_golden_copy
335800569A6H12LH4677,ACC Limited,en,1,GLEIF_golden_copy
98450014B0B4E0A07505,ACCEDO BROADBAND AB,en,1,GLEIF_golden_copy
54930002KP75TLLLNO21,ACCIONA S.A.,en,1,GLEIF_golden_copy
213800BAFDZZRC82OA11,ACO Technologies Ltd,en,1,GLEIF_golden_copy
5493002QLDY8O75RTR78,ADIENT plc,en,1,GLEIF_golden_copy
549300LO13MQ9HYSTR83,ADM,en,1,GLEIF_golden_copy
549300XWTHXJVGKWU616,"ADTRAN, Inc.",en,1,GLEIF_golden_copy
0EEB8GF0W0NPCIHZX097,AECOM,en,1,GLEIF_golden_copy
959800R7QMXKF0NFMT29,AENA S.M.E. S.A.,en,1,GLEIF_golden_copy
353800IDE3ULLSB2R846,"AEON MALL Co., Ltd.",en,1,GLEIF_golden_copy
8156004CC118B7885065,AEROPORTO GUGLIELMO MARCONI DI BOLOGNA S.P.A.,en,1,GLEIF_golden_copy
549300Q87LKPPD4X9R30,AFRY (ÅF Pöyry),en,1,GLEIF_golden_copy
5299006C0EVA5LAYOR30,AGRANA Beteiligungs-AG,en,1,GLEIF_golden_copy
ZP5ILWVSYE4LJGMMVD57,AIA Group Limited,en,1,GLEIF_golden_copy
635400AKJBGNS5WNQL34,AIB Group Plc,en,1,GLEIF_golden_copy
549300TZP5T5Z1E7IT03,AIRINC,en,1,GLEIF_golden_copy
3538004IOK08PDY6I723,AISIN CORPORATION,en,1,GLEIF_golden_copy
969500E7V019H9NP7427,ALD,en,1,GLEIF_golden_copy
529900ABFE0Z5Y9PG783,ALDI Einkauf SE & Co. oHG,en,1,GLEIF_golden_copy
549300XQDLHZFBR78I67,ALDO Group Inc.,en,1,GLEIF_golden_copy
9695000UVVH809ZNWM50,ALE INTERNATIONAL SASU (GROUP),en,1,GLEIF_golden_copy
529900SGCREUZCZ7P020,ALK-Abelló,en,1,GLEIF_golden_copy
894500C14C3EVQ5AJ139,ALPHA INDO NUSA,en,1,GLEIF_golden_copy
529900MM8TKUHQR3I631,ALPLA Werke Alvin Lehner GmbH & Co KG,en,1,GLEIF_golden_copy
969500Y7G9TY7Y24GN07,ALTEN,en,1,GLEIF_golden_copy
529900QF5O6TQGCPDX85,"AMADA CO.,LTD.",en,1,GLEIF_golden_copy
5067002WGS7U6BS2ZI54,AMAG Group,en,1,GLEIF_golden_copy
959800WD46KQF1JHY294,AMC Natural Drinks,en,1,GLEIF_golden_copy
5493008IRKIY0G3TE305,ANA Holdings Inc.,en,1,GLEIF_golden_copy
789000W9CMLD3UGQST21,ANADOLU ISUZU OTOMOTİV SAN. VE TİC. A.Ş.,en,1,GLEIF_golden_copy
549300VZKC61IR5U8G96,ANDRITZ,en,1,GLEIF_golden_copy
5493001136GE6L4R7M63,APERAM S.A.,en,1,GLEIF_golden_copy
335800ZU4GXSB7Q4IU95,APL Apollo Tubes Limited,en,1,GLEIF_golden_copy
5493007OBZ8YTJ6O7E92,APTIM,en,1,GLEIF_golden_copy
789000748KTQCUMJ0R25,ARÇELİK A.Ş.,en,1,GLEIF_golden_copy
254900W5BZM5ILCPWL43,"ASE Technology Holding, Co., Ltd.",en,1,GLEIF_golden_copy
3538002LJMRZ83SU0B85,ASICS Corporation,en,1,GLEIF_golden_copy
7245001I22ND6ZFHX623,ASM International N.V.,en,1,GLEIF_golden_copy
724500Y6DUVHQD6OXN27,ASML Holdings,en,1,GLEIF_golden_copy
724500BIDCUGRAIG8681,ASN Bank,en,1,GLEIF_golden_copy
213800H8DBB8JSKDW630,ASOS plc,en,1,GLEIF_golden_copy
5493003S3G1GLFLXGX69,ASR Group International Inc.,en,1,GLEIF_golden_copy
8156003F2286CFA55E20,ASTM S.p.A.,en,1,GLEIF_golden_copy
254900B3WB4OGRB7HM13,ASUSTEK COMPUTER INC.,en,1,GLEIF_golden_copy
2549009UT2Q3C06VRA56,ASX Limited,en,1,GLEIF_golden_copy
529900EVOKN4LCCD9321,AT & S (Austria Technologie und Systemtechnik AG),en,1,GLEIF_golden_copy
549300Z40J86GGSTL398,AT&T Inc.,en,1,GLEIF_golden_copy
391200L7PIS4QXYJUQ72,AU Optronics Corporation,en,1,GLEIF_golden_copy
48510000P2S3LHJPX414,"AUGA group, AB",en,1,GLEIF_golden_copy
213800XHATUM2LFMKG16,AVEVA Group,en,1,GLEIF_golden_copy
F5WCUMTUM4RKZ1MAIE39,AXA Group,en,1,GLEIF_golden_copy
9845009C50EDA74OA532,AYDEM YENİLENEBİLİR ENERJİ A.Ş.,en,1,GLEIF_golden_copy
FR5LCKFTG8054YNNRU85,AbbVie,en,1,GLEIF_golden_copy
HQD377W2YR662HK5JX27,Abbott,en,1,GLEIF_golden_copy
213800YESNPSQEYUQR35,Abel & Cole Ltd.,en,1,GLEIF_golden_copy
549300GKFVWI02JQ5332,Abertis Infraestructuras,en,1,GLEIF_golden_copy
254900BQVM5V0IY7RQ62,AcBel Polytech Inc.,en,1,GLEIF_golden_copy
549300W2Y1W28LCPZG20,Accent Equity AB,en,1,GLEIF_golden_copy
969500QZC2Q0TK11NV07,Accor S.A.,en,1,GLEIF_golden_copy
2221000MD2YP7WLTNC52,AccorInvest Group S.A.,en,1,GLEIF_golden_copy
2549006Z3IVAZIQEUM25,Acer Inc.,en,1,GLEIF_golden_copy
95980020140005582721,"Acerinox,S.A.",en,1,GLEIF_golden_copy
815600E6A018AAE91A76,Acque Bresciane,en,1,GLEIF_golden_copy
724500WRBHAIP5DV7I77,Actiam NV,en,1,GLEIF_golden_copy
335800ZBBU81OH211H17,Adani Green Energy Ltd.,en,1,GLEIF_golden_copy
335800QOAXP5TM7OYP69,Adani Ports and Special Economic Zone Limited,en,1,GLEIF_golden_copy
549300PLH866JQ6LXE52,Adani Transmission Limited,en,1,GLEIF_golden_copy
549300QZ5U2IDRHPWL60,Addtech AB,en,1,GLEIF_golden_copy
549300JSX0Z4CW0V5023,Adidas AG,en,1,GLEIF_golden_copy
FU4LY2G4933NH2E1CP29,"Adobe, Inc.",en,1,GLEIF_golden_copy
5299001QZNN0TKI9J120,Adva Optical Networking SE,en,1,GLEIF_golden_copy
529900UCNQ5H9FSL0Y70,"Advance Auto Parts, Inc",en,1,GLEIF_golden_copy
6QQTOZ5MF5DHM7K92I60,"Advanced Drainage Systems, Inc.",en,1,GLEIF_golden_copy
R2I72C950HOYXII45366,"Advanced Micro Devices, Inc",en,1,GLEIF_golden_copy
549300S9T52L01ONJH60,Advania Sweden AB,en,1,GLEIF_golden_copy
6488HY4H72ZRH3X65450,Advania Ísland ehf.,en,1,GLEIF_golden_copy
2549002OSTKE9HB9IY03,"Advantech Co., Ltd.",en,1,GLEIF_golden_copy
353800EMK32PDKS9XR54,Advantest Corporation,en,1,GLEIF_golden_copy
549300VROCXVWXFR8B83,Aecon Group Inc.,en,1,GLEIF_golden_copy
O4QK7KMMK83ITNTHUG69,Aegon Nederland N.V.,en,1,GLEIF_golden_copy
5299009MXFL34SA71416,"Aeon Co., Ltd.",en,1,GLEIF_golden_copy
549300NUQ6SAINRW8Q86,Agder Energi,en,1,GLEIF_golden_copy
QUIX8Y7A2WP0XRMW7G29,"Agilent Technologies, Inc",en,1,GLEIF_golden_copy
969500CIV6V451G2DU77,Agrial,en,1,GLEIF_golden_copy
549300WQ6VZ30NE1T488,Agropur Cooperative,en,1,GLEIF_golden_copy
213800F2MJ5Z2TAQ1726,Ahlstrom-Munksjö Oyj,en,1,GLEIF_golden_copy
969500T1L5O1UQMH8U82,Aigle International SA,en,1,GLEIF_golden_copy
549300EYJYN8LA85HE50,"Aigües de Barcelona, Empresa Metropolitana de Gestió del Cicle Integral de l'Aigua, S.A.",en,1,GLEIF_golden_copy
969500AQW31GYO8JZD66,Air France - KLM Group,en,1,GLEIF_golden_copy
969500TQO0037942GI28,Air France Group,en,1,GLEIF_golden_copy
969500MMPQVHK671GT54,Air Liquide Group S.A.,en,1,GLEIF_golden_copy
549300HMUDNO0RY56D37,"Airbnb, Inc",en,1,GLEIF_golden_copy
MINO79WLOO247M1IL051,Airbus,en,1,GLEIF_golden_copy
353800UT0TLROREPIC92,"Ajinomoto Co., Inc.",en,1,GLEIF_golden_copy
OC1LZNN2LF5WTJ5RIL89,Akamai Technologies INC,en,1,GLEIF_golden_copy
549300SX4Z9T612Q0N59,Aker Horizons ASA,en,1,GLEIF_golden_copy
