datasource_id,name,publisher,published,URL
OEF:WD:subnational-population:20221106,Wikidata extract of subnational objects and their populations for years since 2016,OEF:WD,2022-11-06,https://github.com/Open-Earth-Foundation/OpenClimate-harmonize/tree/main/source/wikidata-subnational-population
