datasource_id,name,publisher,published,URL,citation
energy_institute_statistical_review_2023,2023 Statistical Review of World Energy,energy_institute,2023-01-01,https://www.energyinst.org/statistical-review,Energy Institute. (2023). Statistical Review of World Energy [Data set]. EI. https://www.energyinst.org/statistical-review
