actor_id,identifier,namespace,datasource_id
AD ALV,Q1863,Wikidata,OEF:WD:locode-wikidata:20240227
AD ENC,Q989558,Wikidata,OEF:WD:locode-wikidata:20240227
AD ORD,Q3885480,Wikidata,OEF:WD:locode-wikidata:20240227
AE AUH,Q1519,Wikidata,OEF:WD:locode-wikidata:20240227
AE AJM,Q530171,Wikidata,OEF:WD:locode-wikidata:20240227
AE AAN,Q234600,Wikidata,OEF:WD:locode-wikidata:20240227
AE DXB,Q612,Wikidata,OEF:WD:locode-wikidata:20240227
AE JEA,Q665502,Wikidata,OEF:WD:locode-wikidata:20240227
AE SHJ,Q289693,Wikidata,OEF:WD:locode-wikidata:20240227
AF BAG,Q814388,Wikidata,OEF:WD:locode-wikidata:20240227
AF CCN,Q958621,Wikidata,OEF:WD:locode-wikidata:20240227
AF FAH,Q593156,Wikidata,OEF:WD:locode-wikidata:20240227
AF GZI,Q173731,Wikidata,OEF:WD:locode-wikidata:20240227
AF HRT,Q3364500,Wikidata,OEF:WD:locode-wikidata:20240227
AF HEA,Q45313,Wikidata,OEF:WD:locode-wikidata:20240227
AF JAA,Q183303,Wikidata,OEF:WD:locode-wikidata:20240227
AF KBL,Q5838,Wikidata,OEF:WD:locode-wikidata:20240227
AF KDH,Q45604,Wikidata,OEF:WD:locode-wikidata:20240227
AF KHT,Q386682,Wikidata,OEF:WD:locode-wikidata:20240227
AF LAG,Q476800,Wikidata,OEF:WD:locode-wikidata:20240227
AF MZR,Q130469,Wikidata,OEF:WD:locode-wikidata:20240227
AF QLT,Q527318,Wikidata,OEF:WD:locode-wikidata:20240227
AF SBF,Q5667883,Wikidata,OEF:WD:locode-wikidata:20240227
AF SDD,Q2497882,Wikidata,OEF:WD:locode-wikidata:20240227
AF SBK,Q594501,Wikidata,OEF:WD:locode-wikidata:20240227
AF TOW,Q5198313,Wikidata,OEF:WD:locode-wikidata:20240227
AF ZAJ,Q475802,Wikidata,OEF:WD:locode-wikidata:20240227
AG SJO,Q36262,Wikidata,OEF:WD:locode-wikidata:20240227
AL BQE,Q463384,Wikidata,OEF:WD:locode-wikidata:20240227
AL DRZ,Q83285,Wikidata,OEF:WD:locode-wikidata:20240227
AL FIE,Q190897,Wikidata,OEF:WD:locode-wikidata:20240227
AL MIL,Q1241501,Wikidata,OEF:WD:locode-wikidata:20240227
AL TIA,Q19689,Wikidata,OEF:WD:locode-wikidata:20240227
AM A3A,Q39618,Wikidata,OEF:WD:locode-wikidata:20240227
AM ARA,Q39504,Wikidata,OEF:WD:locode-wikidata:20240227
AM ARV,Q15771,Wikidata,OEF:WD:locode-wikidata:20240227
AM ASH,Q39510,Wikidata,OEF:WD:locode-wikidata:20240227
AM BRD,Q1886688,Wikidata,OEF:WD:locode-wikidata:20240227
AM BYU,Q1752731,Wikidata,OEF:WD:locode-wikidata:20240227
