actor_id,area,datasource_id
IT PSP,5,OEF:WD:city-area:20221106
IT NTC,8,OEF:WD:city-area:20221106
IT OTD,10,OEF:WD:city-area:20221106
IT PUO,11,OEF:WD:city-area:20221106
IT PLA,8,OEF:WD:city-area:20221106
IT PR2,11,OEF:WD:city-area:20221106
IT PS8,2,OEF:WD:city-area:20221106
IT ZXE,10,OEF:WD:city-area:20221106
IT IRN,4,OEF:WD:city-area:20221106
IT RGN,16,OEF:WD:city-area:20221106
IT ROL,19,OEF:WD:city-area:20221106
IT RVA,25,OEF:WD:city-area:20221106
IT SGB,31,OEF:WD:city-area:20221106
IT PLR,5,OEF:WD:city-area:20221106
IT SPT,23,OEF:WD:city-area:20221106
IT SOB,16,OEF:WD:city-area:20221106
IT SRI,7,OEF:WD:city-area:20221106
IT SZT,11,OEF:WD:city-area:20221106
NZ LYJ,377,OEF:WD:city-area:20221106
IT DR9,6,OEF:WD:city-area:20221106
IT SER,13,OEF:WD:city-area:20221106
NZ PRU,182,OEF:WD:city-area:20221106
IT WF2,27,OEF:WD:city-area:20221106
IT STO,12,OEF:WD:city-area:20221106
IT SOZ,1,OEF:WD:city-area:20221106
IT SNW,13,OEF:WD:city-area:20221106
IT SL8,12,OEF:WD:city-area:20221106
IT SNX,5,OEF:WD:city-area:20221106
IT OVR,18,OEF:WD:city-area:20221106
IT ESP,10,OEF:WD:city-area:20221106
IT STZ,9,OEF:WD:city-area:20221106
IT SRZ,4,OEF:WD:city-area:20221106
IT SUI,5,OEF:WD:city-area:20221106
IT TAB,11,OEF:WD:city-area:20221106
IT TEL,8,OEF:WD:city-area:20221106
IT TDO,4,OEF:WD:city-area:20221106
IT TBD,3,OEF:WD:city-area:20221106
IT TPC,11,OEF:WD:city-area:20221106
IT TOV,3,OEF:WD:city-area:20221106
IT ZVJ,14,OEF:WD:city-area:20221106
IT TVG,32,OEF:WD:city-area:20221106
IT TVL,8,OEF:WD:city-area:20221106
IT URG,15,OEF:WD:city-area:20221106
IT VBM,4,OEF:WD:city-area:20221106
IT VLI,4,OEF:WD:city-area:20221106
IT VRD,7,OEF:WD:city-area:20221106
IT VRT,16,OEF:WD:city-area:20221106
IT VII,5,OEF:WD:city-area:20221106
IT VOO,12,OEF:WD:city-area:20221106
IT VDD,6,OEF:WD:city-area:20221106
IT VAM,6,OEF:WD:city-area:20221106
IT VIL,5,OEF:WD:city-area:20221106
CA YOD,60,OEF:WD:city-area:20221106
IT VLD,5,OEF:WD:city-area:20221106
IT VOG,6,OEF:WD:city-area:20221106
IT ZAN,6,OEF:WD:city-area:20221106
IT ZNC,15,OEF:WD:city-area:20221106
IT ZGO,35,OEF:WD:city-area:20221106
AR XPD,2150,OEF:WD:city-area:20221106
JP OGA,104,OEF:WD:city-area:20221106
IT AGL,12,OEF:WD:city-area:20221106
IT AAZ,36,OEF:WD:city-area:20221106
IT ITA,55,OEF:WD:city-area:20221106
IT B52,16,OEF:WD:city-area:20221106
IT BVT,51,OEF:WD:city-area:20221106
IT UZN,7,OEF:WD:city-area:20221106
IT DEX,38,OEF:WD:city-area:20221106
IT CDS,37,OEF:WD:city-area:20221106
IT CR3,41,OEF:WD:city-area:20221106
NO DOM,2,OEF:WD:city-area:20221106
IT LMO,22,OEF:WD:city-area:20221106
RU ALE,44,OEF:WD:city-area:20221106
IT LA6,25,OEF:WD:city-area:20221106
IT NAL,43,OEF:WD:city-area:20221106
IT APP,63,OEF:WD:city-area:20221106
IT MCZ,16,OEF:WD:city-area:20221106
IT CNG,44,OEF:WD:city-area:20221106
IT ZGV,53,OEF:WD:city-area:20221106
IT MOT,33,OEF:WD:city-area:20221106
IT CVP,35,OEF:WD:city-area:20221106
IT MNT,32,OEF:WD:city-area:20221106
IT PCA,79,OEF:WD:city-area:20221106
IT ZQH,13,OEF:WD:city-area:20221106
RU ABD,47,OEF:WD:city-area:20221106
IT GIO,36,OEF:WD:city-area:20221106
IT QUA,46,OEF:WD:city-area:20221106
IT SM9,86,OEF:WD:city-area:20221106
RU AZO,66,OEF:WD:city-area:20221106
IT FNZ,60,OEF:WD:city-area:20221106
IT GED,44,OEF:WD:city-area:20221106
IT GSL,31,OEF:WD:city-area:20221106
IT SEI,42,OEF:WD:city-area:20221106
NL RTM,127,OEF:WD:city-area:20221106
IT ZBJ,35,OEF:WD:city-area:20221106
IT GPP,56,OEF:WD:city-area:20221106
IT UZZ,8,OEF:WD:city-area:20221106
IT LUV,54,OEF:WD:city-area:20221106
IT MCD,46,OEF:WD:city-area:20221106
IT NBN,44,OEF:WD:city-area:20221106
IT PAJ,36,OEF:WD:city-area:20221106
IT POD,44,OEF:WD:city-area:20221106
IT PDL,44,OEF:WD:city-area:20221106
IT PTN,34,OEF:WD:city-area:20221106
IT RGR,44,OEF:WD:city-area:20221106
IT RFO,35,OEF:WD:city-area:20221106
IT ZJP,49,OEF:WD:city-area:20221106
IT ARM,27,OEF:WD:city-area:20221106
IT VPC,73,OEF:WD:city-area:20221106
IT BEI,29,OEF:WD:city-area:20221106
IT BUP,23,OEF:WD:city-area:20221106
IT VGZ,42,OEF:WD:city-area:20221106
IT VSA,37,OEF:WD:city-area:20221106
IT ZFA,15,OEF:WD:city-area:20221106
IT ZZP,33,OEF:WD:city-area:20221106
IT CM3,14,OEF:WD:city-area:20221106
IT CT3,37,OEF:WD:city-area:20221106
IT CCN,79,OEF:WD:city-area:20221106
IT XCT,48,OEF:WD:city-area:20221106
IT MTM,46,OEF:WD:city-area:20221106
IT PI7,62,OEF:WD:city-area:20221106
IT CEP,27,OEF:WD:city-area:20221106
IT FAU,42,OEF:WD:city-area:20221106
IT LJT,73,OEF:WD:city-area:20221106
IT LRR,45,OEF:WD:city-area:20221106
IT IT5,19,OEF:WD:city-area:20221106
IT IMQ,155,OEF:WD:city-area:20221106
IT PMQ,20,OEF:WD:city-area:20221106
IT ZOK,30,OEF:WD:city-area:20221106
RU AKS,68,OEF:WD:city-area:20221106
IT PPB,74,OEF:WD:city-area:20221106
IT PCC,93,OEF:WD:city-area:20221106
IT PPP,228,OEF:WD:city-area:20221106
IT OAC,20,OEF:WD:city-area:20221106
IT PND,46,OEF:WD:city-area:20221106
IT RPA,59,OEF:WD:city-area:20221106
IT SGT,92,OEF:WD:city-area:20221106
IT SMI,102,OEF:WD:city-area:20221106
IT CSU,17,OEF:WD:city-area:20221106
IT XSL,67,OEF:WD:city-area:20221106
IT SAH,38,OEF:WD:city-area:20221106
RU ADH,33,OEF:WD:city-area:20221106
IT TTQ,43,OEF:WD:city-area:20221106
IT VEC,68,OEF:WD:city-area:20221106
IT OPI,27,OEF:WD:city-area:20221106
RU ALV,26,OEF:WD:city-area:20221106
RU AAD,26,OEF:WD:city-area:20221106
IT AQF,10,OEF:WD:city-area:20221106
RU SAK,22,OEF:WD:city-area:20221106
IT ARO,14,OEF:WD:city-area:20221106
IT AGZ,14,OEF:WD:city-area:20221106
IT ZKH,14,OEF:WD:city-area:20221106
RU ALX,34,OEF:WD:city-area:20221106
IT BS5,21,OEF:WD:city-area:20221106
IT AML,11,OEF:WD:city-area:20221106
IT BAM,31,OEF:WD:city-area:20221106
IT GOL,109,OEF:WD:city-area:20221106
RU ATK,115,OEF:WD:city-area:20221106
IT BBG,11,OEF:WD:city-area:20221106
RU AMU,145,OEF:WD:city-area:20221106
IT BAH,5,OEF:WD:city-area:20221106
IT BS2,9,OEF:WD:city-area:20221106
IT BED,26,OEF:WD:city-area:20221106
IT BER,5,OEF:WD:city-area:20221106
IT BZI,22,OEF:WD:city-area:20221106
IT IEN,31,OEF:WD:city-area:20221106
IT ION,17,OEF:WD:city-area:20221106
RU AGK,294,OEF:WD:city-area:20221106
IT ZDH,30,OEF:WD:city-area:20221106
IT BTL,8,OEF:WD:city-area:20221106
IT ZDX,6,OEF:WD:city-area:20221106
IT NDC,8,OEF:WD:city-area:20221106
IT BXO,60,OEF:WD:city-area:20221106
IT CYO,17,OEF:WD:city-area:20221106
IT BCA,33,OEF:WD:city-area:20221106
IT CV7,12,OEF:WD:city-area:20221106
IT AVS,45,OEF:WD:city-area:20221106
IT CRL,14,OEF:WD:city-area:20221106
IT ZFQ,13,OEF:WD:city-area:20221106
IT CRP,30,OEF:WD:city-area:20221106
IT CEG,9,OEF:WD:city-area:20221106
IT CME,8,OEF:WD:city-area:20221106
IT CCI,6,OEF:WD:city-area:20221106
IT CTD,26,OEF:WD:city-area:20221106
IT CTC,21,OEF:WD:city-area:20221106
IT ZTO,14,OEF:WD:city-area:20221106
RU ARS,91,OEF:WD:city-area:20221106
IT CZM,22,OEF:WD:city-area:20221106
IT CLK,7,OEF:WD:city-area:20221106
IT ETO,32,OEF:WD:city-area:20221106
RU ATM,506,OEF:WD:city-area:20221106
RU ART,506,OEF:WD:city-area:20221106
IT CIH,38,OEF:WD:city-area:20221106
IT CCO,3,OEF:WD:city-area:20221106
IT ZGJ,12,OEF:WD:city-area:20221106
IT CLL,5,OEF:WD:city-area:20221106
RU ASB,107,OEF:WD:city-area:20221106
IT CGE,14,OEF:WD:city-area:20221106
IT ZEX,19,OEF:WD:city-area:20221106
IT ICF,14,OEF:WD:city-area:20221106
IT L2Z,12,OEF:WD:city-area:20221106
RU SAA,11,OEF:WD:city-area:20221106
RU ABS,17,OEF:WD:city-area:20221106
RU ACS,103,OEF:WD:city-area:20221106
IT DBT,36,OEF:WD:city-area:20221106
IT DEL,23,OEF:WD:city-area:20221106
IT DDG,59,OEF:WD:city-area:20221106
IT EDL,89,OEF:WD:city-area:20221106
IT ESO,16,OEF:WD:city-area:20221106
IT ESN,30,OEF:WD:city-area:20221106
IT FSE,16,OEF:WD:city-area:20221106
IT FEO,10,OEF:WD:city-area:20221106
IT GMB,32,OEF:WD:city-area:20221106
IT GAR,27,OEF:WD:city-area:20221106
IT GGO,77,OEF:WD:city-area:20221106
IT GVO,30,OEF:WD:city-area:20221106
IT GHI,61,OEF:WD:city-area:20221106
IT GTL,29,OEF:WD:city-area:20221106
IT GSS,25,OEF:WD:city-area:20221106
IT IDO,23,OEF:WD:city-area:20221106
IT IEO,28,OEF:WD:city-area:20221106
IT BTS,15,OEF:WD:city-area:20221106
IT NEV,32,OEF:WD:city-area:20221106
IT ENL,58,OEF:WD:city-area:20221106
IT LOG,12,OEF:WD:city-area:20221106
IT ZMK,68,OEF:WD:city-area:20221106
IT GHN,3,OEF:WD:city-area:20221106
IT LZN,32,OEF:WD:city-area:20221106
IT DIO,5,OEF:WD:city-area:20221106
IT MAI,12,OEF:WD:city-area:20221106
IT BR3,31,OEF:WD:city-area:20221106
IT MBR,37,OEF:WD:city-area:20221106
IT MRB,28,OEF:WD:city-area:20221106
IT MRH,23,OEF:WD:city-area:20221106
IT MMI,18,OEF:WD:city-area:20221106
IT ANE,24,OEF:WD:city-area:20221106
IT ZMU,16,OEF:WD:city-area:20221106
IT OGD,15,OEF:WD:city-area:20221106
IT AEM,13,OEF:WD:city-area:20221106
IT IMO,11,OEF:WD:city-area:20221106
IT MCH,82,OEF:WD:city-area:20221106
IT MRO,11,OEF:WD:city-area:20221106
IT MS5,10,OEF:WD:city-area:20221106
IT NAV,27,OEF:WD:city-area:20221106
IT NVE,7,OEF:WD:city-area:20221106
IT NVL,13,OEF:WD:city-area:20221106
IT ODL,7,OEF:WD:city-area:20221106
IT ZPG,23,OEF:WD:city-area:20221106
IT OME,10,OEF:WD:city-area:20221106
IT ORZ,48,OEF:WD:city-area:20221106
IT OZV,10,OEF:WD:city-area:20221106
IT OSP,9,OEF:WD:city-area:20221106
CA BKS,19,OEF:WD:city-area:20221106
IT PTD,7,OEF:WD:city-area:20221106
IT LMP,20,OEF:WD:city-area:20221106
NO HFT,2693,OEF:WD:city-area:20221106
US MJU,4,OEF:WD:city-area:20221106
US EBR,58,OEF:WD:city-area:20221106
FR RUQ,16,OEF:WD:city-area:20221106
IT AJA,44,OEF:WD:city-area:20221106
IT BGP,27,OEF:WD:city-area:20221106
IT IOB,76,OEF:WD:city-area:20221106
IT BIB,28,OEF:WD:city-area:20221106
IT BRT,18,OEF:WD:city-area:20221106
IT BRE,24,OEF:WD:city-area:20221106
IT BSN,30,OEF:WD:city-area:20221106
IT CAD,44,OEF:WD:city-area:20221106
IT CEH,24,OEF:WD:city-area:20221106
IT CPG,23,OEF:WD:city-area:20221106
IT ONZ,53,OEF:WD:city-area:20221106
IT CZ5,90,OEF:WD:city-area:20221106
IT CLG,38,OEF:WD:city-area:20221106
IT SIN,64,OEF:WD:city-area:20221106
IT CTO,58,OEF:WD:city-area:20221106
IT CDX,35,OEF:WD:city-area:20221106
IT CNQ,97,OEF:WD:city-area:20221106
IT CVI,17,OEF:WD:city-area:20221106
IT CGG,78,OEF:WD:city-area:20221106
IT FBC,24,OEF:WD:city-area:20221106
IT GTC,42,OEF:WD:city-area:20221106
IT GLT,36,OEF:WD:city-area:20221106
IT GUS,53,OEF:WD:city-area:20221106
IT MCC,24,OEF:WD:city-area:20221106
IT NOV,58,OEF:WD:city-area:20221106
IT PVI,44,OEF:WD:city-area:20221106
IT QCL,46,OEF:WD:city-area:20221106
IT RSL,23,OEF:WD:city-area:20221106
IT ZMR,14,OEF:WD:city-area:20221106
IT RUB,25,OEF:WD:city-area:20221106
IT SRM,23,OEF:WD:city-area:20221106
IT SPF,32,OEF:WD:city-area:20221106
IT SIZ,20,OEF:WD:city-area:20221106
IT SCA,50,OEF:WD:city-area:20221106
IT TOO,67,OEF:WD:city-area:20221106
IT VQT,53,OEF:WD:city-area:20221106
IT VSC,38,OEF:WD:city-area:20221106
IT VVN,45,OEF:WD:city-area:20221106
IT PHU,27,OEF:WD:city-area:20221106
IT ZQD,6,OEF:WD:city-area:20221106
IT PTE,8,OEF:WD:city-area:20221106
IT PSO,23,OEF:WD:city-area:20221106
IT PAR,6,OEF:WD:city-area:20221106
IT PAO,13,OEF:WD:city-area:20221106
IT PEA,12,OEF:WD:city-area:20221106
IT PCT,21,OEF:WD:city-area:20221106
IT PNM,11,OEF:WD:city-area:20221106
IT ZQJ,49,OEF:WD:city-area:20221106
IT PPG,9,OEF:WD:city-area:20221106
IT PPN,15,OEF:WD:city-area:20221106
IT PZW,13,OEF:WD:city-area:20221106
IT PT2,100,OEF:WD:city-area:20221106
IT PEO,29,OEF:WD:city-area:20221106
IT OTG,11,OEF:WD:city-area:20221106
IT PZZ,21,OEF:WD:city-area:20221106
IT EGL,11,OEF:WD:city-area:20221106
IT PVA,10,OEF:WD:city-area:20221106
IT PVS,16,OEF:WD:city-area:20221106
IT PUE,11,OEF:WD:city-area:20221106
IT QNZ,21,OEF:WD:city-area:20221106
IT RMD,21,OEF:WD:city-area:20221106
IT RZZ,18,OEF:WD:city-area:20221106
IT ZRT,19,OEF:WD:city-area:20221106
IT ROA,13,OEF:WD:city-area:20221106
IT RDE,9,OEF:WD:city-area:20221106
IT ROQ,26,OEF:WD:city-area:20221106
IT RVC,6,OEF:WD:city-area:20221106
IT RUD,10,OEF:WD:city-area:20221106
IT SBH,18,OEF:WD:city-area:20221106
IT ZTN,17,OEF:WD:city-area:20221106
IT SLO,27,OEF:WD:city-area:20221106
IT SIT,15,OEF:WD:city-area:20221106
IT GBC,10,OEF:WD:city-area:20221106
IT SPX,19,OEF:WD:city-area:20221106
IT SZN,6,OEF:WD:city-area:20221106
IT EZO,18,OEF:WD:city-area:20221106
IT SLE,14,OEF:WD:city-area:20221106
IT ZHW,14,OEF:WD:city-area:20221106
IT BIM,18,OEF:WD:city-area:20221106
IT CCL,6,OEF:WD:city-area:20221106
IT COO,47,OEF:WD:city-area:20221106
IT ZJW,19,OEF:WD:city-area:20221106
IT MIS,22,OEF:WD:city-area:20221106
IT MO7,20,OEF:WD:city-area:20221106
IT MCB,12,OEF:WD:city-area:20221106
IT MFC,22,OEF:WD:city-area:20221106
IT MUQ,20,OEF:WD:city-area:20221106
IT MDR,5,OEF:WD:city-area:20221106
IT NFA,42,OEF:WD:city-area:20221106
IT ZQB,70,OEF:WD:city-area:20221106
IT PGB,12,OEF:WD:city-area:20221106
IT RCE,18,OEF:WD:city-area:20221106
IT SA8,34,OEF:WD:city-area:20221106
IT SCM,21,OEF:WD:city-area:20221106
IT SGM,21,OEF:WD:city-area:20221106
IT ZUX,53,OEF:WD:city-area:20221106
IT SEF,80,OEF:WD:city-area:20221106
IT STN,45,OEF:WD:city-area:20221106
IT TON,23,OEF:WD:city-area:20221106
IT VRC,27,OEF:WD:city-area:20221106
IT ZTI,26,OEF:WD:city-area:20221106
IT SDL,6,OEF:WD:city-area:20221106
IT SOF,61,OEF:WD:city-area:20221106
IT TSM,20,OEF:WD:city-area:20221106
IT TRB,13,OEF:WD:city-area:20221106
IT TGL,18,OEF:WD:city-area:20221106
IT TZA,20,OEF:WD:city-area:20221106
IT V5T,15,OEF:WD:city-area:20221106
IT VER,26,OEF:WD:city-area:20221106
IT VRA,21,OEF:WD:city-area:20221106
IT VTN,13,OEF:WD:city-area:20221106
IT VCN,14,OEF:WD:city-area:20221106
IT ZWR,9,OEF:WD:city-area:20221106
IT UIS,11,OEF:WD:city-area:20221106
IT VBN,53,OEF:WD:city-area:20221106
US QFW,8,OEF:WD:city-area:20221106
CN BJS,1,OEF:WD:city-area:20221106
JP SMZ,18,OEF:WD:city-area:20221106
CA 9FR,40,OEF:WD:city-area:20221106
IT ANA,113,OEF:WD:city-area:20221106
IT AQI,19,OEF:WD:city-area:20221106
IT RCT,40,OEF:WD:city-area:20221106
IT API,56,OEF:WD:city-area:20221106
IT ZCY,30,OEF:WD:city-area:20221106
IT ZCW,20,OEF:WD:city-area:20221106
IT ZLD,12,OEF:WD:city-area:20221106
IT ZAS,27,OEF:WD:city-area:20221106
IT CSO,83,OEF:WD:city-area:20221106
IT CVC,58,OEF:WD:city-area:20221106
IT ZFJ,61,OEF:WD:city-area:20221106
IT ZZY,38,OEF:WD:city-area:20221106
JP KOJ,547,OEF:WD:city-area:20221106
IT FUG,33,OEF:WD:city-area:20221106
IT F8T,16,OEF:WD:city-area:20221106
IT GUO,40,OEF:WD:city-area:20221106
IT MOS,27,OEF:WD:city-area:20221106
IT LIO,71,OEF:WD:city-area:20221106
IT PIC,27,OEF:WD:city-area:20221106
IT P4G,17,OEF:WD:city-area:20221106
IT FFN,35,OEF:WD:city-area:20221106
IT PII,24,OEF:WD:city-area:20221106
IT POF,31,OEF:WD:city-area:20221106
IT IPP,32,OEF:WD:city-area:20221106
IT RCC,43,OEF:WD:city-area:20221106
IT SIL,16,OEF:WD:city-area:20221106
IT VN8,25,OEF:WD:city-area:20221106
IT SVF,28,OEF:WD:city-area:20221106
IT XRO,15,OEF:WD:city-area:20221106
IT SG9,19,OEF:WD:city-area:20221106
IT RAO,72,OEF:WD:city-area:20221106
IT SHR,11,OEF:WD:city-area:20221106
IT VSL,18,OEF:WD:city-area:20221106
IT TMI,56,OEF:WD:city-area:20221106
JP NGO,326,OEF:WD:city-area:20221106
JP YOK,438,OEF:WD:city-area:20221106
JP HAC,69,OEF:WD:city-area:20221106
JP YOZ,96,OEF:WD:city-area:20221106
IT CLF,51,OEF:WD:city-area:20221106
JP MTZ,85,OEF:WD:city-area:20221106
JP NIJ,28,OEF:WD:city-area:20221106
JP NAK,15,OEF:WD:city-area:20221106
JP AGJ,8,OEF:WD:city-area:20221106
JP NHI,28,OEF:WD:city-area:20221106
JP IKT,94,OEF:WD:city-area:20221106
