datasource_id,tag_id
CDP_citywide_ghg_emissions:2016,self_reported
CDP_citywide_community_emissions:2017,self_reported
CDP_citywide_emissions:2018,self_reported
CDP_citywide_emissions:2019,self_reported
CDP_citywide_emissions:2020,self_reported
CDP_citywide_emissions:2021,self_reported
