datasource_id,name,publisher,published,URL
BP:statistical_review_june2022,"Statistical Review of World Energy all data, 1965-2021",BP,2022-06-01,https://www.bp.com/en/global/corporate/energy-economics/statistical-review-of-world-energy/co2-emissions.html
