actor_id,year,total_emissions,datasource_id,emissions_id
RU-IRK,2014,33779830,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IRK:2014
RU-IRK,2015,33311181,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IRK:2015
RU-IRK,2016,30415124,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IRK:2016
RU-IRK,2017,28190193,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IRK:2017
RU-IRK,2018,30137706,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IRK:2018
RU-IRK,2019,27918081,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IRK:2019
RU-IVA,2005,4464603,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2005
RU-IVA,2006,4633058,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2006
RU-IVA,2007,4523380,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2007
RU-IVA,2008,4800711,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2008
RU-IVA,2009,4374365,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2009
RU-IVA,2010,4755014,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2010
RU-IVA,2011,4096391,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2011
RU-IVA,2012,4043703,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2012
RU-IVA,2013,3778035,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2013
RU-IVA,2014,3503068,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2014
RU-IVA,2015,3267269,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2015
RU-IVA,2016,3432376,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2016
RU-IVA,2017,3431980,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2017
RU-IVA,2018,2799390,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2018
RU-IVA,2019,3122759,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-IVE:2019
RU-KAM,2005,3020265,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2005
RU-KAM,2006,3043525,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2006
RU-KAM,2007,3038945,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2007
RU-KAM,2008,2990627,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2008
RU-KAM,2009,2955763,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2009
RU-KAM,2010,3113872,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2010
RU-KAM,2011,3006957,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2011
RU-KAM,2012,3058525,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2012
RU-KAM,2013,2980186,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2013
RU-KAM,2014,2932978,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2014
RU-KAM,2015,2847301,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2015
RU-KAM,2016,2969495,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2016
RU-KAM,2017,3313846,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2017
RU-KAM,2018,3275536,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2018
RU-KAM,2019,3261560,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KAM:2019
RU-KB,2005,1057338,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2005
RU-KB,2006,1067073,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2006
RU-KB,2007,998655,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2007
RU-KB,2008,1093000,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2008
RU-KB,2009,979707,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2009
RU-KB,2010,771731,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2010
RU-KB,2011,792049,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2011
RU-KB,2012,642042,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2012
RU-KB,2013,827997,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2013
RU-KB,2014,842122,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2014
RU-KB,2015,867308,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2015
RU-KB,2016,885451,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2016
RU-KB,2017,852118,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2017
RU-KB,2018,751792,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2018
RU-KB,2019,761912,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KB:2019
RU-KC,2005,1359459,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2005
RU-KC,2006,1655890,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2006
RU-KC,2007,1917506,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2007
RU-KC,2008,1543413,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2008
RU-KC,2009,1387340,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2009
RU-KC,2010,1484874,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2010
RU-KC,2011,1638394,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2011
RU-KC,2012,1661838,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2012
RU-KC,2013,1554336,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2013
RU-KC,2014,1622300,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2014
RU-KC,2015,1575634,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2015
RU-KC,2016,1420709,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KC:2016
RU-KDA,2005,14210777,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2005
RU-KDA,2006,15124989,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2006
RU-KDA,2007,15800969,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2007
RU-KDA,2008,15923808,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2008
RU-KDA,2009,14616354,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2009
RU-KDA,2010,16388863,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2010
RU-KDA,2011,16897686,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2011
RU-KDA,2012,17557341,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2012
RU-KDA,2013,17865251,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2013
RU-KDA,2014,19315801,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2014
RU-KDA,2015,19333973,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2015
RU-KDA,2016,19273607,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2016
RU-KDA,2017,21075080,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2017
RU-KDA,2018,20877948,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2018
RU-KDA,2019,21313226,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KDA:2019
RU-KEM,2005,55630633,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2005
RU-KEM,2006,57054097,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2006
RU-KEM,2007,57655284,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2007
RU-KEM,2008,56071648,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2008
RU-KEM,2009,50929861,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2009
RU-KEM,2010,53284976,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2010
RU-KEM,2011,53688535,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2011
RU-KEM,2012,56352640,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2012
RU-KEM,2013,61736735,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2013
RU-KEM,2014,51610669,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2014
RU-KEM,2015,52181682,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2015
RU-KEM,2016,49677620,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2016
RU-KEM,2017,58842644,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2017
RU-KEM,2018,57835614,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2018
RU-KEM,2019,58646586,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KEM:2019
RU-KGD,2005,2818110,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2005
RU-KGD,2006,3719360,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2006
RU-KGD,2007,3508153,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2007
RU-KGD,2008,3771712,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2008
RU-KGD,2009,3743770,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2009
RU-KGD,2010,3719873,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2010
RU-KGD,2011,5186611,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2011
RU-KGD,2012,5185683,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2012
RU-KGD,2013,5010845,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2013
RU-KGD,2014,5412474,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2014
RU-KGD,2015,5562977,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2015
RU-KGD,2016,5202555,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2016
RU-KGD,2017,5516004,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2017
RU-KGD,2018,5709217,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2018
RU-KGD,2019,5284665,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGD:2019
RU-KGN,2005,3172813,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2005
RU-KGN,2006,3506230,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2006
RU-KGN,2007,3349914,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2007
RU-KGN,2008,3429400,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2008
RU-KGN,2009,3779773,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2009
RU-KGN,2010,3854197,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2010
RU-KGN,2011,4306838,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2011
RU-KGN,2012,4137970,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2012
RU-KGN,2013,4936160,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2013
RU-KGN,2014,4278692,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2014
RU-KGN,2015,4336252,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2015
RU-KGN,2016,3868600,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2016
RU-KGN,2017,4025803,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2017
RU-KGN,2018,4078062,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2018
RU-KGN,2019,3980218,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KGN:2019
RU-KHA,2005,14385062,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2005
RU-KHA,2006,14023704,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2006
RU-KHA,2007,12740386,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2007
RU-KHA,2008,12009300,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2008
RU-KHA,2009,10779575,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2009
RU-KHA,2010,10445256,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2010
RU-KHA,2011,11341103,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2011
RU-KHA,2012,12114944,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2012
RU-KHA,2013,13816073,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2013
RU-KHA,2014,12309378,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2014
RU-KHA,2015,13022219,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2015
RU-KHA,2016,14430091,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2016
RU-KHA,2017,14095118,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2017
RU-KHA,2018,13638964,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2018
RU-KHA,2019,13782519,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KHA:2019
RU-KIR,2005,7357660,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2005
RU-KIR,2006,7873792,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2006
RU-KIR,2007,7391918,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2007
RU-KIR,2008,6961773,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2008
RU-KIR,2009,7169175,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2009
RU-KIR,2010,7624430,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2010
RU-KIR,2011,7440712,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2011
RU-KIR,2012,7309872,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2012
RU-KIR,2013,5626366,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2013
RU-KIR,2014,7933100,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2014
RU-KIR,2015,7483942,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2015
RU-KIR,2016,6847610,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2016
RU-KIR,2017,5772671,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2017
RU-KIR,2018,5526375,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2018
RU-KIR,2019,5426999,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KIR:2019
RU-KK,2005,5011610,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2005
RU-KK,2006,4573081,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2006
RU-KK,2007,4455298,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2007
RU-KK,2008,5627011,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2008
RU-KK,2009,5178155,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2009
RU-KK,2010,4536999,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2010
RU-KK,2011,4741467,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2011
RU-KK,2012,5189904,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2012
RU-KK,2013,3696387,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2013
RU-KK,2014,5352205,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2014
RU-KK,2015,5524028,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2015
RU-KK,2016,5318444,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2016
RU-KK,2017,4719465,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2017
RU-KK,2018,4618350,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2018
RU-KK,2019,4895794,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KK:2019
RU-KL,2005,359401,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2005
RU-KL,2006,303084,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2006
RU-KL,2007,271530,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2007
RU-KL,2008,266352,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2008
RU-KL,2009,282061,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2009
RU-KL,2010,359963,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2010
RU-KL,2011,257399,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2011
RU-KL,2012,250573,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2012
RU-KL,2013,211482,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2013
RU-KL,2014,276801,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2014
RU-KL,2015,214597,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2015
RU-KL,2016,166459,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2016
RU-KL,2017,307429,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2017
RU-KL,2018,364808,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2018
RU-KL,2019,393063,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KL:2019
RU-KLU,2005,2932603,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2005
RU-KLU,2006,2938609,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2006
RU-KLU,2007,2972032,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2007
RU-KLU,2008,3532350,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2008
RU-KLU,2009,3037066,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2009
RU-KLU,2010,3159401,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2010
RU-KLU,2011,3182420,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2011
RU-KLU,2012,3128713,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2012
RU-KLU,2013,3487197,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2013
RU-KLU,2014,4504579,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2014
RU-KLU,2015,4519826,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2015
RU-KLU,2016,4102226,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2016
RU-KLU,2017,4027439,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2017
RU-KLU,2018,3678525,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2018
RU-KLU,2019,3915164,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KLU:2019
RU-KO,2005,18162279,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2005
RU-KO,2006,20162279,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2006
RU-KO,2007,18573255,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2007
RU-KO,2008,20012002,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2008
RU-KO,2009,19114538,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2009
RU-KO,2010,20524437,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2010
RU-KO,2011,19717300,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2011
RU-KO,2012,20774021,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2012
RU-KO,2013,20728037,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2013
RU-KO,2014,20831990,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2014
RU-KO,2015,21809726,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2015
RU-KO,2016,20463868,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2016
RU-KO,2017,21701772,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2017
RU-KO,2018,22474764,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2018
RU-KO,2019,21543686,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KO:2019
RU-KOS,2005,8555175,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2005
RU-KOS,2006,9231023,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2006
RU-KOS,2007,8780527,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2007
RU-KOS,2008,9370439,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2008
RU-KOS,2009,8157042,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2009
RU-KOS,2010,8524251,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2010
RU-KOS,2011,9328358,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2011
RU-KOS,2012,9360662,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2012
RU-KOS,2013,9100483,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2013
RU-KOS,2014,9862795,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2014
RU-KOS,2015,9028781,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2015
RU-KOS,2016,8829704,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2016
RU-KOS,2017,9516564,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2017
RU-KOS,2018,8371765,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2018
RU-KOS,2019,9672883,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KOS:2019
RU-KR,2005,4563917,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2005
RU-KR,2006,4617077,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2006
RU-KR,2007,4040060,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2007
RU-KR,2008,4028984,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2008
RU-KR,2009,3758207,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2009
RU-KR,2010,4103935,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2010
RU-KR,2011,4022653,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2011
RU-KR,2012,4127913,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2012
RU-KR,2013,3816948,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2013
RU-KR,2014,3790470,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2014
RU-KR,2015,3588901,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2015
RU-KR,2016,4007011,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2016
RU-KR,2017,3802976,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2017
RU-KR,2018,4321272,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2018
RU-KR,2019,4238286,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KR:2019
RU-KRS,2005,5227017,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KRS:2005
RU-KRS,2006,5326114,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KRS:2006
RU-KRS,2007,5438865,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KRS:2007
RU-KRS,2008,4897332,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KRS:2008
RU-KRS,2009,4195136,xiao_etal_2021:RU_constituent:v4,Xiao_et_al_(2021):RU-KRS:2009
