datasource_id,name,publisher,published,URL
OEF:WD:subnational-area:20221106,Wikidata extract of subnational objects and their areas,OEF:WD,2022-11-06,https://github.com/Open-Earth-Foundation/OpenClimate-harmonize/tree/main/source/Wikidata-Subnational-Area
