emissions_id,sector_id,emissions_value
climate_trace:AO:2019,climate_trace:sector:mineral-extraction,7236
climate_trace:AO:2020,climate_trace:sector:mineral-extraction,7525
climate_trace:AO:2021,climate_trace:sector:mineral-extraction,7807
climate_trace:AO:2015,climate_trace:sector:transportation,8650389
climate_trace:AO:2016,climate_trace:sector:transportation,8607646
climate_trace:AO:2017,climate_trace:sector:transportation,7367402
climate_trace:AO:2018,climate_trace:sector:transportation,7642333
climate_trace:AO:2019,climate_trace:sector:transportation,8684770
climate_trace:AO:2020,climate_trace:sector:transportation,7557681
climate_trace:AO:2021,climate_trace:sector:transportation,8090369
climate_trace:AO:2015,climate_trace:sector:waste,5519571
climate_trace:AO:2016,climate_trace:sector:waste,5695981
climate_trace:AO:2017,climate_trace:sector:waste,5883130
climate_trace:AO:2018,climate_trace:sector:waste,6074298
climate_trace:AO:2019,climate_trace:sector:waste,6209813
climate_trace:AO:2020,climate_trace:sector:waste,6349414
climate_trace:AO:2021,climate_trace:sector:waste,6487383
climate_trace:AO:2015,climate_trace:sector:agriculture,16650823
climate_trace:AO:2016,climate_trace:sector:agriculture,17431123
climate_trace:AO:2017,climate_trace:sector:agriculture,16247472
climate_trace:AO:2018,climate_trace:sector:agriculture,16174882
climate_trace:AO:2019,climate_trace:sector:agriculture,16866418
climate_trace:AO:2020,climate_trace:sector:agriculture,16718372
climate_trace:AO:2021,climate_trace:sector:agriculture,13497318
climate_trace:AO:2015,climate_trace:sector:buildings,6429888
climate_trace:AO:2016,climate_trace:sector:buildings,5910408
climate_trace:AO:2017,climate_trace:sector:buildings,5086095
climate_trace:AO:2018,climate_trace:sector:buildings,4847061
climate_trace:AO:2019,climate_trace:sector:buildings,5191585
climate_trace:AO:2020,climate_trace:sector:buildings,4907210
climate_trace:AO:2021,climate_trace:sector:buildings,5147306
climate_trace:AO:2015,climate_trace:sector:fossil-fuel-operations,58908198
climate_trace:AO:2016,climate_trace:sector:fossil-fuel-operations,57272986
climate_trace:AO:2017,climate_trace:sector:fossil-fuel-operations,54636532
climate_trace:AO:2018,climate_trace:sector:fossil-fuel-operations,50474610
climate_trace:AO:2019,climate_trace:sector:fossil-fuel-operations,47623721
climate_trace:AO:2020,climate_trace:sector:fossil-fuel-operations,40169240
climate_trace:AO:2021,climate_trace:sector:fossil-fuel-operations,38194659
climate_trace:AO:2015,climate_trace:sector:power,6216872
climate_trace:AO:2016,climate_trace:sector:power,6349514
climate_trace:AO:2017,climate_trace:sector:power,4083801
climate_trace:AO:2018,climate_trace:sector:power,4028582
climate_trace:AO:2019,climate_trace:sector:power,4625626
climate_trace:AO:2020,climate_trace:sector:power,4317009
climate_trace:AO:2021,climate_trace:sector:power,4701541
climate_trace:AI:2015,climate_trace:sector:agriculture,0
climate_trace:AI:2016,climate_trace:sector:agriculture,0
climate_trace:AI:2017,climate_trace:sector:agriculture,0
climate_trace:AI:2018,climate_trace:sector:agriculture,0
climate_trace:AI:2019,climate_trace:sector:agriculture,0
climate_trace:AI:2020,climate_trace:sector:agriculture,0
climate_trace:AI:2021,climate_trace:sector:agriculture,0
climate_trace:AI:2015,climate_trace:sector:fluorinated-gases,0
climate_trace:AI:2016,climate_trace:sector:fluorinated-gases,0
climate_trace:AI:2017,climate_trace:sector:fluorinated-gases,0
climate_trace:AI:2018,climate_trace:sector:fluorinated-gases,0
climate_trace:AI:2019,climate_trace:sector:fluorinated-gases,0
climate_trace:AI:2020,climate_trace:sector:fluorinated-gases,0
climate_trace:AI:2021,climate_trace:sector:fluorinated-gases,0
climate_trace:AI:2015,climate_trace:sector:fossil-fuel-operations,388
climate_trace:AI:2016,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AI:2017,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AI:2018,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AI:2019,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AI:2020,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AI:2021,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AI:2015,climate_trace:sector:power,96001
climate_trace:AI:2016,climate_trace:sector:power,96001
climate_trace:AI:2017,climate_trace:sector:power,96001
climate_trace:AI:2018,climate_trace:sector:power,96001
climate_trace:AI:2019,climate_trace:sector:power,96001
climate_trace:AI:2020,climate_trace:sector:power,96001
climate_trace:AI:2021,climate_trace:sector:power,96001
climate_trace:AI:2015,climate_trace:sector:transportation,26675
climate_trace:AI:2016,climate_trace:sector:transportation,30422
climate_trace:AI:2017,climate_trace:sector:transportation,30754
climate_trace:AI:2018,climate_trace:sector:transportation,27965
climate_trace:AI:2019,climate_trace:sector:transportation,26613
climate_trace:AI:2020,climate_trace:sector:transportation,22031
climate_trace:AI:2021,climate_trace:sector:transportation,24076
climate_trace:AI:2015,climate_trace:sector:waste,4164
climate_trace:AI:2016,climate_trace:sector:waste,4184
climate_trace:AI:2017,climate_trace:sector:waste,4203
climate_trace:AI:2018,climate_trace:sector:waste,4221
climate_trace:AI:2019,climate_trace:sector:waste,4241
climate_trace:AI:2020,climate_trace:sector:waste,4261
climate_trace:AI:2021,climate_trace:sector:waste,4280
climate_trace:AI:2015,climate_trace:sector:buildings,17
climate_trace:AI:2016,climate_trace:sector:buildings,17
climate_trace:AI:2017,climate_trace:sector:buildings,16
climate_trace:AI:2018,climate_trace:sector:buildings,15
climate_trace:AI:2019,climate_trace:sector:buildings,15
climate_trace:AI:2020,climate_trace:sector:buildings,12
climate_trace:AI:2021,climate_trace:sector:buildings,14
climate_trace:AI:2015,climate_trace:sector:manufacturing,1208
climate_trace:AI:2016,climate_trace:sector:manufacturing,1228
climate_trace:AI:2017,climate_trace:sector:manufacturing,1248
climate_trace:AI:2018,climate_trace:sector:manufacturing,1212
climate_trace:AI:2019,climate_trace:sector:manufacturing,1184
climate_trace:AI:2020,climate_trace:sector:manufacturing,977
climate_trace:AI:2021,climate_trace:sector:manufacturing,1089
climate_trace:AI:2015,climate_trace:sector:mineral-extraction,0
climate_trace:AI:2016,climate_trace:sector:mineral-extraction,0
climate_trace:AI:2017,climate_trace:sector:mineral-extraction,0
climate_trace:AI:2018,climate_trace:sector:mineral-extraction,0
climate_trace:AI:2019,climate_trace:sector:mineral-extraction,0
climate_trace:AI:2020,climate_trace:sector:mineral-extraction,0
climate_trace:AI:2021,climate_trace:sector:mineral-extraction,0
climate_trace:AX:2015,climate_trace:sector:mineral-extraction,0
climate_trace:AX:2016,climate_trace:sector:mineral-extraction,0
climate_trace:AX:2017,climate_trace:sector:mineral-extraction,0
climate_trace:AX:2018,climate_trace:sector:mineral-extraction,0
climate_trace:AX:2019,climate_trace:sector:mineral-extraction,0
climate_trace:AX:2020,climate_trace:sector:mineral-extraction,0
climate_trace:AX:2021,climate_trace:sector:mineral-extraction,0
climate_trace:AX:2015,climate_trace:sector:power,0
climate_trace:AX:2016,climate_trace:sector:power,0
climate_trace:AX:2017,climate_trace:sector:power,0
climate_trace:AX:2018,climate_trace:sector:power,0
climate_trace:AX:2019,climate_trace:sector:power,0
climate_trace:AX:2020,climate_trace:sector:power,0
climate_trace:AX:2021,climate_trace:sector:power,0
climate_trace:AX:2015,climate_trace:sector:fluorinated-gases,0
climate_trace:AX:2016,climate_trace:sector:fluorinated-gases,0
climate_trace:AX:2017,climate_trace:sector:fluorinated-gases,0
climate_trace:AX:2018,climate_trace:sector:fluorinated-gases,0
climate_trace:AX:2019,climate_trace:sector:fluorinated-gases,0
climate_trace:AX:2020,climate_trace:sector:fluorinated-gases,0
climate_trace:AX:2021,climate_trace:sector:fluorinated-gases,0
climate_trace:AX:2015,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AX:2016,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AX:2017,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AX:2018,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AX:2019,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AX:2020,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AX:2021,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AX:2015,climate_trace:sector:manufacturing,0
climate_trace:AX:2016,climate_trace:sector:manufacturing,0
climate_trace:AX:2017,climate_trace:sector:manufacturing,0
climate_trace:AX:2018,climate_trace:sector:manufacturing,0
climate_trace:AX:2019,climate_trace:sector:manufacturing,0
climate_trace:AX:2020,climate_trace:sector:manufacturing,0
climate_trace:AX:2021,climate_trace:sector:manufacturing,0
climate_trace:AX:2015,climate_trace:sector:transportation,241196
climate_trace:AX:2016,climate_trace:sector:transportation,249424
climate_trace:AX:2017,climate_trace:sector:transportation,259093
climate_trace:AX:2018,climate_trace:sector:transportation,257139
climate_trace:AX:2019,climate_trace:sector:transportation,588623
climate_trace:AX:2020,climate_trace:sector:transportation,1575269
climate_trace:AX:2021,climate_trace:sector:transportation,902374
climate_trace:AX:2015,climate_trace:sector:waste,0
climate_trace:AX:2016,climate_trace:sector:waste,0
climate_trace:AX:2017,climate_trace:sector:waste,0
climate_trace:AX:2018,climate_trace:sector:waste,0
climate_trace:AX:2019,climate_trace:sector:waste,0
climate_trace:AX:2020,climate_trace:sector:waste,0
climate_trace:AX:2021,climate_trace:sector:waste,0
climate_trace:AX:2015,climate_trace:sector:buildings,0
climate_trace:AX:2016,climate_trace:sector:buildings,0
climate_trace:AX:2017,climate_trace:sector:buildings,0
climate_trace:AX:2018,climate_trace:sector:buildings,0
climate_trace:AX:2019,climate_trace:sector:buildings,0
climate_trace:AX:2020,climate_trace:sector:buildings,0
climate_trace:AX:2021,climate_trace:sector:buildings,0
climate_trace:AX:2015,climate_trace:sector:agriculture,0
climate_trace:AX:2016,climate_trace:sector:agriculture,0
climate_trace:AX:2017,climate_trace:sector:agriculture,0
climate_trace:AX:2018,climate_trace:sector:agriculture,0
climate_trace:AX:2019,climate_trace:sector:agriculture,0
climate_trace:AX:2020,climate_trace:sector:agriculture,0
climate_trace:AX:2021,climate_trace:sector:agriculture,0
climate_trace:AL:2015,climate_trace:sector:fluorinated-gases,108878
climate_trace:AL:2016,climate_trace:sector:fluorinated-gases,122992
climate_trace:AL:2017,climate_trace:sector:fluorinated-gases,136913
climate_trace:AL:2018,climate_trace:sector:fluorinated-gases,153950
climate_trace:AL:2019,climate_trace:sector:fluorinated-gases,168975
climate_trace:AL:2020,climate_trace:sector:fluorinated-gases,184303
climate_trace:AL:2021,climate_trace:sector:fluorinated-gases,201171
climate_trace:AL:2015,climate_trace:sector:manufacturing,1759637
climate_trace:AL:2016,climate_trace:sector:manufacturing,1488135
climate_trace:AL:2017,climate_trace:sector:manufacturing,1969252
climate_trace:AL:2018,climate_trace:sector:manufacturing,2137765
climate_trace:AL:2019,climate_trace:sector:manufacturing,1809039
climate_trace:AL:2020,climate_trace:sector:manufacturing,1772462
climate_trace:AL:2021,climate_trace:sector:manufacturing,1588103
climate_trace:AL:2015,climate_trace:sector:power,0
climate_trace:AL:2016,climate_trace:sector:power,0
climate_trace:AL:2017,climate_trace:sector:power,0
climate_trace:AL:2018,climate_trace:sector:power,0
climate_trace:AL:2019,climate_trace:sector:power,0
climate_trace:AL:2020,climate_trace:sector:power,0
climate_trace:AL:2021,climate_trace:sector:power,0
climate_trace:AL:2015,climate_trace:sector:waste,1193294
climate_trace:AL:2016,climate_trace:sector:waste,1194699
climate_trace:AL:2017,climate_trace:sector:waste,1196218
climate_trace:AL:2018,climate_trace:sector:waste,1198419
climate_trace:AL:2019,climate_trace:sector:waste,1199547
climate_trace:AL:2020,climate_trace:sector:waste,1200680
climate_trace:AL:2021,climate_trace:sector:waste,1202157
climate_trace:AL:2015,climate_trace:sector:agriculture,3047151
climate_trace:AL:2016,climate_trace:sector:agriculture,3045472
climate_trace:AL:2017,climate_trace:sector:agriculture,3056573
climate_trace:AL:2018,climate_trace:sector:agriculture,2906638
climate_trace:AL:2019,climate_trace:sector:agriculture,2703116
climate_trace:AL:2020,climate_trace:sector:agriculture,2749189
climate_trace:AL:2021,climate_trace:sector:agriculture,2761041
climate_trace:AL:2015,climate_trace:sector:buildings,723184
climate_trace:AL:2016,climate_trace:sector:buildings,741571
climate_trace:AL:2017,climate_trace:sector:buildings,829905
climate_trace:AL:2018,climate_trace:sector:buildings,834831
climate_trace:AL:2019,climate_trace:sector:buildings,845553
climate_trace:AL:2020,climate_trace:sector:buildings,770748
climate_trace:AL:2021,climate_trace:sector:buildings,776386
climate_trace:AL:2015,climate_trace:sector:fossil-fuel-operations,744332
climate_trace:AL:2016,climate_trace:sector:fossil-fuel-operations,728412
climate_trace:AL:2017,climate_trace:sector:fossil-fuel-operations,678973
climate_trace:AL:2018,climate_trace:sector:fossil-fuel-operations,701094
climate_trace:AL:2019,climate_trace:sector:fossil-fuel-operations,594384
climate_trace:AL:2020,climate_trace:sector:fossil-fuel-operations,469150
climate_trace:AL:2021,climate_trace:sector:fossil-fuel-operations,511534
climate_trace:AL:2015,climate_trace:sector:mineral-extraction,8143
climate_trace:AL:2016,climate_trace:sector:mineral-extraction,6693
climate_trace:AL:2017,climate_trace:sector:mineral-extraction,7196
climate_trace:AL:2018,climate_trace:sector:mineral-extraction,11366
climate_trace:AL:2019,climate_trace:sector:mineral-extraction,11696
climate_trace:AL:2020,climate_trace:sector:mineral-extraction,11434
climate_trace:AL:2021,climate_trace:sector:mineral-extraction,12985
climate_trace:AL:2015,climate_trace:sector:transportation,2592422
climate_trace:AL:2016,climate_trace:sector:transportation,2449933
climate_trace:AL:2017,climate_trace:sector:transportation,2481875
climate_trace:AL:2018,climate_trace:sector:transportation,2385169
climate_trace:AL:2019,climate_trace:sector:transportation,2388631
climate_trace:AL:2020,climate_trace:sector:transportation,2107743
climate_trace:AL:2021,climate_trace:sector:transportation,2214158
climate_trace:AD:2015,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AD:2016,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AD:2017,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AD:2018,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AD:2019,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AD:2020,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AD:2021,climate_trace:sector:fossil-fuel-operations,0
climate_trace:AD:2015,climate_trace:sector:mineral-extraction,0
climate_trace:AD:2016,climate_trace:sector:mineral-extraction,0
climate_trace:AD:2017,climate_trace:sector:mineral-extraction,0
climate_trace:AD:2018,climate_trace:sector:mineral-extraction,0
climate_trace:AD:2019,climate_trace:sector:mineral-extraction,0
climate_trace:AD:2020,climate_trace:sector:mineral-extraction,0
climate_trace:AD:2021,climate_trace:sector:mineral-extraction,0
climate_trace:AD:2015,climate_trace:sector:power,111000
climate_trace:AD:2016,climate_trace:sector:power,111000
climate_trace:AD:2017,climate_trace:sector:power,115000
climate_trace:AD:2018,climate_trace:sector:power,115000
climate_trace:AD:2019,climate_trace:sector:power,115000
climate_trace:AD:2020,climate_trace:sector:power,115000
climate_trace:AD:2021,climate_trace:sector:power,115000
climate_trace:AD:2015,climate_trace:sector:waste,0
climate_trace:AD:2016,climate_trace:sector:waste,0
climate_trace:AD:2017,climate_trace:sector:waste,0
climate_trace:AD:2018,climate_trace:sector:waste,0
climate_trace:AD:2019,climate_trace:sector:waste,0
climate_trace:AD:2020,climate_trace:sector:waste,0
climate_trace:AD:2021,climate_trace:sector:waste,0
climate_trace:AD:2015,climate_trace:sector:buildings,0
climate_trace:AD:2016,climate_trace:sector:buildings,0
climate_trace:AD:2017,climate_trace:sector:buildings,0
climate_trace:AD:2018,climate_trace:sector:buildings,0
climate_trace:AD:2019,climate_trace:sector:buildings,0
climate_trace:AD:2020,climate_trace:sector:buildings,0
climate_trace:AD:2021,climate_trace:sector:buildings,0
climate_trace:AD:2015,climate_trace:sector:fluorinated-gases,0
climate_trace:AD:2016,climate_trace:sector:fluorinated-gases,0
climate_trace:AD:2017,climate_trace:sector:fluorinated-gases,0
climate_trace:AD:2018,climate_trace:sector:fluorinated-gases,0
climate_trace:AD:2019,climate_trace:sector:fluorinated-gases,0
climate_trace:AD:2020,climate_trace:sector:fluorinated-gases,0
climate_trace:AD:2021,climate_trace:sector:fluorinated-gases,0
climate_trace:AD:2015,climate_trace:sector:agriculture,0
climate_trace:AD:2016,climate_trace:sector:agriculture,0
climate_trace:AD:2017,climate_trace:sector:agriculture,0
climate_trace:AD:2018,climate_trace:sector:agriculture,0
climate_trace:AD:2019,climate_trace:sector:agriculture,0
climate_trace:AD:2020,climate_trace:sector:agriculture,0
climate_trace:AD:2021,climate_trace:sector:agriculture,0
climate_trace:AD:2015,climate_trace:sector:manufacturing,0
climate_trace:AD:2016,climate_trace:sector:manufacturing,0
climate_trace:AD:2017,climate_trace:sector:manufacturing,0
climate_trace:AD:2018,climate_trace:sector:manufacturing,0
climate_trace:AD:2019,climate_trace:sector:manufacturing,0
climate_trace:AD:2020,climate_trace:sector:manufacturing,0
climate_trace:AD:2021,climate_trace:sector:manufacturing,0
climate_trace:AD:2015,climate_trace:sector:transportation,0
climate_trace:AD:2016,climate_trace:sector:transportation,0
climate_trace:AD:2017,climate_trace:sector:transportation,0
climate_trace:AD:2018,climate_trace:sector:transportation,0
climate_trace:AD:2019,climate_trace:sector:transportation,0
climate_trace:AD:2020,climate_trace:sector:transportation,0
climate_trace:AD:2021,climate_trace:sector:transportation,0
climate_trace:AE:2015,climate_trace:sector:manufacturing,102339591
climate_trace:AE:2016,climate_trace:sector:manufacturing,103333069
climate_trace:AE:2017,climate_trace:sector:manufacturing,91578683
climate_trace:AE:2018,climate_trace:sector:manufacturing,74634639
climate_trace:AE:2019,climate_trace:sector:manufacturing,89543704
climate_trace:AE:2020,climate_trace:sector:manufacturing,86434772
climate_trace:AE:2021,climate_trace:sector:manufacturing,87032071
climate_trace:AE:2015,climate_trace:sector:mineral-extraction,77601
climate_trace:AE:2016,climate_trace:sector:mineral-extraction,75357
climate_trace:AE:2017,climate_trace:sector:mineral-extraction,86637
climate_trace:AE:2018,climate_trace:sector:mineral-extraction,102139
climate_trace:AE:2019,climate_trace:sector:mineral-extraction,109870
climate_trace:AE:2020,climate_trace:sector:mineral-extraction,119524
climate_trace:AE:2021,climate_trace:sector:mineral-extraction,128067
climate_trace:AE:2015,climate_trace:sector:waste,7350361
climate_trace:AE:2016,climate_trace:sector:waste,7494083
climate_trace:AE:2017,climate_trace:sector:waste,7570904
climate_trace:AE:2018,climate_trace:sector:waste,7700165
climate_trace:AE:2019,climate_trace:sector:waste,7742154
climate_trace:AE:2020,climate_trace:sector:waste,7785085
climate_trace:AE:2021,climate_trace:sector:waste,7810429
climate_trace:AE:2015,climate_trace:sector:buildings,1199157
climate_trace:AE:2016,climate_trace:sector:buildings,1243382
climate_trace:AE:2017,climate_trace:sector:buildings,1231144
climate_trace:AE:2018,climate_trace:sector:buildings,1025932
climate_trace:AE:2019,climate_trace:sector:buildings,789511
climate_trace:AE:2020,climate_trace:sector:buildings,670889
climate_trace:AE:2021,climate_trace:sector:buildings,730592
climate_trace:AE:2015,climate_trace:sector:fluorinated-gases,11112749
