datasource_id,name,publisher,published,URL,citation
UNFCCC:GHG_profiles_nonAnnexOne:2022-09-27,UNFCCC GHG Profiles - Non-Annex I,UNFCCC,2022-09-27,https://di.unfccc.int/ghg_profile_non_annex1,UNFCCC. (2022). GHG Profiles - Non-Annex I [Data set]. UNFCCC. https://di.unfccc.int/ghg_profile_non_annex1
