datasource_id,name,publisher,published,URL,citation
carbon_monitor_cities:v0325,Near-real-time daily estimates of CO2 emissions from 1500 cities worldwide,Carbon Monitor Cities,2022-03-26,https://doi.org/10.6084/m9.figshare.19425665.v1,"Huo, D., et al. (2022). Near-real-time daily estimates of CO2 emissions from 1500 cities worldwide. Figshare. doi:10.6084/m9.figshare.19425665.v1"
