year,total_emissions,actor_id,emissions_id,datasource_id
2015,870609,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392015,ECCC_GHGRP:2022-04-14
2014,855166,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392014,ECCC_GHGRP:2022-04-14
2013,943064,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392013,ECCC_GHGRP:2022-04-14
2012,867824,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392012,ECCC_GHGRP:2022-04-14
2011,952252,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392011,ECCC_GHGRP:2022-04-14
2010,907730,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392010,ECCC_GHGRP:2022-04-14
2009,824087,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392009,ECCC_GHGRP:2022-04-14
2020,157064,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322020,ECCC_GHGRP:2022-04-14
2019,150553,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322019,ECCC_GHGRP:2022-04-14
2018,155771,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322018,ECCC_GHGRP:2022-04-14
2017,153315,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322017,ECCC_GHGRP:2022-04-14
2016,124829,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322016,ECCC_GHGRP:2022-04-14
2015,134575,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322015,ECCC_GHGRP:2022-04-14
2014,164757,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322014,ECCC_GHGRP:2022-04-14
2013,147661,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322013,ECCC_GHGRP:2022-04-14
2012,144172,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322012,ECCC_GHGRP:2022-04-14
2011,142306,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322011,ECCC_GHGRP:2022-04-14
2010,156344,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322010,ECCC_GHGRP:2022-04-14
2009,146301,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322009,ECCC_GHGRP:2022-04-14
2008,157817,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322008,ECCC_GHGRP:2022-04-14
2007,164922,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322007,ECCC_GHGRP:2022-04-14
2006,173703,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322006,ECCC_GHGRP:2022-04-14
2005,194451,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322005,ECCC_GHGRP:2022-04-14
2004,202742,ECCC_G10111:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10111:549300GT6BLC9T74PS322004,ECCC_GHGRP:2022-04-14
2008,1112559,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392008,ECCC_GHGRP:2022-04-14
2007,1128517,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392007,ECCC_GHGRP:2022-04-14
2006,1223615,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392006,ECCC_GHGRP:2022-04-14
2005,1093897,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392005,ECCC_GHGRP:2022-04-14
2004,1136615,ECCC_G10112:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10112:5299000S9E1C0NBZXD392004,ECCC_GHGRP:2022-04-14
2020,501897,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392020,ECCC_GHGRP:2022-04-14
2019,637944,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392019,ECCC_GHGRP:2022-04-14
2018,658346,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392018,ECCC_GHGRP:2022-04-14
2017,699542,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392017,ECCC_GHGRP:2022-04-14
2016,690192,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392016,ECCC_GHGRP:2022-04-14
2015,784402,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392015,ECCC_GHGRP:2022-04-14
2014,782034,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392014,ECCC_GHGRP:2022-04-14
2013,787762,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392013,ECCC_GHGRP:2022-04-14
2012,737190,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392012,ECCC_GHGRP:2022-04-14
2011,696424,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392011,ECCC_GHGRP:2022-04-14
2010,493032,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392010,ECCC_GHGRP:2022-04-14
2009,472566,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392009,ECCC_GHGRP:2022-04-14
2004,894720,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392004,ECCC_GHGRP:2022-04-14
2019,14474,ECCC_G11558:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11558:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,14286,ECCC_G11968:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11968:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2008,871273,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392008,ECCC_GHGRP:2022-04-14
2007,985660,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392007,ECCC_GHGRP:2022-04-14
2006,906950,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392006,ECCC_GHGRP:2022-04-14
2005,863390,ECCC_G10170:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10170:5299000S9E1C0NBZXD392005,ECCC_GHGRP:2022-04-14
2020,695720,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392020,ECCC_GHGRP:2022-04-14
2019,635641,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392019,ECCC_GHGRP:2022-04-14
2018,776410,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392018,ECCC_GHGRP:2022-04-14
2017,760802,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392017,ECCC_GHGRP:2022-04-14
2016,791053,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392016,ECCC_GHGRP:2022-04-14
2015,803125,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392015,ECCC_GHGRP:2022-04-14
2014,656540,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392014,ECCC_GHGRP:2022-04-14
2013,628137,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392013,ECCC_GHGRP:2022-04-14
2012,780790,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392012,ECCC_GHGRP:2022-04-14
2011,705397,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392011,ECCC_GHGRP:2022-04-14
2010,732521,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392010,ECCC_GHGRP:2022-04-14
2009,678404,ECCC_G10171:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10171:5299000S9E1C0NBZXD392009,ECCC_GHGRP:2022-04-14
2018,262,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392018,ECCC_GHGRP:2022-04-14
2017,164,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392017,ECCC_GHGRP:2022-04-14
2016,112624,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392016,ECCC_GHGRP:2022-04-14
2015,172492,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392015,ECCC_GHGRP:2022-04-14
2014,167663,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392014,ECCC_GHGRP:2022-04-14
2013,144677,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392013,ECCC_GHGRP:2022-04-14
2012,128359,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392012,ECCC_GHGRP:2022-04-14
2011,152964,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392011,ECCC_GHGRP:2022-04-14
2010,133160,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392010,ECCC_GHGRP:2022-04-14
2009,121643,ECCC_G10173:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10173:5299000S9E1C0NBZXD392009,ECCC_GHGRP:2022-04-14
2020,104681,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082020,ECCC_GHGRP:2022-04-14
2019,109004,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082019,ECCC_GHGRP:2022-04-14
2018,117136,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082018,ECCC_GHGRP:2022-04-14
2017,134293,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082017,ECCC_GHGRP:2022-04-14
2016,113678,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082016,ECCC_GHGRP:2022-04-14
2015,105468,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082015,ECCC_GHGRP:2022-04-14
2014,103386,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082014,ECCC_GHGRP:2022-04-14
2013,98232,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082013,ECCC_GHGRP:2022-04-14
2012,115124,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082012,ECCC_GHGRP:2022-04-14
2011,120631,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082011,ECCC_GHGRP:2022-04-14
2010,204824,ECCC_G10157:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10157:XYSIJOU3HNVROZWNA0082010,ECCC_GHGRP:2022-04-14
2009,750,ECCC_G10172:5299000S9E1C0NBZXD39,ECCC_GHGRP:ECCC_G10172:5299000S9E1C0NBZXD392009,ECCC_GHGRP:2022-04-14
2020,382388,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072020,ECCC_GHGRP:2022-04-14
2019,401625,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072019,ECCC_GHGRP:2022-04-14
2018,379098,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072018,ECCC_GHGRP:2022-04-14
2017,349946,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072017,ECCC_GHGRP:2022-04-14
2016,360561,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072016,ECCC_GHGRP:2022-04-14
2015,362681,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072015,ECCC_GHGRP:2022-04-14
2014,332558,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072014,ECCC_GHGRP:2022-04-14
2013,396748,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072013,ECCC_GHGRP:2022-04-14
2012,386918,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072012,ECCC_GHGRP:2022-04-14
2011,312728,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072011,ECCC_GHGRP:2022-04-14
2010,314970,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072010,ECCC_GHGRP:2022-04-14
2009,489662,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072009,ECCC_GHGRP:2022-04-14
2020,117220,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132020,ECCC_GHGRP:2022-04-14
2019,124257,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132019,ECCC_GHGRP:2022-04-14
2018,129233,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132018,ECCC_GHGRP:2022-04-14
2017,131473,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132017,ECCC_GHGRP:2022-04-14
2016,134733,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132016,ECCC_GHGRP:2022-04-14
2015,128520,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132015,ECCC_GHGRP:2022-04-14
2014,135188,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132014,ECCC_GHGRP:2022-04-14
2013,124604,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132013,ECCC_GHGRP:2022-04-14
2012,122273,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132012,ECCC_GHGRP:2022-04-14
2011,108033,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132011,ECCC_GHGRP:2022-04-14
2010,91763,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132010,ECCC_GHGRP:2022-04-14
2009,131524,ECCC_G10043:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10043:549300V0FRLSRFEZFU132009,ECCC_GHGRP:2022-04-14
2020,13884,ECCC_G11165:N4BHALMXL3GMZKCUON55,ECCC_GHGRP:ECCC_G11165:N4BHALMXL3GMZKCUON552020,ECCC_GHGRP:2022-04-14
2019,14476,ECCC_G11165:N4BHALMXL3GMZKCUON55,ECCC_GHGRP:ECCC_G11165:N4BHALMXL3GMZKCUON552019,ECCC_GHGRP:2022-04-14
2018,11707,ECCC_G11165:N4BHALMXL3GMZKCUON55,ECCC_GHGRP:ECCC_G11165:N4BHALMXL3GMZKCUON552018,ECCC_GHGRP:2022-04-14
2017,10266,ECCC_G11165:N4BHALMXL3GMZKCUON55,ECCC_GHGRP:ECCC_G11165:N4BHALMXL3GMZKCUON552017,ECCC_GHGRP:2022-04-14
2020,354852,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132020,ECCC_GHGRP:2022-04-14
2019,456236,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132019,ECCC_GHGRP:2022-04-14
2018,511603,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132018,ECCC_GHGRP:2022-04-14
2017,471824,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132017,ECCC_GHGRP:2022-04-14
2016,502127,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132016,ECCC_GHGRP:2022-04-14
2015,444764,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132015,ECCC_GHGRP:2022-04-14
2014,404532,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132014,ECCC_GHGRP:2022-04-14
2013,281254,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132013,ECCC_GHGRP:2022-04-14
2012,443283,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132012,ECCC_GHGRP:2022-04-14
2011,421086,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132011,ECCC_GHGRP:2022-04-14
2010,407435,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132010,ECCC_GHGRP:2022-04-14
2009,264708,ECCC_G10050:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10050:549300V0FRLSRFEZFU132009,ECCC_GHGRP:2022-04-14
2020,320918,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132020,ECCC_GHGRP:2022-04-14
2019,402475,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132019,ECCC_GHGRP:2022-04-14
2018,435581,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132018,ECCC_GHGRP:2022-04-14
2017,464154,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132017,ECCC_GHGRP:2022-04-14
2016,378542,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132016,ECCC_GHGRP:2022-04-14
2015,335754,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132015,ECCC_GHGRP:2022-04-14
2014,458586,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132014,ECCC_GHGRP:2022-04-14
2013,379774,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132013,ECCC_GHGRP:2022-04-14
2012,524966,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132012,ECCC_GHGRP:2022-04-14
2011,505366,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132011,ECCC_GHGRP:2022-04-14
2010,492647,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132010,ECCC_GHGRP:2022-04-14
2009,364776,ECCC_G10051:549300V0FRLSRFEZFU13,ECCC_GHGRP:ECCC_G10051:549300V0FRLSRFEZFU132009,ECCC_GHGRP:2022-04-14
2020,1594708,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652020,ECCC_GHGRP:2022-04-14
2019,1528476,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652019,ECCC_GHGRP:2022-04-14
2018,1823094,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652018,ECCC_GHGRP:2022-04-14
2017,1456215,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652017,ECCC_GHGRP:2022-04-14
2016,1583292,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652016,ECCC_GHGRP:2022-04-14
2015,1793214,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652015,ECCC_GHGRP:2022-04-14
2014,1566234,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652014,ECCC_GHGRP:2022-04-14
2013,1768937,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652013,ECCC_GHGRP:2022-04-14
2012,1671859,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652012,ECCC_GHGRP:2022-04-14
2011,1637851,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652011,ECCC_GHGRP:2022-04-14
2010,1551265,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652010,ECCC_GHGRP:2022-04-14
2009,1417682,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652009,ECCC_GHGRP:2022-04-14
2008,1640651,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652008,ECCC_GHGRP:2022-04-14
2007,1609728,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652007,ECCC_GHGRP:2022-04-14
2006,1658692,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652006,ECCC_GHGRP:2022-04-14
2005,1436450,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652005,ECCC_GHGRP:2022-04-14
2004,1619688,ECCC_G10044:549300ZB40TJUE9X2R65,ECCC_GHGRP:ECCC_G10044:549300ZB40TJUE9X2R652004,ECCC_GHGRP:2022-04-14
2020,458108,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392020,ECCC_GHGRP:2022-04-14
2019,570957,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392019,ECCC_GHGRP:2022-04-14
2018,444689,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392018,ECCC_GHGRP:2022-04-14
2017,380237,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392017,ECCC_GHGRP:2022-04-14
2017,12682,ECCC_G11187:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G11187:549300Z9RSLCM1W45F392017,ECCC_GHGRP:2022-04-14
2016,321808,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392016,ECCC_GHGRP:2022-04-14
2015,321750,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392015,ECCC_GHGRP:2022-04-14
2014,305243,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392014,ECCC_GHGRP:2022-04-14
2013,364572,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392013,ECCC_GHGRP:2022-04-14
2012,370315,ECCC_G10068:549300Z9RSLCM1W45F39,ECCC_GHGRP:ECCC_G10068:549300Z9RSLCM1W45F392012,ECCC_GHGRP:2022-04-14
