year,total_emissions,actor_id,emissions_id,datasource_id
2006,5632,ECCC_G10216:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10216:549300XC9E3MQMOFK3832006,ECCC_GHGRP:2022-04-14
2005,8180,ECCC_G10216:549300XC9E3MQMOFK383,ECCC_GHGRP:ECCC_G10216:549300XC9E3MQMOFK3832005,ECCC_GHGRP:2022-04-14
2019,6270,ECCC_G10691:549300JKT5KTWQGH8W42,ECCC_GHGRP:ECCC_G10691:549300JKT5KTWQGH8W422019,ECCC_GHGRP:2022-04-14
2018,3751,ECCC_G10691:549300JKT5KTWQGH8W42,ECCC_GHGRP:ECCC_G10691:549300JKT5KTWQGH8W422018,ECCC_GHGRP:2022-04-14
2017,4552,ECCC_G10691:549300JKT5KTWQGH8W42,ECCC_GHGRP:ECCC_G10691:549300JKT5KTWQGH8W422017,ECCC_GHGRP:2022-04-14
2016,2772,ECCC_G10691:549300JKT5KTWQGH8W42,ECCC_GHGRP:ECCC_G10691:549300JKT5KTWQGH8W422016,ECCC_GHGRP:2022-04-14
2015,5258,ECCC_G10691:549300JKT5KTWQGH8W42,ECCC_GHGRP:ECCC_G10691:549300JKT5KTWQGH8W422015,ECCC_GHGRP:2022-04-14
2014,9733,ECCC_G10691:549300JKT5KTWQGH8W42,ECCC_GHGRP:ECCC_G10691:549300JKT5KTWQGH8W422014,ECCC_GHGRP:2022-04-14
2020,3939919,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272020,ECCC_GHGRP:2022-04-14
2019,4725210,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272019,ECCC_GHGRP:2022-04-14
2018,4784796,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272018,ECCC_GHGRP:2022-04-14
2017,4913881,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272017,ECCC_GHGRP:2022-04-14
2016,4896817,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272016,ECCC_GHGRP:2022-04-14
2015,4769059,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272015,ECCC_GHGRP:2022-04-14
2014,5143513,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272014,ECCC_GHGRP:2022-04-14
2013,5148517,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272013,ECCC_GHGRP:2022-04-14
2012,5126861,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272012,ECCC_GHGRP:2022-04-14
2011,5265765,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272011,ECCC_GHGRP:2022-04-14
2010,4977818,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272010,ECCC_GHGRP:2022-04-14
2009,4519384,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272009,ECCC_GHGRP:2022-04-14
2008,4227654,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272008,ECCC_GHGRP:2022-04-14
2007,4906975,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272007,ECCC_GHGRP:2022-04-14
2020,294409,ECCC_G10275:549300TE72QZCLE47467,ECCC_GHGRP:ECCC_G10275:549300TE72QZCLE474672020,ECCC_GHGRP:2022-04-14
2019,292127,ECCC_G10275:549300TE72QZCLE47467,ECCC_GHGRP:ECCC_G10275:549300TE72QZCLE474672019,ECCC_GHGRP:2022-04-14
2018,273679,ECCC_G10275:549300TE72QZCLE47467,ECCC_GHGRP:ECCC_G10275:549300TE72QZCLE474672018,ECCC_GHGRP:2022-04-14
2017,253369,ECCC_G10275:549300TE72QZCLE47467,ECCC_GHGRP:ECCC_G10275:549300TE72QZCLE474672017,ECCC_GHGRP:2022-04-14
2020,24937,ECCC_G10332:549300SSW2M4U7Q46278,ECCC_GHGRP:ECCC_G10332:549300SSW2M4U7Q462782020,ECCC_GHGRP:2022-04-14
2020,24131,ECCC_G12265:549300SSW2M4U7Q46278,ECCC_GHGRP:ECCC_G12265:549300SSW2M4U7Q462782020,ECCC_GHGRP:2022-04-14
2019,27717,ECCC_G10332:549300SSW2M4U7Q46278,ECCC_GHGRP:ECCC_G10332:549300SSW2M4U7Q462782019,ECCC_GHGRP:2022-04-14
2019,11061,ECCC_G12265:549300SSW2M4U7Q46278,ECCC_GHGRP:ECCC_G12265:549300SSW2M4U7Q462782019,ECCC_GHGRP:2022-04-14
2018,27167,ECCC_G10332:549300SSW2M4U7Q46278,ECCC_GHGRP:ECCC_G10332:549300SSW2M4U7Q462782018,ECCC_GHGRP:2022-04-14
2017,26118,ECCC_G10332:549300SSW2M4U7Q46278,ECCC_GHGRP:ECCC_G10332:549300SSW2M4U7Q462782017,ECCC_GHGRP:2022-04-14
2011,20578,ECCC_G10332:549300SSW2M4U7Q46278,ECCC_GHGRP:ECCC_G10332:549300SSW2M4U7Q462782011,ECCC_GHGRP:2022-04-14
2006,125950,ECCC_G10332:549300SSW2M4U7Q46278,ECCC_GHGRP:ECCC_G10332:549300SSW2M4U7Q462782006,ECCC_GHGRP:2022-04-14
2005,143350,ECCC_G10332:549300SSW2M4U7Q46278,ECCC_GHGRP:ECCC_G10332:549300SSW2M4U7Q462782005,ECCC_GHGRP:2022-04-14
2020,50808,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142020,ECCC_GHGRP:2022-04-14
2019,54164,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142019,ECCC_GHGRP:2022-04-14
2018,51835,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142018,ECCC_GHGRP:2022-04-14
2017,49644,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142017,ECCC_GHGRP:2022-04-14
2014,47815,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142014,ECCC_GHGRP:2022-04-14
2013,49087,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142013,ECCC_GHGRP:2022-04-14
2012,50175,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142012,ECCC_GHGRP:2022-04-14
2011,62659,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142011,ECCC_GHGRP:2022-04-14
2010,56165,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142010,ECCC_GHGRP:2022-04-14
2009,52266,ECCC_G10423:5493005C3MRGJI6ZZF14,ECCC_GHGRP:ECCC_G10423:5493005C3MRGJI6ZZF142009,ECCC_GHGRP:2022-04-14
2006,4793143,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272006,ECCC_GHGRP:2022-04-14
2005,4540951,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272005,ECCC_GHGRP:2022-04-14
2004,4862494,ECCC_G10091:549300ZWW04O98IXFO27,ECCC_GHGRP:ECCC_G10091:549300ZWW04O98IXFO272004,ECCC_GHGRP:2022-04-14
2020,221411,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082020,ECCC_GHGRP:2022-04-14
2019,220882,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082019,ECCC_GHGRP:2022-04-14
2018,240653,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082018,ECCC_GHGRP:2022-04-14
2017,199188,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082017,ECCC_GHGRP:2022-04-14
2016,199279,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082016,ECCC_GHGRP:2022-04-14
2012,139990,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082012,ECCC_GHGRP:2022-04-14
2011,124554,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082011,ECCC_GHGRP:2022-04-14
2010,99425,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082010,ECCC_GHGRP:2022-04-14
2009,96900,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082009,ECCC_GHGRP:2022-04-14
2008,109193,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082008,ECCC_GHGRP:2022-04-14
2007,109840,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082007,ECCC_GHGRP:2022-04-14
2006,91751,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082006,ECCC_GHGRP:2022-04-14
2005,115132,ECCC_G10093:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10093:XYSIJOU3HNVROZWNA0082005,ECCC_GHGRP:2022-04-14
2020,89744,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082020,ECCC_GHGRP:2022-04-14
2019,91377,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082019,ECCC_GHGRP:2022-04-14
2018,77054,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082018,ECCC_GHGRP:2022-04-14
2017,65348,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082017,ECCC_GHGRP:2022-04-14
2016,76801,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082016,ECCC_GHGRP:2022-04-14
2015,81183,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082015,ECCC_GHGRP:2022-04-14
2014,82548,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082014,ECCC_GHGRP:2022-04-14
2013,74163,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082013,ECCC_GHGRP:2022-04-14
2012,68774,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082012,ECCC_GHGRP:2022-04-14
2011,58308,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082011,ECCC_GHGRP:2022-04-14
2010,58964,ECCC_G10318:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10318:XYSIJOU3HNVROZWNA0082010,ECCC_GHGRP:2022-04-14
2020,129217,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082020,ECCC_GHGRP:2022-04-14
2019,130711,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082019,ECCC_GHGRP:2022-04-14
2018,100782,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082018,ECCC_GHGRP:2022-04-14
2017,91863,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082017,ECCC_GHGRP:2022-04-14
2016,87664,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082016,ECCC_GHGRP:2022-04-14
2015,88808,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082015,ECCC_GHGRP:2022-04-14
2014,97232,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082014,ECCC_GHGRP:2022-04-14
2013,90172,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082013,ECCC_GHGRP:2022-04-14
2012,86375,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082012,ECCC_GHGRP:2022-04-14
2011,105769,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082011,ECCC_GHGRP:2022-04-14
2010,127810,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082010,ECCC_GHGRP:2022-04-14
2009,131682,ECCC_G10452:XYSIJOU3HNVROZWNA008,ECCC_GHGRP:ECCC_G10452:XYSIJOU3HNVROZWNA0082009,ECCC_GHGRP:2022-04-14
2015,446184,ECCC_G10315:5493006UUHUKRKECPK41,ECCC_GHGRP:ECCC_G10315:5493006UUHUKRKECPK412015,ECCC_GHGRP:2022-04-14
2014,326079,ECCC_G10315:5493006UUHUKRKECPK41,ECCC_GHGRP:ECCC_G10315:5493006UUHUKRKECPK412014,ECCC_GHGRP:2022-04-14
2013,383879,ECCC_G10315:5493006UUHUKRKECPK41,ECCC_GHGRP:ECCC_G10315:5493006UUHUKRKECPK412013,ECCC_GHGRP:2022-04-14
2012,391826,ECCC_G10315:5493006UUHUKRKECPK41,ECCC_GHGRP:ECCC_G10315:5493006UUHUKRKECPK412012,ECCC_GHGRP:2022-04-14
2011,385952,ECCC_G10315:5493006UUHUKRKECPK41,ECCC_GHGRP:ECCC_G10315:5493006UUHUKRKECPK412011,ECCC_GHGRP:2022-04-14
2020,104086,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322020,ECCC_GHGRP:2022-04-14
2019,106660,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322019,ECCC_GHGRP:2022-04-14
2018,118530,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322018,ECCC_GHGRP:2022-04-14
2017,127822,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322017,ECCC_GHGRP:2022-04-14
2016,130624,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322016,ECCC_GHGRP:2022-04-14
2015,134609,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322015,ECCC_GHGRP:2022-04-14
2014,143632,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322014,ECCC_GHGRP:2022-04-14
2013,138018,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322013,ECCC_GHGRP:2022-04-14
2012,142794,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322012,ECCC_GHGRP:2022-04-14
2011,141717,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322011,ECCC_GHGRP:2022-04-14
2010,146312,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322010,ECCC_GHGRP:2022-04-14
2009,136706,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322009,ECCC_GHGRP:2022-04-14
2008,157578,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322008,ECCC_GHGRP:2022-04-14
2007,152974,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322007,ECCC_GHGRP:2022-04-14
2006,157756,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322006,ECCC_GHGRP:2022-04-14
2005,152726,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322005,ECCC_GHGRP:2022-04-14
2004,138284,ECCC_G10113:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10113:549300GT6BLC9T74PS322004,ECCC_GHGRP:2022-04-14
2016,58530,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322016,ECCC_GHGRP:2022-04-14
2015,103673,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322015,ECCC_GHGRP:2022-04-14
2014,122726,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322014,ECCC_GHGRP:2022-04-14
2013,121544,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322013,ECCC_GHGRP:2022-04-14
2012,113224,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322012,ECCC_GHGRP:2022-04-14
2011,119722,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322011,ECCC_GHGRP:2022-04-14
2010,123562,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322010,ECCC_GHGRP:2022-04-14
2009,124228,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322009,ECCC_GHGRP:2022-04-14
2008,116564,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322008,ECCC_GHGRP:2022-04-14
2007,134712,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322007,ECCC_GHGRP:2022-04-14
2006,139410,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322006,ECCC_GHGRP:2022-04-14
2005,128444,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322005,ECCC_GHGRP:2022-04-14
2004,139489,ECCC_G10218:549300GT6BLC9T74PS32,ECCC_GHGRP:ECCC_G10218:549300GT6BLC9T74PS322004,ECCC_GHGRP:2022-04-14
2008,512956,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072008,ECCC_GHGRP:2022-04-14
2007,559608,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072007,ECCC_GHGRP:2022-04-14
2006,495594,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072006,ECCC_GHGRP:2022-04-14
2005,424612,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072005,ECCC_GHGRP:2022-04-14
2004,475405,ECCC_G10114:549300SKZOPRJXN2F307,ECCC_GHGRP:ECCC_G10114:549300SKZOPRJXN2F3072004,ECCC_GHGRP:2022-04-14
2020,160077,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092020,ECCC_GHGRP:2022-04-14
2019,218254,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092019,ECCC_GHGRP:2022-04-14
2018,176733,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092018,ECCC_GHGRP:2022-04-14
2017,26807,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092017,ECCC_GHGRP:2022-04-14
2016,69168,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092016,ECCC_GHGRP:2022-04-14
2015,116315,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092015,ECCC_GHGRP:2022-04-14
2014,121843,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092014,ECCC_GHGRP:2022-04-14
2013,134868,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092013,ECCC_GHGRP:2022-04-14
2012,128376,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092012,ECCC_GHGRP:2022-04-14
2011,121364,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092011,ECCC_GHGRP:2022-04-14
2010,160671,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092010,ECCC_GHGRP:2022-04-14
2009,152159,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092009,ECCC_GHGRP:2022-04-14
2008,167250,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092008,ECCC_GHGRP:2022-04-14
2007,164804,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092007,ECCC_GHGRP:2022-04-14
2006,166228,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092006,ECCC_GHGRP:2022-04-14
2005,165517,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092005,ECCC_GHGRP:2022-04-14
2004,161013,ECCC_G10118:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10118:549300D6IHC1ALPRUY092004,ECCC_GHGRP:2022-04-14
2016,50811,ECCC_G10377:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10377:5493009UL1CFLQ2GMZ462016,ECCC_GHGRP:2022-04-14
2015,45593,ECCC_G10377:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10377:5493009UL1CFLQ2GMZ462015,ECCC_GHGRP:2022-04-14
2014,59158,ECCC_G10377:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10377:5493009UL1CFLQ2GMZ462014,ECCC_GHGRP:2022-04-14
2013,55729,ECCC_G10377:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10377:5493009UL1CFLQ2GMZ462013,ECCC_GHGRP:2022-04-14
2012,62272,ECCC_G10377:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10377:5493009UL1CFLQ2GMZ462012,ECCC_GHGRP:2022-04-14
2011,61709,ECCC_G10377:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10377:5493009UL1CFLQ2GMZ462011,ECCC_GHGRP:2022-04-14
2020,50747,ECCC_G10675:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G10675:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2020,30849,ECCC_G11376:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11376:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2019,51833,ECCC_G10675:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G10675:CZ72ZHBVKZXQRV3XFE262019,ECCC_GHGRP:2022-04-14
2020,18245,ECCC_G10938:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10938:549300D6IHC1ALPRUY092020,ECCC_GHGRP:2022-04-14
2019,17609,ECCC_G10938:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10938:549300D6IHC1ALPRUY092019,ECCC_GHGRP:2022-04-14
2018,17816,ECCC_G10938:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10938:549300D6IHC1ALPRUY092018,ECCC_GHGRP:2022-04-14
2017,19262,ECCC_G10938:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G10938:549300D6IHC1ALPRUY092017,ECCC_GHGRP:2022-04-14
2020,1788,ECCC_G12198:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G12198:549300D6IHC1ALPRUY092020,ECCC_GHGRP:2022-04-14
2019,16504,ECCC_G12198:549300D6IHC1ALPRUY09,ECCC_GHGRP:ECCC_G12198:549300D6IHC1ALPRUY092019,ECCC_GHGRP:2022-04-14
2020,32529,ECCC_G10549:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10549:549300T15RIMIKZC5Q382020,ECCC_GHGRP:2022-04-14
2019,50777,ECCC_G10549:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10549:549300T15RIMIKZC5Q382019,ECCC_GHGRP:2022-04-14
2018,62002,ECCC_G10549:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10549:549300T15RIMIKZC5Q382018,ECCC_GHGRP:2022-04-14
2017,56325,ECCC_G10549:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10549:549300T15RIMIKZC5Q382017,ECCC_GHGRP:2022-04-14
2016,60336,ECCC_G10549:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10549:549300T15RIMIKZC5Q382016,ECCC_GHGRP:2022-04-14
