datasource_id,tag_id
OEF:WD:country-names-un-languages:20230216,oef
OEF:WD:country-names-un-languages:20230216,wikidata
OEF:WD:country-names-un-languages:20230216,geo
OEF:WD:country-names-un-languages:20230216,un
OEF:WD:country-names-un-languages:20230216,i18n
