datasource_id,name,publisher,published,URL
UNLOCODE:2022-1,UN/LOCODE (CODE FOR TRADE AND TRANSPORT LOCATIONS) Issue 2022-1,UNECE,2022-07-08,https://unece.org/trade/uncefact/unlocode
